고객번호,성별,연령대,거주지역,경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수,A제휴사구매비율(%),B제휴사구매비율(%),C제휴사구매비율(%),D번제휴사구매비율(%),A_구매횟수,B_구매횟수,C_구매횟수,D_구매횟수,A_총구매액,B_총구매액,C_총구매액,D_총구매액,분기증감확인
8224,0,2,0,0,0,29,0.57,65.79,32.73,0.9,513,452,15,79,9,1,1,3,14.72,9.03,17.47,15.34,13.63,12.1,7.36,10.35,1,1,1,1,1,1,1,1,99,144,117,145,146,125,126,157,97.85,1.62,0.53,0,799,142,118,0,1,6,4,9,1
8225,0,2,3,0,1,63,19.32,40.22,0,40.46,1271,106,0,59,1,7,9,2,15.46,16.22,16.85,13.77,12.14,10.35,8.84,6.38,3,2,2,4,9,9,9,9,240,326,302,163,81,100,121,103,0,27.83,72.17,0,0,1432,4,0,10,1,5,9,0
8226,0,2,1,5,1,76,4.67,89.16,0,6.17,434,192,0,76,10,2,9,4,13.43,9.37,6.97,23.4,7.03,12.86,14.39,12.56,3,3,6,2,4,3,3,2,70,96,65,84,92,76,83,136,67.6,13.39,19.01,0,639,59,4,0,3,7,6,9,1
8227,0,2,0,0,0,0,7.78,65.91,16.45,9.86,506,36,1,87,10,7,5,4,7.87,9.69,8.52,18.42,18.48,10.45,9.82,16.75,10,10,10,9,8,10,10,6,63,69,59,56,85,86,101,111,69.43,21.57,9.01,0,611,12,7,0,5,10,8,9,1
8228,0,2,0,2,1,0,1.93,39.92,53.35,4.79,611,253,6,61,6,1,2,2,10.58,14.74,9.3,17.6,15.55,11.64,10.15,10.44,2,1,2,1,1,2,2,2,95,130,114,125,127,109,142,89,82.76,6.33,6.58,4.33,916,7,3,5,1,10,8,2,0
8229,0,2,3,0,0,9,12.6,61.05,0,26.35,2573,26,0,1,2,9,9,10,10.44,13.41,14.7,10.74,13.79,13.62,14.47,8.84,7,6,5,7,6,7,7,9,313,334,376,356,339,329,317,236,71.52,17.38,11.1,0,4,37,2559,0,9,8,1,9,0
8230,1,2,3,0,1,22,13.15,58.98,0,27.87,1564,65,0,34,4,8,9,6,12.21,8.64,12.22,13.46,12.36,11.72,16.49,12.89,6,9,9,7,7,8,5,6,242,190,166,189,228,216,246,186,74.14,20.28,5.58,0,18,1452,193,0,8,2,4,9,0
8231,1,2,0,2,1,37,1.51,14.19,82.11,2.18,1357,293,8,127,1,2,2,1,18.34,5.66,9.56,9.69,8.68,11.33,29.28,7.47,1,4,3,2,2,2,1,2,185,207,192,233,271,244,214,239,81.24,14.91,3.86,0,599,1141,45,0,2,1,5,9,0
8232,0,2,0,2,0,29,0.39,5.87,92.86,0.88,661,324,7,24,7,2,1,5,12.16,11.21,9.66,14.12,11.66,7.57,25.86,7.76,1,2,2,2,1,2,1,3,142,123,133,92,147,153,132,94,94.89,3.77,1.34,0,435,573,8,0,1,5,8,9,0
8233,1,2,1,4,0,1,2.71,16.88,78.55,1.85,416,256,33,61,1,1,1,2,13.4,18.95,15.3,9.41,13.82,7.28,12.71,9.12,1,1,1,1,1,2,1,1,115,100,88,106,98,91,90,78,88.84,9.25,1.91,0,706,58,2,0,1,6,9,9,0
8234,0,2,1,0,1,15,9.99,78.79,0,11.23,1192,143,0,156,4,4,9,2,37.13,9.75,13.85,9.58,9.76,8.86,6.14,4.92,10,9,3,3,5,4,4,4,5,64,203,236,131,235,339,278,62.54,22.49,0,14.98,719,754,0,18,4,4,10,1,1
8235,0,2,3,0,2,12,11.04,26.77,0,62.2,1245,177,0,111,6,7,9,1,14.17,14.82,18.71,11.5,9.4,10.08,11.42,9.9,10,4,5,6,8,8,5,7,62,247,185,208,176,193,293,169,94.35,4.37,1.28,0,4,1523,6,0,8,2,8,9,1
8236,0,2,1,0,2,54,0.41,3.67,94.8,1.11,1240,93,1,52,8,6,3,5,10.08,19.32,10.59,11.37,13.95,12.89,10.58,11.23,8,5,7,8,7,8,8,6,157,174,197,151,159,161,189,198,87,6.49,5.87,0.65,15,1369,1,1,7,2,9,2,1
8237,0,2,1,3,0,29,1.45,24.77,69.65,4.14,1838,160,2,91,3,4,3,2,7.63,8.98,14.36,23.35,13.44,15.86,9.63,6.75,4,4,3,3,3,2,4,6,297,247,253,151,302,369,276,196,82.83,11.93,5.24,0,337,1741,13,0,4,2,7,9,0
8238,1,2,0,1,2,24,10.48,64.3,0,25.21,1780,142,0,49,3,5,9,4,12.25,17.29,12.4,8.67,12.05,13.72,15.13,8.49,4,4,6,7,5,6,4,6,349,223,237,222,233,203,269,235,81.61,13.39,5,0,59,1814,98,0,6,1,4,9,0
8239,0,2,0,0,0,0,2.46,19.34,74.22,3.98,308,230,2,109,10,3,3,2,17.89,14.1,7.6,5,13.16,16.54,10.39,15.31,3,3,8,7,2,4,4,4,67,85,57,87,137,62,92,62,70.6,24.01,5.38,0,530,1,118,0,4,10,4,9,0
8240,0,2,1,3,0,0,2.39,32.25,61.91,3.44,863,372,3,44,4,1,3,4,10.28,11.08,12.5,12.57,14.75,11.4,13.04,14.38,2,2,1,2,1,2,2,1,147,178,162,133,152,178,142,190,80.17,14.47,0,5.36,1136,141,0,5,2,6,10,2,1
8241,0,2,1,0,1,0,13.9,78.61,0,7.49,1717,131,0,6,4,6,9,10,23.24,16.01,14.5,9.8,7.69,10.13,8.67,9.97,3,4,6,5,6,9,9,10,243,281,234,363,372,174,177,10,49.44,10.78,0,39.78,195,1656,0,3,5,3,10,1,0
8242,0,2,0,0,0,0,8.1,76.46,0,15.43,863,173,0,52,3,3,9,3,25.14,6.57,25.78,8.16,9.17,9.37,10.28,5.53,2,5,2,4,4,4,4,5,134,135,144,149,120,129,145,132,66.04,21.45,0,12.51,921,148,0,19,3,6,10,1,0
8243,0,2,0,0,1,2,13.1,25.23,0,61.67,1550,36,0,4,1,9,9,7,13.21,10.23,12.63,9.76,12.35,12.9,15.51,13.41,4,4,5,5,5,4,4,5,194,263,161,196,191,244,212,129,75.57,16,8.43,0,6,1433,151,0,9,1,3,9,0
8244,0,2,0,0,1,12,1.19,24.42,72.89,1.5,693,164,2,32,7,2,3,6,5.52,11.28,36.54,11.8,9.75,6.41,6.39,12.29,5,4,1,3,3,3,4,2,86,76,101,77,120,164,124,143,92.18,7.82,0,0,480,411,0,0,3,5,10,9,1
8245,0,2,0,0,1,49,7.76,33.14,0,59.1,2440,83,0,26,2,8,9,3,10.37,12.16,11,9.04,16.53,11.95,13.89,15.06,7,6,6,7,5,6,5,5,275,329,370,303,271,359,369,273,87.96,9,3.05,0,26,2513,10,0,7,1,8,9,1
8246,1,2,0,0,0,20,5.61,77.45,0,16.94,1693,60,0,41,6,6,9,5,18.56,11.91,11.39,10.19,9.93,14.39,9.1,14.54,4,7,8,8,8,6,10,7,248,221,234,227,232,284,188,160,92.97,2.03,0,5,16,1766,0,12,6,3,10,1,0
8247,1,2,0,3,1,1,11.79,36.42,0,51.79,1085,78,0,128,7,8,9,1,11.83,13.23,22.15,9.42,10.17,13.9,10.02,9.28,7,6,5,8,6,8,9,8,151,183,148,161,222,131,146,149,72.65,11.32,6.95,9.09,10,1261,19,1,8,2,5,2,0
8248,0,2,0,0,1,0,7.45,9.18,81.82,1.55,355,119,2,69,1,4,2,2,16.09,3.59,23.08,10.4,6.65,8.36,21.76,10.07,2,5,1,3,3,3,1,2,59,74,63,58,72,68,85,66,87.16,12.62,0,0.21,455,89,0,1,2,6,10,2,0
8249,0,2,0,0,0,0,1.58,17.88,78.14,2.4,224,313,23,60,10,2,1,3,6.11,18.03,8.17,15.91,5.74,15.87,8.49,21.69,2,1,5,1,4,2,2,1,110,97,38,91,64,55,103,62,89.87,7.77,2.36,0,471,113,36,0,2,6,5,9,1
8250,0,2,0,0,0,0,3.78,37.79,36.83,21.6,2735,48,2,64,4,8,5,3,11.47,16.13,11.73,10.97,12.92,10.48,14.56,11.74,6,5,7,6,7,8,6,6,355,374,353,418,305,374,357,313,64.51,27.27,8.22,0,82,256,2511,0,6,5,2,9,0
8251,1,2,0,6,0,0,10.13,73.93,0,15.94,494,45,0,28,6,6,9,5,18.55,14.03,14.75,11.08,1.37,17.51,14.04,8.67,3,4,4,5,10,10,10,6,102,128,111,106,1,3,18,98,42.26,55.38,2.35,0,561,4,2,0,4,9,9,9,0
8252,0,2,1,0,1,6,8.21,61.19,0,30.6,582,133,0,35,10,5,9,5,20.16,20.58,23.9,14.1,5.77,6.41,5.42,3.65,7,9,6,5,10,9,10,10,52,37,69,127,73,131,126,135,76.3,16.86,6.84,0,313,403,34,0,5,6,6,9,0
8253,0,2,0,0,1,27,4.99,24.77,56.68,13.56,673,170,3,95,8,5,4,1,9.17,13.51,11.43,16.97,8.06,17.87,10.23,12.75,6,4,8,4,8,5,8,6,130,156,104,121,123,105,113,89,59.54,36.45,4.01,0,2,930,9,0,10,1,8,9,0
8254,0,2,1,4,0,0,1.54,7.48,88.24,2.73,1042,72,1,83,5,7,3,3,10.02,9.1,12.4,12.31,12.27,12.93,17.3,13.66,8,8,6,7,7,7,5,5,120,157,170,141,141,153,169,147,68.56,19.96,11.48,0,108,1087,3,0,6,3,8,9,1
8255,0,2,1,0,1,31,11.15,46.1,0,42.75,1951,81,0,32,5,8,9,5,10.66,11.33,14.09,9.13,10.82,13.54,19.96,10.47,8,8,8,9,9,7,6,8,252,269,235,253,257,280,272,246,85.59,9.11,5.3,0,3,2054,7,0,9,3,8,9,0
8256,0,2,0,1,0,0,4.82,28.15,59.95,7.08,301,226,4,150,10,4,3,1,5.61,11.72,13.17,8.98,23.24,16.69,10.79,9.8,8,3,3,4,2,6,7,5,66,125,104,127,85,41,58,75,79.31,15.01,5.67,0,581,96,4,0,4,7,8,9,1
8257,0,2,0,0,0,0,9.87,79.75,0,10.38,421,131,0,46,8,4,9,5,11.64,16.89,18.31,11.6,10.55,10.31,6.66,14.04,3,3,4,6,5,4,7,6,103,88,61,47,74,97,94,34,84.77,11.63,0,3.6,550,47,0,1,4,8,10,2,0
8258,0,2,0,0,0,0,4.32,84.72,0,10.97,2775,53,0,2,3,6,9,10,16.42,15.7,12.87,10.11,12.33,11.1,11.12,10.35,4,4,6,6,7,8,8,7,362,473,383,422,319,307,290,274,60.54,35.54,3.92,0,59,35,2736,0,6,6,1,9,0
8259,0,2,1,0,2,0,0.76,8.18,89.56,1.5,2672,132,5,146,1,4,2,2,19.93,13.71,14.94,7.87,9,8.26,15.12,11.17,3,6,3,6,3,3,2,2,190,147,389,231,508,530,470,490,86.12,10.04,3.83,0,189,2125,641,0,4,1,3,9,1
8260,1,2,1,0,1,0,9.86,63.54,0,26.6,1409,119,0,114,4,5,9,1,17.89,15.8,18.74,9.57,9.15,11.48,9.3,8.07,3,4,3,8,8,8,7,8,289,218,269,139,189,155,231,152,87.26,9.47,3.27,0,33,1598,11,0,6,1,7,9,0
8261,0,2,1,0,0,12,2.07,68.7,22.92,6.31,1343,217,6,89,5,2,3,2,11.11,3.97,8.08,3.76,6.68,10.88,22.54,32.98,2,3,2,4,3,3,1,1,198,362,294,202,172,129,156,142,91.87,5.28,2.85,0,643,841,171,0,2,5,4,9,1
8262,0,2,1,2,0,4,3.78,39.06,37.29,19.87,1451,229,2,39,4,4,4,2,11.89,12.36,11.38,15.18,18.17,12.52,8.26,10.24,4,3,4,3,3,5,5,3,184,295,192,209,164,157,253,267,73.17,14.76,12.07,0,509,1207,5,0,4,3,7,9,1
8263,0,2,1,0,0,19,0.6,7.92,89.98,1.5,1533,195,2,185,3,3,2,1,19.92,11.56,9.81,16.83,12.78,10.09,8.3,10.71,2,4,4,2,3,3,4,3,205,167,194,301,234,298,230,286,84.23,15.77,0,0,705,1210,0,0,3,3,10,9,0
8264,1,2,1,9,0,0,8.63,49.02,31.49,10.86,424,200,5,78,9,4,4,3,10.34,9.63,13.54,11.49,13.21,14.36,17.85,9.58,7,6,6,5,4,7,4,4,59,99,79,91,98,62,101,118,73.37,26.63,0,0,563,144,0,0,4,6,10,9,1
8265,0,2,0,0,0,0,14.01,69.67,0,16.32,418,99,0,164,8,5,9,1,9.13,15.03,10.81,14.7,10.54,14.64,11.88,13.27,8,4,6,5,6,5,10,7,67,113,118,95,108,100,30,50,43.87,30.18,0,25.94,616,50,0,15,4,7,10,1,1
8266,0,2,0,4,1,22,3.5,8.96,79.61,7.92,3020,133,2,37,2,8,4,6,11.97,11.91,13.6,10.68,11.86,14.17,13.9,11.9,6,7,6,6,5,5,6,7,340,347,426,432,495,441,428,283,0,58.87,41.13,0,0,1996,1196,0,10,2,2,9,0
8267,0,2,1,2,0,0,0.77,7.61,90.25,1.37,943,290,13,87,5,3,1,2,18.59,19.89,13.86,5.45,19.75,9.2,5.62,7.64,1,2,2,3,1,3,4,3,145,136,193,213,187,129,177,153,80.32,7.92,3.85,7.91,807,487,38,1,2,5,5,2,0
8268,0,2,2,13,1,0,7.38,79.49,0,13.13,505,97,0,85,7,4,8,1,4.51,6.46,10.33,5.53,8.73,9.06,50.84,4.54,5,5,4,7,6,6,1,8,139,108,95,76,68,68,65,68,27.57,56.88,15.55,0,504,181,2,0,4,3,7,9,0
8269,0,2,1,0,0,0,4.88,51.3,38.08,5.74,474,153,2,26,10,4,5,8,9.72,9.07,13.09,10.33,7.91,14.72,20.97,14.19,7,9,7,8,8,7,4,5,92,58,83,68,87,72,105,90,62.15,26.07,11.79,0,614,1,40,0,4,10,5,9,1
8270,0,2,0,0,2,65,7.71,54.49,0,37.79,2148,88,0,55,4,7,8,3,10.73,12.45,17.25,10.36,9.87,15.91,12.3,11.13,7,6,5,7,6,4,7,5,263,263,248,237,351,367,270,292,88.38,6.7,4.93,0,10,2157,124,0,8,2,4,9,1
8271,0,2,1,0,0,0,6.45,80.22,0,13.34,1504,52,0,24,5,6,8,7,11.17,10.49,18.63,17.17,9.81,8.97,14.61,9.17,6,6,4,5,9,9,6,10,246,281,248,210,143,177,208,67,91.65,4.95,3.4,0,24,1491,65,0,6,3,4,9,0
8272,0,2,0,0,0,13,0.93,40.83,55.9,2.35,1937,293,5,52,1,1,2,3,9.11,7.1,5.81,24.07,14.12,18.03,13.27,8.49,1,1,1,1,1,1,1,1,228,479,324,245,222,252,214,323,94.9,3.4,1.69,0,523,1630,134,0,1,1,4,9,1
8273,0,2,0,0,0,0,1.97,88.44,0,9.59,1469,7,0,4,10,9,8,9,9.71,7.26,8.26,8.15,10.28,31.94,15.15,9.25,10,10,10,10,10,9,10,10,130,222,268,227,131,128,176,198,90.56,7.66,1.78,0,6,9,1465,0,8,9,3,9,1
8274,0,2,1,1,0,0,1.38,18.74,77.67,2.21,360,282,8,91,10,2,2,2,8.69,12.65,15.48,23.75,10.61,13.45,7.51,7.86,4,3,2,2,2,2,4,2,57,62,69,78,138,97,76,164,81.74,5.97,0,12.29,582,158,0,1,3,7,10,2,1
8275,1,2,1,1,1,51,10.53,72.23,0,17.25,2588,134,0,108,1,5,8,3,11.05,9.97,14.03,10.93,17.67,11.05,13.31,11.99,4,5,4,5,4,4,4,3,375,348,353,314,275,405,362,398,85.27,10.26,4.47,0,68,2471,291,0,6,1,3,9,1
8276,0,2,0,0,1,3,17.48,50.56,0,31.95,1276,182,0,69,4,6,8,4,13.98,11.7,14.9,13.28,12.06,12.12,11.67,10.29,8,6,5,4,5,5,10,8,110,216,239,292,242,244,66,118,83.26,10.95,5.79,0,9,1508,10,0,8,1,6,9,0
8277,0,2,1,0,2,0,3.08,9.35,77.81,9.76,1535,139,5,12,5,7,3,7,16.15,13.5,11.48,10.33,13.51,13.48,13.17,8.38,5,5,8,7,7,8,8,7,222,277,191,219,184,171,200,227,84.31,5,0,10.7,2,1688,0,1,9,2,10,2,0
8278,0,2,0,0,1,0,2.17,21.61,71.82,4.4,995,167,10,35,2,3,2,4,12.51,10.51,12.23,15.33,10.39,11.37,11.31,16.35,3,3,4,3,2,3,4,2,122,170,104,135,245,173,123,135,70.49,19.91,9.6,0,837,318,52,0,3,5,4,9,1
8279,1,2,0,0,0,0,3.89,53.36,0,42.76,1446,64,0,10,7,6,8,5,10.19,8.38,14.21,8.48,13.21,15.11,16.62,13.8,9,10,6,8,7,6,5,5,116,138,221,211,181,205,228,220,84.32,9.54,6.14,0,80,9,1431,0,6,9,2,9,1
8280,0,2,1,4,0,0,7.64,49.45,37.86,5.05,194,379,5,117,10,2,3,2,12.28,6.83,10.3,12.48,12.76,14.73,23.71,6.9,3,3,3,2,3,2,1,3,53,117,80,103,45,72,114,111,93.96,0,6.04,0,691,0,4,0,2,10,8,9,1
8281,0,2,3,1,1,4,8.62,55.38,0,35.99,790,100,0,93,8,6,8,1,14.19,15.67,9.64,11.07,14.66,12.96,12.55,9.27,9,7,8,8,4,5,5,6,55,83,128,97,160,163,161,136,80.31,13.45,6.24,0,53,855,75,0,6,3,4,9,1
8282,1,2,1,0,0,0,2.63,15.29,78.85,3.23,962,53,2,109,9,8,4,5,15.99,16.53,12.09,9.59,10.28,11.99,13.11,10.43,9,9,10,10,9,10,10,9,100,117,148,143,175,128,141,174,55,28.52,16.48,0,147,978,1,0,7,5,9,9,1
8283,0,2,1,0,0,0,2.14,48.13,37.21,12.53,2106,100,1,14,7,5,5,7,13.77,13.51,8.31,9.18,21.83,10.93,13.74,8.73,6,6,8,7,4,5,6,6,229,242,279,272,276,366,275,282,83.27,13.6,3.13,0,102,79,2040,0,5,7,2,9,0
8284,0,2,0,1,1,17,8.13,76.45,0,15.42,870,346,0,62,5,3,8,3,15.02,11.34,7.41,13.85,12.82,14.02,11.11,14.42,2,3,3,2,3,3,4,3,138,173,207,216,158,142,110,134,84.04,10.06,5.9,0,465,773,40,0,3,4,5,9,0
8285,0,2,0,0,0,0,3.47,23.59,70.48,2.47,244,140,7,83,8,3,2,2,18.09,8.95,9.64,10.84,17.42,11.72,10.31,13.03,2,4,3,3,2,3,5,3,50,67,69,63,78,61,39,47,37.41,47.13,15.45,0,472,1,1,0,3,9,7,9,0
8286,0,2,1,0,1,1,1.3,13.99,83.82,0.89,291,238,16,54,9,2,1,5,20.15,17.01,6.75,23.76,8.49,9.57,8.52,5.74,1,1,3,1,2,2,3,6,67,79,91,64,96,91,76,35,82.64,6.91,0,10.45,528,70,0,1,2,7,10,2,0
8287,0,2,0,0,0,13,12.58,48.85,0,38.57,1808,144,0,87,6,7,8,3,10.64,10.65,14.81,14.29,11.96,15.41,13.41,8.83,7,8,7,6,8,6,6,8,285,211,229,248,218,291,332,225,79.73,13.28,7,0,21,1473,545,0,8,3,3,9,0
8288,1,2,0,0,1,31,7.37,16.91,68.96,6.76,417,262,8,70,1,3,2,1,13.24,11.25,16.45,9.2,12.9,13.79,12.84,10.33,2,3,2,3,2,3,3,3,129,74,109,114,94,58,86,93,80.79,18.41,0.8,0,629,122,6,0,3,6,9,9,0
8289,0,2,1,0,0,33,7.38,36.08,48.36,8.18,368,220,5,87,7,3,3,2,16.32,13.21,10.2,8.45,16.29,13.24,13.89,8.42,2,3,4,4,3,3,3,4,92,95,92,86,62,82,92,79,64.59,31.18,4.23,0,657,21,2,0,3,7,9,9,0
8290,0,2,0,1,0,0,9.71,72.07,0,18.22,588,217,0,67,8,4,8,3,10.71,11.68,9.7,14.89,11.18,12.73,14.87,14.24,5,5,5,4,5,3,4,4,85,99,112,102,103,156,117,98,69.1,22.79,6.41,1.7,688,11,172,1,4,9,4,2,1
8291,0,2,0,4,1,0,0.84,10.45,86.82,1.88,695,344,6,46,7,2,2,3,6.79,15.65,6.6,8.98,15.13,20.96,10.42,15.47,3,1,3,3,2,2,2,2,158,174,166,115,121,108,148,101,86.46,7.68,5.87,0,627,297,167,0,2,6,3,9,1
8292,0,2,0,0,1,49,2.37,88,0,9.63,1669,45,0,27,7,5,8,6,12.41,9.19,8.54,6.18,6.66,6.25,45.57,5.21,8,8,9,10,9,9,2,7,132,185,187,178,249,259,233,318,99.14,0.6,0.26,0,8,1729,4,0,5,3,9,9,0
8293,0,2,0,0,0,20,11.31,60.66,0,28.03,1885,101,0,49,5,7,8,5,9.14,14.56,12.7,12.49,11.02,13.9,16.92,9.27,8,5,7,6,8,8,6,7,256,284,267,281,226,217,260,244,86.79,9.25,3.96,0,36,1989,10,0,7,2,8,9,0
8294,0,2,1,0,0,31,5.24,55.61,25.92,13.23,862,138,2,104,8,5,5,2,27.33,16.03,13.16,14.62,7.73,8.62,7.8,4.7,4,4,5,5,8,7,8,8,79,162,142,129,129,157,147,161,71.73,19.89,8.38,0,623,464,19,0,4,5,6,9,0
8295,0,2,0,1,1,4,1.67,10.71,85.43,2.19,525,87,2,11,5,5,3,7,18.93,14.68,10.62,5.63,5.91,16.25,21.21,6.76,3,5,7,10,6,3,4,6,71,68,60,33,126,119,66,82,64.5,16.09,19.41,0,565,58,2,0,4,7,8,9,0
8296,0,2,1,1,0,0,2.71,20.88,69.45,6.96,780,246,7,152,8,4,3,1,14.3,17.25,12.09,10.08,9.61,17.2,10.78,8.69,4,4,3,3,5,3,3,4,106,84,167,210,114,120,236,148,76.98,13.64,0,9.39,554,626,0,5,4,5,10,1,0
8297,0,2,1,0,0,0,1.11,17.36,80.4,1.13,181,487,15,41,10,1,1,6,12.56,10.72,12,16.24,14.57,9.68,13.79,10.44,2,1,1,1,2,1,1,1,56,91,104,87,53,108,92,133,92.87,4.17,2.96,0,620,101,3,0,1,7,8,9,1
8298,0,2,1,6,0,0,4.01,36.19,32.55,27.25,390,210,6,18,9,3,3,2,24.7,6.16,12.3,13.53,9.96,9.06,12.54,11.76,2,7,6,3,6,5,3,3,84,67,43,106,48,75,88,113,100,0,0,0,624,0,0,0,3,10,10,9,0
8299,0,2,1,0,1,0,1.42,18.06,79.24,1.27,325,532,27,53,9,1,1,4,7.66,10.8,10.87,8.45,10.78,10.96,17.64,22.83,1,2,1,1,1,2,1,1,119,68,137,147,146,61,138,121,88.85,6.66,4.49,0,722,212,3,0,1,5,7,9,1
8300,0,2,1,0,0,1,3.83,48.69,41.74,5.74,336,208,2,47,10,3,4,4,31.19,10.16,7.82,7.85,7.4,19.9,9.41,6.27,2,4,5,9,3,2,2,4,51,61,57,22,97,93,127,85,79.22,18.25,2.53,0,572,13,8,0,3,8,8,9,0
8302,0,2,0,1,0,16,0.66,5.65,92.83,0.86,1529,267,5,118,1,2,1,1,7.14,15.67,15.93,16.19,8.74,16.82,11.98,7.53,2,1,1,1,2,2,2,2,251,198,251,288,313,138,215,265,91.43,6.28,2.29,0,546,1345,28,0,2,2,6,9,1
8303,0,2,0,4,0,0,4.11,42.04,44.69,9.16,1287,182,1,155,5,4,5,1,19.61,13.62,14.24,9.87,12.8,7.45,8.77,13.65,3,4,4,4,4,5,7,4,205,186,183,258,224,256,170,143,87.49,9.23,3.28,0,177,1439,9,0,5,2,7,9,0
8304,0,2,0,4,1,3,6,48.05,0,45.95,1045,79,0,46,9,7,8,2,8.42,10.1,26.89,9.9,13.96,8.38,15.61,6.74,10,8,6,8,9,9,7,9,92,183,115,169,102,202,167,140,92.96,4.27,2.77,0,24,1144,2,0,6,4,9,9,1
8305,0,2,1,8,0,0,4.26,40.04,53.29,2.41,157,298,1,27,10,3,4,8,11.07,13.14,16,14.57,16.98,10.02,10.05,8.17,6,4,4,3,3,3,4,4,30,50,44,62,59,106,72,60,68.68,26.49,4.82,0,434,1,48,0,3,10,5,9,1
8306,1,2,1,0,0,0,3.8,75.61,0,20.59,1839,74,0,1,6,5,8,10,5.86,13.56,11.32,4.37,7.77,11.14,7.85,38.13,8,5,6,8,6,5,10,5,252,251,250,373,354,321,45,68,86.41,10.61,2.98,0,52,12,1850,0,5,9,2,9,1
8307,0,2,1,19,1,9,9.76,60.65,0,29.59,2402,354,0,135,1,4,8,1,11.84,8.77,14.16,8.79,11.93,11.58,14.57,18.36,4,3,2,4,3,3,3,3,286,464,471,406,340,357,313,254,87.52,8.9,3.58,0,160,2725,6,0,5,1,8,9,1
8308,0,2,1,14,1,4,1.08,15.79,79.58,3.55,657,234,27,87,8,2,1,1,10.88,16.32,11.81,18.9,10.28,20.34,4.88,6.58,2,2,2,2,2,1,5,2,110,104,113,105,128,171,104,170,88.54,8,3.46,0,556,431,18,0,2,5,6,9,0
8309,1,2,0,4,1,0,4.23,79.41,0,16.37,2199,69,0,4,4,5,8,9,30.85,8.82,12.1,11.98,10.55,9.29,8.72,7.68,3,6,6,6,5,5,6,6,175,281,239,222,350,365,364,276,92.92,0,7.08,0,108,0,2164,0,5,10,1,9,0
8310,0,2,0,1,1,5,12.29,67.94,0,19.77,1980,120,0,110,5,7,8,4,15.12,10.19,14.2,12.2,13.39,11.95,13.31,9.64,5,8,10,7,7,6,6,6,272,272,122,238,238,373,363,332,83.41,12.28,4.31,0,48,2158,4,0,7,2,9,9,0
8311,0,2,0,0,1,15,11.27,60.84,0,27.88,1512,156,0,120,3,5,8,1,9.8,11.07,15.38,9.46,11.14,12.49,16.43,14.22,5,6,6,6,4,5,4,4,215,199,151,211,313,236,214,249,59.04,18.13,6.34,16.49,521,1258,4,5,5,3,9,1,1
8312,0,2,0,0,1,0,3.6,23.06,69.62,3.72,1008,140,5,46,6,5,3,7,12.31,8.53,10.67,15.98,15.13,12.94,13.22,11.24,4,8,8,5,5,6,8,5,208,145,135,149,145,154,107,156,87.14,8.4,3.53,0.93,12,1179,7,1,7,1,7,2,0
8313,0,2,0,1,0,8,7.23,78.28,0,14.49,653,22,0,6,10,8,8,9,10.43,17.21,12.02,9.65,12.83,12.23,7.62,18,10,9,10,9,9,10,10,10,59,91,127,159,120,98,6,21,54.05,33.74,12.22,0,516,148,17,0,6,7,7,9,0
8314,0,2,1,0,0,0,10.79,44.7,35.21,9.3,243,254,4,59,9,3,4,4,13.93,14.52,19.64,13.34,9.81,9.31,11.85,7.59,4,3,2,4,4,4,6,8,60,76,89,69,85,92,50,39,40.2,8.58,30.22,20.99,465,89,1,5,4,7,7,1,0
8315,0,2,1,0,0,0,9.59,74.31,0,16.09,1081,98,0,31,4,5,8,6,9.15,10.94,13.36,9.1,7.49,12.16,12.35,25.46,6,6,4,5,6,5,7,4,163,144,186,193,185,157,110,72,45.45,44.75,9.8,0,1014,65,131,0,4,7,4,9,1
8316,0,2,0,0,0,0,14.4,69.13,0,16.47,259,200,0,113,9,3,8,1,9.13,13.76,17.79,10.99,13.56,15.48,10.03,9.26,9,4,4,7,3,3,4,3,21,65,48,32,102,98,88,118,84.71,15.29,0,0,510,62,0,0,3,7,10,9,1
8317,0,2,0,0,0,25,16.22,55.85,0,27.92,3005,105,0,41,2,8,8,7,15.35,13.41,14.5,10.43,12.83,11.53,13.58,8.37,5,6,5,6,5,7,5,7,319,358,448,400,429,390,439,368,84,10.33,5.67,0,9,3115,27,0,9,1,6,9,0
8319,0,2,1,0,0,45,3.04,34,56.71,6.24,1583,335,6,63,2,2,3,3,5.45,5.78,7.78,7.67,14.4,17.08,13.69,28.15,5,6,5,4,4,1,2,1,208,167,178,241,135,363,304,391,83.11,10.42,6.47,0,540,1445,2,0,3,2,8,9,1
