고객번호,A제휴사(%),B제휴사(%),C제휴사(%),D제휴사(%),편의품(%),선매품(%),전문품(%),기타(%)
7497,51.43,36.79,11.78,0.0,6.59,77.57,0.0,15.85
7498,67.94,25.8,6.27,0.0,7.25,80.01,0.0,12.74
7499,67.35,20.29,12.36,0.0,7.5,55.49,0.0,37.01
7500,87.13,8.66,4.21,0.0,14.97,41.47,36.69,6.87
7501,49.79,38.18,12.02,0.0,5.78,46.39,39.71,8.12
7502,0.0,100.0,0.0,0.0,8.7,29.59,0.0,61.72
7503,84.26,10.2,5.54,0.0,12.64,62.84,0.0,24.52
7504,82.96,14.67,2.37,0.0,2.1,20.61,73.77,3.51
7505,93.53,4.77,1.71,0.0,6.88,23.54,12.64,56.94
7506,50.28,42.78,6.94,0.0,0.59,7.78,90.66,0.97
7507,86.66,9.36,3.99,0.0,17.69,60.39,0.0,21.93
7508,80.8,5.56,13.64,0.0,2.07,28.48,65.31,4.15
7509,86.3,13.7,0.0,0.0,1.78,15.9,81.09,1.23
7510,44.9,43.8,11.3,0.0,8.35,83.64,0.0,8.01
7511,88.13,7.6,4.27,0.0,3.82,18.81,68.0,9.37
7512,70.45,21.19,8.36,0.0,7.16,39.85,32.12,20.86
7513,55.63,22.41,0.0,21.96,4.03,70.11,0.0,25.86
7514,89.17,7.65,3.18,0.0,0.8,11.34,86.84,1.01
7515,76.51,7.46,16.03,0.0,15.28,63.93,0.0,20.79
7516,82.93,12.76,4.31,0.0,1.48,24.38,69.17,4.98
7517,96.52,2.44,1.03,0.0,4.73,6.73,86.31,2.24
7518,86.97,13.03,0.0,0.0,8.17,55.41,16.49,19.93
7519,79.36,5.57,3.56,11.51,0.87,30.02,66.4,2.71
7520,77.33,14.33,8.35,0.0,6.67,82.41,0.0,10.92
7521,70.95,14.48,14.57,0.0,1.4,12.94,83.26,2.4
7522,90.56,9.44,0.0,0.0,5.05,76.55,4.37,14.03
7523,88.61,9.98,1.41,0.0,10.27,57.7,16.52,15.51
7524,0.0,72.24,27.76,0.0,12.11,19.14,0.0,68.76
7525,82.93,11.34,5.73,0.0,11.26,45.78,0.0,42.95
7526,71.01,17.99,11.01,0.0,7.53,82.4,0.0,10.07
7527,78.97,12.27,8.76,0.0,7.1,40.61,34.65,17.64
7528,70.06,19.78,10.16,0.0,16.44,54.29,0.0,29.27
7529,57.95,36.97,5.08,0.0,4.83,73.78,0.0,21.39
7530,87.96,4.51,1.54,5.99,0.39,9.3,89.55,0.75
7531,89.57,6.8,3.63,0.0,1.61,24.09,68.65,5.65
7532,89.51,8.02,2.47,0.0,10.33,67.89,0.0,21.78
7533,88.67,6.89,4.44,0.0,12.39,55.29,0.0,32.32
7534,69.59,5.28,0.0,25.13,2.56,22.96,68.73,5.75
7535,96.87,1.96,1.18,0.0,1.3,83.17,13.32,2.21
7536,66.69,18.56,14.74,0.0,16.74,69.47,0.0,13.8
7537,99.69,0.0,0.31,0.0,0.61,99.39,0.0,0.0
7538,93.6,5.11,1.29,0.0,0.65,8.04,89.58,1.73
7539,85.07,10.39,4.54,0.0,10.51,62.62,0.0,26.87
7540,55.79,44.21,0.0,0.0,7.69,27.88,41.32,23.11
7541,40.8,44.87,14.33,0.0,13.34,57.48,0.0,29.18
7542,88.36,7.35,4.3,0.0,3.18,34.69,48.68,13.45
7543,92.41,7.59,0.0,0.0,0.93,12.73,78.02,8.33
7544,91.31,7.1,1.59,0.0,1.42,22.1,74.57,1.9
7545,72.06,15.94,12.0,0.0,15.12,57.46,0.0,27.42
7546,38.4,31.31,0.0,30.29,6.49,38.17,0.0,55.34
7547,83.16,12.2,4.64,0.0,5.96,88.06,0.0,5.97
7548,76.13,16.07,7.81,0.0,13.55,74.28,0.0,12.16
7549,96.19,3.81,0.0,0.0,0.75,23.9,73.83,1.53
7550,39.92,39.42,7.02,13.63,2.03,11.49,82.52,3.96
7551,86.34,6.77,6.89,0.0,3.41,96.59,0.0,0.0
7552,85.59,10.11,4.31,0.0,9.09,56.06,0.0,34.85
7553,61.7,17.09,21.21,0.0,14.68,55.05,0.0,30.27
7554,91.21,7.47,1.32,0.0,0.66,7.25,91.27,0.82
7555,81.33,13.01,5.66,0.0,3.13,50.35,31.37,15.14
7556,46.73,14.22,25.4,13.65,19.96,56.72,0.0,23.32
7557,89.6,8.98,1.42,0.0,0.91,16.43,79.16,3.5
7558,90.88,5.45,3.68,0.0,1.73,30.41,64.89,2.97
7559,89.3,8.47,2.23,0.0,5.14,19.64,73.64,1.58
7560,84.11,10.29,5.6,0.0,10.15,31.4,0.0,58.45
7561,87.11,12.89,0.0,0.0,1.63,36.24,58.61,3.53
7562,66.21,28.76,5.03,0.0,1.48,10.75,85.68,2.09
7563,87.53,8.2,4.27,0.0,1.93,24.26,69.45,4.36
7564,87.47,7.09,5.43,0.0,11.36,88.64,0.0,0.0
7565,75.93,14.77,9.3,0.0,7.69,70.56,0.0,21.74
7566,62.02,16.08,6.48,15.43,8.48,50.86,0.0,40.65
7567,39.99,0.0,20.92,39.1,18.5,61.11,0.0,20.39
7568,54.01,39.74,6.25,0.0,6.9,52.87,0.0,40.23
7569,78.8,13.65,7.55,0.0,17.52,56.8,0.0,25.68
7570,81.39,5.98,12.63,0.0,6.77,66.21,16.92,10.1
7571,99.26,0.0,0.74,0.0,2.09,97.91,0.0,0.0
7572,86.85,8.12,5.03,0.0,4.33,82.75,0.0,12.92
7573,50.73,49.27,0.0,0.0,1.64,24.98,70.3,3.08
7574,80.44,19.56,0.0,0.0,7.41,36.62,45.45,10.52
7575,58.72,33.24,8.04,0.0,5.61,24.8,0.0,69.58
7576,100.0,0.0,0.0,0.0,7.27,86.12,0.0,6.6
7577,97.21,1.55,1.24,0.0,13.1,74.96,0.0,11.94
7578,82.05,7.34,10.61,0.0,1.2,11.6,85.53,1.67
7579,79.34,16.19,4.47,0.0,2.88,42.07,48.88,6.17
7580,93.09,2.86,2.08,1.97,0.46,12.45,85.32,1.77
7581,83.9,12.41,3.68,0.0,1.46,28.2,46.09,24.25
7582,81.06,12.35,6.59,0.0,0.43,2.17,96.64,0.76
7583,84.65,8.94,6.41,0.0,1.12,12.95,84.5,1.43
7584,75.63,12.45,11.92,0.0,5.91,77.58,0.0,16.5
7585,91.0,9.0,0.0,0.0,4.18,30.24,56.1,9.48
7586,82.32,6.86,3.89,6.93,1.51,16.74,77.54,4.22
7587,80.67,19.33,0.0,0.0,15.76,74.06,0.0,10.18
7588,31.52,5.78,3.29,59.41,2.56,15.52,79.17,2.75
7589,84.38,8.77,6.85,0.0,3.75,30.79,59.69,5.76
7590,80.54,14.6,4.85,0.0,13.7,75.38,0.0,10.91
7591,96.39,3.61,0.0,0.0,19.06,62.36,0.0,18.58
7592,45.78,28.35,25.86,0.0,38.42,61.58,0.0,0.0
7593,91.91,5.35,2.74,0.0,0.72,10.99,86.93,1.36
7594,88.22,9.99,1.79,0.0,1.63,32.38,63.35,2.64
7595,80.65,13.73,5.62,0.0,2.89,97.11,0.0,0.0
7596,83.5,13.42,3.09,0.0,2.37,26.41,68.79,2.43
7597,71.17,17.28,11.55,0.0,13.19,24.48,0.0,62.33
7598,95.15,3.34,1.51,0.0,1.35,88.36,0.0,10.3
7599,70.39,14.52,15.09,0.0,11.18,62.11,0.0,26.7
7600,53.43,40.1,6.48,0.0,0.85,19.17,78.4,1.58
7601,56.03,38.64,5.33,0.0,2.96,31.6,60.97,4.47
7602,91.09,7.08,1.83,0.0,2.26,90.85,0.0,6.9
7603,92.84,3.96,3.21,0.0,0.74,14.69,83.22,1.35
7604,0.0,42.32,32.95,24.73,12.12,75.72,0.0,12.16
7605,77.74,17.84,4.42,0.0,8.12,46.46,30.77,14.65
7606,0.0,55.52,44.48,0.0,23.02,60.54,0.0,16.44
7607,41.97,33.94,24.1,0.0,15.55,74.54,0.0,9.91
7608,91.81,3.15,5.04,0.0,0.36,1.91,95.4,2.34
7609,58.55,24.34,17.11,0.0,12.75,67.61,0.0,19.64
7610,94.01,3.08,2.9,0.0,1.79,22.8,72.06,3.35
7611,76.41,19.3,4.29,0.0,10.69,72.21,0.0,17.1
7612,92.38,5.16,2.46,0.0,6.65,67.3,0.0,26.05
7613,74.42,9.48,16.09,0.0,1.44,14.74,80.4,3.41
7614,63.06,9.87,0.0,27.07,2.06,22.32,73.76,1.85
7615,95.2,4.8,0.0,0.0,1.43,19.4,77.54,1.64
7616,66.33,30.82,2.85,0.0,0.97,11.71,86.46,0.86
7617,89.08,6.63,4.29,0.0,4.38,66.09,0.0,29.53
7618,93.01,0.0,6.99,0.0,1.97,16.83,78.46,2.73
7619,91.46,8.54,0.0,0.0,3.33,8.35,86.48,1.85
7620,78.49,17.6,3.92,0.0,1.3,29.13,61.89,7.68
7621,53.77,42.72,3.52,0.0,4.1,50.97,0.0,44.93
7622,59.13,18.1,22.77,0.0,4.63,35.94,0.0,59.43
7623,79.32,9.09,11.59,0.0,7.83,71.87,10.02,10.28
7624,69.02,25.94,5.04,0.0,3.63,59.54,0.0,36.83
7625,88.02,9.68,2.3,0.0,6.49,68.23,0.0,25.28
7626,73.99,14.43,11.58,0.0,3.83,30.93,54.16,11.08
7627,82.26,12.33,5.42,0.0,0.92,11.5,85.46,2.11
7628,86.23,11.49,2.28,0.0,11.03,70.1,0.0,18.87
7629,90.13,6.71,3.16,0.0,7.21,74.89,0.0,17.9
7630,80.78,12.2,7.02,0.0,11.75,56.49,0.0,31.75
7631,93.75,2.87,3.37,0.0,4.71,89.0,0.0,6.29
7632,75.98,16.62,7.39,0.0,9.94,53.86,0.0,36.2
7633,62.25,23.32,14.43,0.0,5.98,74.87,0.0,19.16
7634,41.19,3.94,32.59,22.27,13.11,74.83,0.0,12.07
7635,77.84,19.94,2.22,0.0,0.51,12.14,86.54,0.8
7636,85.02,14.98,0.0,0.0,12.74,45.67,26.04,15.55
7637,58.41,23.6,17.99,0.0,9.83,90.17,0.0,0.0
7638,92.44,6.21,1.34,0.0,0.65,16.06,82.02,1.27
7639,46.51,33.64,19.85,0.0,23.63,40.82,0.0,35.56
7640,78.04,13.34,8.62,0.0,6.59,36.99,0.0,56.41
7641,69.13,14.02,16.85,0.0,13.81,62.17,19.89,4.14
7642,50.63,37.7,11.67,0.0,5.77,69.69,0.0,24.53
7643,93.5,4.29,2.21,0.0,9.25,44.04,0.0,46.7
7644,74.74,14.07,11.19,0.0,2.61,16.17,73.54,7.68
7645,67.44,23.68,8.88,0.0,7.25,41.34,27.03,24.37
7646,89.34,3.42,7.24,0.0,0.76,16.34,81.08,1.82
7647,88.4,9.48,2.12,0.0,16.06,49.24,0.0,34.7
7648,96.24,2.39,1.37,0.0,1.38,25.8,70.55,2.27
7649,88.76,6.98,4.26,0.0,7.78,84.24,0.0,7.98
7650,87.98,4.53,3.21,4.28,6.07,77.74,0.0,16.19
7651,69.69,8.51,7.04,14.77,8.55,77.26,0.0,14.19
7652,83.18,10.89,5.93,0.0,13.73,64.29,0.0,21.99
7653,65.23,21.37,6.6,6.8,3.73,35.4,58.21,2.66
7654,83.39,16.61,0.0,0.0,2.6,18.82,75.23,3.35
7655,49.49,50.51,0.0,0.0,8.85,59.94,18.0,13.21
7656,85.31,6.15,8.53,0.0,0.23,3.4,95.59,0.77
7657,0.0,85.36,14.64,0.0,4.68,67.04,0.0,28.28
7658,85.41,10.02,4.57,0.0,7.87,31.28,39.4,21.44
7659,87.27,12.73,0.0,0.0,0.79,6.52,91.72,0.97
7660,78.55,15.67,5.78,0.0,6.24,61.01,0.0,32.74
7661,76.67,9.57,13.75,0.0,17.32,49.26,0.0,33.43
7662,88.98,7.86,3.16,0.0,4.38,49.82,40.0,5.8
7663,49.15,34.83,16.01,0.0,2.92,15.0,0.0,82.07
7664,80.6,10.14,9.26,0.0,3.61,15.41,75.92,5.05
7665,55.31,16.92,0.0,27.78,16.15,57.38,0.0,26.47
7666,74.65,25.35,0.0,0.0,10.49,63.43,0.0,26.08
7667,87.53,8.68,3.78,0.0,4.35,83.91,0.0,11.74
7668,42.09,57.91,0.0,0.0,12.55,73.18,0.0,14.27
7669,44.86,51.9,3.25,0.0,3.65,14.58,77.67,4.09
7670,0.0,48.13,51.87,0.0,13.01,63.23,0.0,23.77
7671,82.57,12.43,5.0,0.0,6.66,30.08,48.91,14.35
7672,86.74,11.09,2.17,0.0,7.17,35.84,39.18,17.8
7673,78.71,7.23,5.17,8.89,13.18,60.62,0.0,26.19
7675,45.16,31.4,23.45,0.0,17.58,63.43,0.0,18.99
7676,89.45,7.07,3.48,0.0,8.87,61.59,0.0,29.54
7677,95.52,2.95,1.54,0.0,0.9,21.95,74.63,2.52
7678,53.55,16.53,10.99,18.92,12.57,70.59,0.0,16.84
7679,64.06,28.31,7.64,0.0,10.72,72.82,0.0,16.46
7680,78.38,13.75,7.87,0.0,4.29,55.2,33.68,6.82
7681,93.07,4.2,2.73,0.0,0.74,25.52,72.05,1.69
7682,0.0,83.13,16.87,0.0,8.79,30.23,22.36,38.62
7683,88.2,0.0,11.8,0.0,9.32,20.99,0.0,69.69
7684,67.39,27.84,3.19,1.58,4.84,41.35,44.84,8.98
7685,71.01,20.19,8.8,0.0,8.27,74.14,0.0,17.59
7686,96.0,0.0,4.0,0.0,6.17,84.22,0.0,9.61
7687,50.66,38.27,11.07,0.0,12.44,64.19,0.0,23.37
7688,83.11,8.03,8.86,0.0,8.41,62.82,0.0,28.77
7689,69.35,19.32,11.32,0.0,7.23,88.14,0.0,4.63
7690,91.01,8.99,0.0,0.0,2.03,19.61,74.58,3.78
7691,76.04,9.89,14.07,0.0,3.59,32.46,55.81,8.14
7692,72.36,18.89,8.75,0.0,5.27,85.59,0.0,9.14
7693,90.77,7.27,1.96,0.0,8.86,79.69,0.0,11.45
7694,91.56,4.46,3.98,0.0,1.09,10.06,88.19,0.66
7695,83.89,10.51,5.6,0.0,9.65,49.0,0.0,41.35
7696,68.71,30.33,0.96,0.0,54.12,39.67,0.0,6.21
7697,59.86,18.34,21.8,0.0,13.33,66.24,0.0,20.43
7698,82.8,11.9,5.3,0.0,14.51,62.66,0.0,22.83
7699,86.54,8.56,4.9,0.0,10.04,59.19,0.0,30.77
7700,39.31,34.96,25.73,0.0,25.18,33.7,0.0,41.12
7701,77.4,12.45,10.15,0.0,7.44,64.81,0.0,27.76
7702,87.25,8.59,4.16,0.0,13.89,76.42,0.0,9.69
7703,64.76,29.39,0.0,5.85,3.53,25.81,58.38,12.28
7704,88.78,9.1,2.12,0.0,0.88,8.58,89.24,1.31
7705,92.28,7.72,0.0,0.0,9.96,61.42,0.0,28.63
7706,0.0,0.0,100.0,0.0,33.5,66.5,0.0,0.0
7707,44.99,41.94,13.07,0.0,35.6,64.4,0.0,0.0
7708,78.01,9.45,4.17,8.36,1.47,16.64,80.13,1.77
7709,71.82,16.41,11.76,0.0,3.21,27.99,59.59,9.21
7710,84.58,15.42,0.0,0.0,0.58,4.06,94.21,1.15
7711,78.13,17.94,3.93,0.0,8.1,37.22,20.53,34.14
7712,83.02,10.99,5.99,0.0,8.83,66.1,0.0,25.07
7713,86.42,7.53,6.05,0.0,4.62,21.76,0.0,73.62
7714,0.0,78.36,21.64,0.0,6.27,21.78,71.96,0.0
7715,88.16,10.05,1.79,0.0,1.73,6.56,91.35,0.35
7716,73.13,22.51,4.36,0.0,1.16,24.65,62.49,11.69
7717,95.8,0.0,4.2,0.0,5.16,71.22,0.0,23.62
7718,78.33,9.94,11.74,0.0,8.89,65.38,0.0,25.74
7719,89.44,6.9,3.66,0.0,2.05,26.18,67.52,4.25
7720,91.58,5.62,2.8,0.0,1.92,44.15,0.0,53.93
7721,53.2,37.57,9.23,0.0,4.78,18.7,67.46,9.06
7722,83.39,13.54,3.08,0.0,1.68,24.48,70.17,3.67
7723,0.0,73.05,26.95,0.0,20.16,46.73,0.0,33.1
7724,87.43,9.84,2.73,0.0,0.88,21.13,71.5,6.49
7725,78.07,7.35,4.96,9.61,4.83,39.6,46.85,8.71
7726,94.36,5.64,0.0,0.0,0.9,15.45,80.72,2.93
7727,52.37,32.41,15.22,0.0,9.07,77.62,0.0,13.31
7728,84.8,8.85,6.34,0.0,8.94,71.12,0.0,19.94
7730,0.0,100.0,0.0,0.0,21.66,58.09,0.0,20.24
7731,98.65,0.52,0.83,0.0,1.55,10.95,86.57,0.92
7732,93.69,0.0,6.31,0.0,3.5,43.3,0.0,53.2
7733,85.59,9.93,4.49,0.0,3.27,35.06,56.84,4.83
7734,0.0,94.46,5.54,0.0,68.9,21.11,0.0,9.99
7735,84.64,5.99,9.37,0.0,2.36,31.08,52.1,14.46
7736,80.04,13.08,6.88,0.0,4.65,57.72,19.1,18.53
7737,85.2,14.8,0.0,0.0,1.67,15.65,78.8,3.88
7738,100.0,0.0,0.0,0.0,8.08,48.31,35.83,7.77
7739,82.12,13.86,4.02,0.0,6.6,49.41,23.57,20.41
7740,58.59,28.6,12.82,0.0,10.76,33.09,37.07,19.08
7741,88.92,11.08,0.0,0.0,4.35,33.17,56.81,5.67
7742,55.65,33.59,10.76,0.0,3.85,80.27,0.0,15.88
7743,94.07,1.24,4.68,0.0,4.65,95.35,0.0,0.0
7744,92.64,4.05,3.31,0.0,0.4,9.69,88.81,1.11
7745,84.52,13.03,2.45,0.0,1.93,29.51,66.74,1.81
7746,87.67,9.97,2.37,0.0,1.12,8.65,89.14,1.08
7747,77.38,16.55,6.07,0.0,4.34,90.79,0.0,4.87
7748,73.03,9.78,7.49,9.7,7.41,53.29,29.7,9.6
7749,86.47,0.0,13.53,0.0,8.22,62.34,0.0,29.43
7750,92.53,5.92,1.55,0.0,7.88,46.87,0.0,45.25
7751,82.14,7.77,0.0,10.09,2.48,40.96,49.42,7.14
7752,87.32,9.66,3.03,0.0,1.92,16.84,79.23,2.02
7753,67.41,22.53,6.24,3.82,2.51,29.94,49.96,17.59
7754,81.1,8.64,0.0,10.26,8.74,79.59,0.0,11.66
7755,85.04,8.44,6.52,0.0,5.23,80.64,0.0,14.13
7756,93.03,4.64,2.33,0.0,3.6,85.23,0.0,11.17
7757,83.05,10.64,6.3,0.0,5.55,66.77,0.0,27.68
7758,92.9,7.1,0.0,0.0,20.8,64.16,0.0,15.04
7759,58.72,18.09,23.19,0.0,11.66,31.04,0.0,57.29
7760,98.32,0.96,0.72,0.0,3.16,90.2,0.0,6.65
7761,79.58,13.65,6.77,0.0,0.88,12.62,84.26,2.23
7762,79.45,20.55,0.0,0.0,3.32,22.02,67.67,6.99
7763,79.16,17.16,3.67,0.0,8.97,85.75,0.0,5.28
7764,56.2,23.05,5.56,15.19,12.84,75.63,0.0,11.53
7765,92.5,6.1,1.4,0.0,0.94,12.29,85.04,1.73
7766,69.76,16.74,13.5,0.0,8.44,50.43,28.83,12.3
7767,85.73,14.27,0.0,0.0,8.44,65.6,13.21,12.75
7768,63.7,36.3,0.0,0.0,7.33,57.73,23.74,11.19
7769,88.89,8.68,2.44,0.0,0.38,2.88,95.79,0.95
7770,89.9,4.19,5.91,0.0,12.06,59.87,0.0,28.08
7771,56.85,43.15,0.0,0.0,12.97,31.24,36.84,18.95
7772,64.42,25.11,10.47,0.0,2.5,20.53,72.78,4.18
7773,88.38,0.0,0.0,11.62,1.44,15.23,81.58,1.75
7775,64.52,8.9,5.08,21.51,3.22,26.26,59.1,11.42
7776,38.62,51.82,0.0,9.56,1.72,9.94,86.19,2.14
7777,73.63,26.37,0.0,0.0,20.6,41.14,0.0,38.26
7778,91.57,6.83,1.6,0.0,0.42,18.21,79.21,2.17
7779,97.99,0.0,2.01,0.0,3.39,14.2,80.02,2.39
7780,62.47,33.84,3.68,0.0,4.81,29.39,24.99,40.8
7781,71.34,16.48,12.18,0.0,4.43,25.36,61.32,8.9
7782,92.91,4.58,2.51,0.0,4.69,61.98,0.0,33.33
7783,92.95,4.47,2.58,0.0,2.62,13.59,0.0,83.79
7784,98.62,1.02,0.36,0.0,1.01,96.98,0.0,2.01
7785,0.0,68.47,31.53,0.0,14.62,66.64,0.0,18.73
7786,94.31,4.63,1.06,0.0,4.38,65.99,25.65,3.97
7787,92.18,5.07,2.74,0.0,2.3,34.69,55.13,7.88
7788,92.12,6.18,1.7,0.0,0.36,8.4,90.73,0.5
7789,89.95,7.47,2.57,0.0,1.12,8.16,89.29,1.42
7790,80.49,10.67,8.84,0.0,12.54,69.13,0.0,18.33
7791,89.33,6.18,0.0,4.49,1.81,14.46,81.44,2.29
7792,62.05,30.73,7.22,0.0,18.09,25.87,46.95,9.08
7793,90.3,9.7,0.0,0.0,4.9,34.85,46.53,13.72
7794,88.49,9.35,2.16,0.0,8.74,56.97,0.0,34.29
7795,62.96,30.14,6.91,0.0,2.89,18.55,75.54,3.03
7796,88.81,8.33,2.85,0.0,3.93,89.32,0.0,6.76
7797,72.45,23.25,4.3,0.0,8.09,48.39,0.0,43.52
7798,88.95,8.39,2.65,0.0,10.1,77.51,0.0,12.39
7799,88.2,7.47,4.33,0.0,2.11,13.46,77.82,6.61
7800,70.41,10.23,0.0,19.36,14.98,71.59,0.0,13.43
7801,96.75,3.25,0.0,0.0,67.13,9.65,20.15,3.08
7802,73.3,8.11,18.58,0.0,1.65,16.79,78.15,3.41
7803,54.83,11.53,15.43,18.21,3.68,26.48,56.44,13.4
7804,86.04,8.22,5.74,0.0,1.24,8.97,86.99,2.79
7805,93.59,3.63,2.78,0.0,0.75,4.83,92.91,1.51
7806,65.29,23.38,11.33,0.0,14.29,58.9,0.0,26.8
7807,0.0,62.05,37.95,0.0,16.41,52.09,0.0,31.5
7808,22.59,52.48,24.94,0.0,18.34,49.63,0.0,32.04
7809,87.07,11.37,1.55,0.0,5.34,42.22,0.0,52.44
7810,85.89,10.24,3.88,0.0,5.31,46.05,0.0,48.64
7811,87.9,7.31,4.8,0.0,2.64,46.13,38.26,12.97
7813,80.43,19.57,0.0,0.0,3.38,21.8,72.21,2.61
7814,83.55,11.78,0.0,4.67,14.72,59.11,0.0,26.17
7815,60.77,25.36,13.87,0.0,2.62,19.44,74.83,3.11
7816,94.87,3.48,1.65,0.0,1.07,16.49,81.53,0.91
7817,74.38,16.32,9.3,0.0,8.89,59.58,0.0,31.53
7818,86.77,0.0,13.23,0.0,14.64,85.36,0.0,0.0
7819,62.24,25.35,5.78,6.64,14.59,85.41,0.0,0.0
7820,81.24,14.46,4.29,0.0,4.99,55.06,35.06,4.89
7821,75.44,21.77,2.8,0.0,0.66,17.71,73.6,8.02
7822,49.86,18.64,10.35,21.16,2.96,13.82,71.79,11.43
7823,90.96,6.98,2.06,0.0,2.85,52.14,40.14,4.88
7824,85.5,11.08,3.42,0.0,1.61,40.79,52.8,4.8
7825,85.18,9.93,4.89,0.0,1.52,23.67,71.23,3.59
7826,46.55,6.53,46.92,0.0,37.76,54.6,0.0,7.63
7827,81.3,13.2,5.5,0.0,7.6,60.59,0.0,31.81
7828,53.42,8.42,8.95,29.21,5.66,31.3,57.06,5.98
7829,56.84,27.77,15.39,0.0,11.58,38.17,24.34,25.92
7830,82.89,11.7,5.41,0.0,13.26,71.1,0.0,15.65
7831,83.51,11.26,5.23,0.0,7.71,57.7,26.44,8.15
7832,87.94,10.83,1.23,0.0,0.71,10.39,88.31,0.59
7833,71.13,21.21,7.66,0.0,1.54,24.05,69.9,4.51
7834,77.53,16.77,5.69,0.0,5.67,65.7,0.0,28.63
7835,89.35,6.52,4.13,0.0,0.68,10.74,86.4,2.18
7836,79.97,12.44,7.59,0.0,8.03,56.03,0.0,35.94
7837,86.75,6.53,0.0,6.72,1.17,17.73,77.75,3.35
7838,79.05,17.31,3.64,0.0,3.33,71.89,0.0,24.78
7839,70.53,21.19,8.28,0.0,9.13,65.33,0.0,25.54
7840,90.46,9.54,0.0,0.0,18.96,52.06,0.0,28.98
7842,97.36,1.68,0.95,0.0,50.16,29.23,9.87,10.74
7843,79.42,14.66,5.92,0.0,10.79,69.59,0.0,19.62
7844,99.39,0.61,0.0,0.0,3.43,54.98,21.75,19.84
7845,66.16,20.61,13.23,0.0,30.52,28.34,0.0,41.14
7846,100.0,0.0,0.0,0.0,6.23,33.18,49.06,11.53
7847,86.87,10.23,2.9,0.0,3.92,31.29,59.68,5.11
7848,78.77,14.38,6.85,0.0,5.0,29.02,56.63,9.35
7849,0.0,66.49,33.51,0.0,17.55,51.84,0.0,30.61
7850,89.12,4.47,2.34,4.07,1.77,20.68,75.19,2.37
7851,43.61,6.24,4.32,45.83,1.42,12.39,83.03,3.17
7852,61.92,19.63,0.0,18.45,5.53,88.57,0.0,5.9
7853,52.71,26.37,20.93,0.0,12.61,43.83,0.0,43.56
7854,91.77,8.23,0.0,0.0,11.29,79.08,0.0,9.63
7855,71.8,15.23,12.97,0.0,7.0,84.42,0.0,8.59
7856,74.38,10.07,3.95,11.61,6.78,56.03,24.34,12.84
7857,81.44,7.35,11.21,0.0,31.86,61.1,0.0,7.04
7858,86.98,7.63,5.4,0.0,1.53,16.95,79.7,1.82
7859,95.09,4.91,0.0,0.0,2.06,29.99,65.03,2.91
7860,70.44,18.29,11.27,0.0,2.55,23.23,67.4,6.82
7861,86.64,11.0,2.36,0.0,0.55,14.81,78.72,5.92
7862,99.3,0.0,0.7,0.0,3.91,84.24,0.0,11.85
7863,78.15,15.79,6.06,0.0,14.54,42.57,0.0,42.89
7864,45.94,11.5,1.97,40.6,7.26,78.09,0.0,14.66
7865,75.19,14.87,9.94,0.0,9.1,76.86,0.0,14.03
7866,73.58,16.95,0.0,9.46,6.71,85.26,0.0,8.03
7867,77.21,16.89,5.9,0.0,2.99,25.83,62.69,8.5
7868,75.7,14.35,9.94,0.0,2.51,13.47,79.87,4.15
7869,91.87,4.88,3.25,0.0,10.63,57.11,0.0,32.26
7870,91.93,4.57,3.5,0.0,1.27,4.8,91.99,1.94
7871,63.5,23.88,12.62,0.0,5.01,57.99,31.69,5.31
7872,80.42,9.99,9.58,0.0,3.45,49.59,41.65,5.32
7873,82.67,10.75,6.57,0.0,2.72,37.49,56.85,2.94
7874,87.76,12.24,0.0,0.0,7.84,73.75,0.0,18.41
7875,90.8,4.19,1.25,3.76,0.22,4.41,94.83,0.54
7876,93.65,6.35,0.0,0.0,0.53,11.06,87.63,0.78
7877,92.15,4.82,3.03,0.0,0.64,10.33,87.9,1.12
7878,83.15,11.39,0.0,5.45,2.82,17.43,72.84,6.9
7879,85.7,10.04,4.26,0.0,0.35,7.22,91.39,1.05
7880,73.99,19.91,6.1,0.0,10.33,61.91,0.0,27.75
7881,77.31,13.42,9.28,0.0,6.25,51.53,30.8,11.43
7882,74.07,25.93,0.0,0.0,11.08,65.51,3.55,19.86
7883,90.18,6.68,3.14,0.0,9.47,66.53,0.0,24.0
7884,88.36,11.64,0.0,0.0,8.58,77.76,0.0,13.66
7885,22.81,6.68,10.91,59.59,6.82,60.13,20.25,12.8
7886,79.82,11.92,8.27,0.0,1.19,9.86,86.61,2.35
7887,35.65,43.67,3.43,17.25,11.58,71.0,0.0,17.42
7888,75.85,7.67,0.0,16.47,1.87,33.57,62.2,2.37
7889,48.72,20.46,6.16,24.66,1.67,22.5,72.05,3.78
7890,0.0,72.91,27.09,0.0,1.79,14.87,60.16,23.18
7891,85.57,11.07,3.35,0.0,5.89,89.04,0.0,5.06
7892,71.6,20.64,7.76,0.0,4.95,48.03,41.65,5.37
7893,82.41,11.88,5.71,0.0,3.58,43.5,45.6,7.32
7894,81.21,15.73,3.06,0.0,7.99,67.43,14.92,9.67
7895,95.14,3.19,1.67,0.0,0.88,20.21,77.8,1.12
7896,88.47,6.18,5.35,0.0,1.24,24.38,71.75,2.63
7897,77.28,13.38,9.34,0.0,2.67,31.38,60.64,5.3
7898,80.51,13.62,5.87,0.0,0.26,3.04,95.72,0.98
7899,70.52,29.48,0.0,0.0,7.19,43.62,29.96,19.24
