,°í°´¹øÈ£,Æí_ÃÑ±¸¸ÅÈ½¼ö1,Æí_ÃÑ±¸¸ÅÈ½¼ö2,Æí_ÃÑ±¸¸ÅÈ½¼ö3,Æí_ÃÑ±¸¸ÅÈ½¼ö4,Æí_ÃÑ±¸¸ÅÈ½¼ö5,Æí_ÃÑ±¸¸ÅÈ½¼ö6,Æí_ÃÑ±¸¸ÅÈ½¼ö7,ÆíÀÇÇ°_Áõ°¨À²,ÆíÀÇÇ°_º¯µ¿À²,Æí_(Áõ°¨*0.8)+(º¯µ¿*0.2)
10844,10985,4,4,4,4,4,4,4,0,0,0
10845,10986,3,3,2,3,2,2,2,-1,3,-0.2
10846,10987,3,3,3,3,3,4,3,0,2,0.4
10847,10988,4,2,2,2,3,3,2,-2,4,-0.8
10848,10989,1,1,2,3,2,3,3,2,4,2.4
10849,10990,1,2,2,2,1,1,1,0,2,0.4
10850,10991,1,1,1,1,1,1,1,0,0,0
10851,10992,3,3,3,3,3,3,3,0,0,0
10852,10993,4,4,3,3,3,3,4,0,2,0.4
10853,10994,4,4,4,4,4,4,4,0,0,0
10854,10995,3,4,3,3,3,3,3,0,2,0.4
10855,10996,4,4,4,4,4,4,4,0,0,0
10856,10997,3,3,3,3,3,2,2,-1,1,-0.6
10857,10998,1,1,4,4,4,4,4,3,3,3
10858,10999,3,4,4,4,4,4,4,1,1,1
10859,11000,3,3,3,3,3,4,4,1,1,1
10860,11001,4,4,4,4,4,4,4,0,0,0
10861,11002,4,4,4,4,3,4,4,0,2,0.4
10862,11003,3,3,3,3,3,4,4,1,1,1
10863,11004,1,1,1,1,1,2,1,0,2,0.4
10864,11005,3,3,3,3,3,2,3,0,2,0.4
10865,11006,3,3,3,2,2,2,2,-1,1,-0.6
10866,11007,4,4,4,4,4,4,4,0,0,0
10867,11008,2,3,3,2,2,2,3,1,3,1.4
10868,11009,2,2,2,2,2,2,2,0,0,0
10869,11010,4,4,4,3,3,4,3,-1,3,-0.2
10870,11011,1,2,1,2,2,2,3,2,4,2.4
10871,11012,1,1,1,1,1,1,2,1,1,1
10872,11013,4,4,4,4,4,4,4,0,0,0
10873,11014,1,1,1,1,1,2,2,1,1,1
10874,11015,4,4,4,4,4,4,4,0,0,0
10875,11016,3,3,4,4,3,4,4,1,3,1.4
10876,11017,4,4,3,4,4,4,4,0,2,0.4
10877,11018,3,4,3,3,4,2,3,0,6,1.2
10878,11019,3,2,2,3,4,3,3,0,4,0.8
10879,11020,2,1,1,1,1,1,2,0,2,0.4
10880,11021,4,4,4,4,4,4,4,0,0,0
10881,11022,2,3,2,2,3,3,3,1,3,1.4
10882,11024,3,3,4,3,4,3,4,1,5,1.8
10883,11025,4,4,4,3,3,3,3,-1,1,-0.6
10884,11026,4,3,4,3,4,4,4,0,4,0.8
10885,11027,1,1,1,1,1,1,1,0,0,0
10886,11028,2,3,3,4,4,4,4,2,2,2
10887,11029,4,4,4,4,4,4,4,0,0,0
10888,11030,2,3,4,4,4,4,4,2,2,2
10889,11031,3,3,3,3,4,3,4,1,3,1.4
10890,11032,3,4,2,2,2,2,2,-1,3,-0.2
10891,11033,4,4,4,3,3,4,4,0,2,0.4
10892,11034,2,3,3,3,3,3,3,1,1,1
10893,11035,1,1,1,1,1,2,2,1,1,1
10894,11036,2,1,1,1,2,2,2,0,2,0.4
10895,11037,2,2,2,2,2,1,1,-1,1,-0.6
10896,11038,3,3,3,4,4,3,3,0,2,0.4
10897,11039,2,2,1,1,2,1,2,0,4,0.8
10898,11040,1,1,1,1,1,1,1,0,0,0
10899,11041,2,3,3,2,2,3,3,1,3,1.4
10900,11042,4,4,4,4,4,4,4,0,0,0
10901,11043,3,3,3,3,3,4,3,0,2,0.4
10902,11044,1,1,1,3,4,4,3,2,4,2.4
10903,11045,2,2,3,2,2,3,2,0,4,0.8
10904,11046,1,1,4,4,4,4,4,3,3,3
10905,11047,4,4,4,4,3,3,4,0,2,0.4
10906,11048,1,1,1,2,2,1,2,1,3,1.4
10907,11049,3,3,4,3,3,3,2,-1,3,-0.2
10908,11051,1,0,1,1,1,1,1,0,2,0.4
10909,11052,3,3,4,3,3,3,3,0,2,0.4
10910,11053,3,3,3,3,3,3,3,0,0,0
10911,11054,2,2,3,3,2,2,3,1,3,1.4
10912,11055,2,2,2,2,2,2,2,0,0,0
10913,11056,3,3,4,3,3,2,3,0,4,0.8
10914,11057,3,4,4,4,4,4,4,1,1,1
10915,11058,3,2,1,2,2,4,3,0,6,1.2
10916,11059,1,1,3,3,3,3,3,2,2,2
10917,11060,1,1,1,1,1,1,1,0,0,0
10918,11061,1,1,2,1,1,2,2,1,3,1.4
10919,11062,2,2,3,2,3,3,2,0,4,0.8
10920,11063,1,1,1,1,1,1,1,0,0,0
10921,11064,2,1,2,2,3,3,2,0,4,0.8
10922,11065,3,3,3,3,4,4,4,1,1,1
10923,11066,3,3,4,3,4,3,4,1,5,1.8
10924,11067,4,3,4,4,4,4,4,0,2,0.4
10925,11068,3,3,3,3,3,4,3,0,2,0.4
10926,11069,3,4,4,3,4,4,3,0,4,0.8
10927,11070,4,3,3,3,3,3,3,-1,1,-0.6
10928,11071,1,1,1,1,1,1,1,0,0,0
10929,11073,3,4,4,3,3,3,3,0,2,0.4
10930,11074,3,4,3,3,4,4,3,0,4,0.8
10931,11075,1,2,1,2,1,2,2,1,5,1.8
10932,11076,4,4,4,4,4,4,4,0,0,0
10933,11077,2,2,2,1,2,2,3,1,3,1.4
10934,11078,3,3,2,2,2,2,3,0,2,0.4
10935,11079,1,2,2,2,1,1,2,1,3,1.4
10936,11080,1,1,1,2,1,2,2,1,3,1.4
10937,11081,1,1,1,1,1,1,1,0,0,0
10938,11082,2,4,4,4,4,4,4,2,2,2
10939,11083,2,1,2,2,2,2,2,0,2,0.4
10940,11084,2,2,2,3,2,3,2,0,4,0.8
10941,11086,1,1,2,1,2,1,1,0,4,0.8
10942,11087,3,3,2,3,3,3,3,0,2,0.4
10943,11088,3,4,4,4,4,4,3,0,2,0.4
10944,11089,1,2,2,2,2,1,1,0,2,0.4
10945,11090,3,3,3,2,3,3,3,0,2,0.4
10946,11091,4,4,4,4,4,4,4,0,0,0
10947,11092,2,3,3,3,3,3,3,1,1,1
10948,11093,3,3,4,2,3,3,3,0,4,0.8
10949,11094,1,1,1,1,2,1,1,0,2,0.4
10950,11095,1,1,1,1,1,1,1,0,0,0
10951,11096,1,1,1,1,1,1,1,0,0,0
10952,11097,3,2,2,2,2,2,1,-2,2,-1.2
10953,11098,2,2,2,2,2,2,3,1,1,1
10954,11099,1,1,2,1,1,1,1,0,2,0.4
10955,11100,1,2,4,4,4,4,4,3,3,3
10956,11101,1,1,1,2,2,2,2,1,1,1
10957,11102,3,4,3,3,3,3,4,1,3,1.4
10958,11103,3,3,3,3,3,3,3,0,0,0
10959,11104,3,4,4,4,4,4,4,1,1,1
10960,11105,1,1,1,1,1,1,1,0,0,0
10961,11106,4,4,4,4,4,4,4,0,0,0
10962,11107,4,4,4,4,4,3,4,0,2,0.4
10963,11108,2,2,1,2,1,1,1,-1,3,-0.2
10964,11109,4,4,4,4,4,4,4,0,0,0
10965,11110,1,1,1,1,1,1,2,1,1,1
10966,11111,4,4,4,4,4,4,4,0,0,0
10967,11112,2,2,2,2,2,2,2,0,0,0
10968,11113,4,4,3,4,4,4,4,0,2,0.4
10969,11114,4,4,4,4,4,4,4,0,0,0
10970,11115,4,4,4,4,4,4,4,0,0,0
10971,11116,3,4,4,3,4,3,4,1,5,1.8
10972,11117,4,4,4,4,4,4,4,0,0,0
10973,11118,3,3,3,3,4,4,4,1,1,1
10974,11119,3,4,3,3,3,2,3,0,4,0.8
10975,11120,4,4,4,4,3,4,4,0,2,0.4
10976,11121,3,4,3,4,3,4,4,1,5,1.8
10977,11122,3,3,4,4,4,4,4,1,1,1
10978,11123,3,4,3,4,4,3,4,1,5,1.8
10979,11124,2,3,2,2,2,3,3,1,3,1.4
10980,11125,2,3,3,2,2,3,2,0,4,0.8
10981,11126,4,4,4,4,3,3,3,-1,1,-0.6
10982,11127,2,3,3,3,3,3,3,1,1,1
10983,11128,2,2,2,2,1,2,2,0,2,0.4
10984,11129,1,2,1,1,2,0,1,0,6,1.2
10985,11130,2,3,2,2,2,2,2,0,2,0.4
10986,11131,1,1,1,1,2,2,1,0,2,0.4
10987,11132,1,2,2,2,1,2,2,1,3,1.4
10988,11133,3,3,2,3,3,3,3,0,2,0.4
10989,11134,3,2,1,1,2,2,2,-1,3,-0.2
10990,11135,1,2,2,2,2,2,2,1,1,1
10991,11136,2,2,1,1,1,1,1,-1,1,-0.6
10992,11137,3,3,3,3,3,3,2,-1,1,-0.6
10993,11138,2,1,1,1,2,3,2,0,4,0.8
10994,11139,2,2,2,2,3,3,3,1,1,1
10995,11140,3,3,4,3,3,3,3,0,2,0.4
10996,11141,2,2,2,2,2,2,2,0,0,0
10997,11142,3,3,3,3,3,3,4,1,1,1
10998,11143,1,1,1,3,2,1,1,0,4,0.8
10999,11144,3,4,4,4,4,4,4,1,1,1
11000,11145,1,1,1,1,2,1,1,0,2,0.4
11001,11146,2,1,1,1,1,1,1,-1,1,-0.6
11002,11147,3,3,3,3,3,2,1,-2,2,-1.2
11003,11148,1,1,2,1,1,1,1,0,2,0.4
11004,11149,3,4,3,3,4,3,2,-1,5,0.2
11005,11150,4,4,4,4,4,4,4,0,0,0
11006,11151,3,3,3,3,3,3,3,0,0,0
11007,11152,2,2,1,2,2,1,2,0,4,0.8
11008,11153,2,1,1,1,1,1,1,-1,1,-0.6
11009,11154,2,2,2,1,1,2,1,-1,3,-0.2
11010,11155,3,3,3,3,3,3,4,1,1,1
11011,11156,1,1,1,1,1,1,1,0,0,0
11012,11157,4,4,4,4,4,4,3,-1,1,-0.6
11013,11158,2,2,3,2,2,2,1,-1,3,-0.2
11014,11159,4,4,4,3,4,3,4,0,4,0.8
11015,11160,2,2,2,2,2,1,2,0,2,0.4
11016,11161,4,4,4,4,4,4,4,0,0,0
11017,11162,3,3,3,3,3,3,3,0,0,0
11018,11163,1,1,1,1,1,1,1,0,0,0
11019,11164,2,2,2,2,2,3,3,1,1,1
11020,11165,3,4,4,3,3,4,4,1,3,1.4
11021,11166,4,3,3,3,3,2,2,-2,2,-1.2
11022,11167,1,1,1,1,1,1,2,1,1,1
11023,11168,4,4,4,4,4,4,4,0,0,0
11024,11169,1,1,1,1,1,1,1,0,0,0
11025,11170,3,3,3,4,3,3,2,-1,3,-0.2
11026,11171,3,3,3,2,3,2,2,-1,3,-0.2
11027,11172,2,2,2,3,2,2,2,0,2,0.4
11028,11173,2,1,2,2,1,1,1,-1,3,-0.2
11029,11174,1,2,1,1,1,1,2,1,3,1.4
11030,11175,3,3,4,3,3,3,3,0,2,0.4
11031,11176,3,3,4,3,3,3,3,0,2,0.4
11032,11177,1,1,1,1,1,1,2,1,1,1
11033,11178,3,3,4,4,2,4,4,1,5,1.8
11034,11179,3,3,3,3,4,3,3,0,2,0.4
11035,11180,1,1,1,2,4,4,4,3,3,3
11036,11181,1,1,1,1,1,1,1,0,0,0
11037,11182,1,2,2,1,2,2,1,0,4,0.8
11038,11183,2,2,1,2,2,2,3,1,3,1.4
11039,11184,2,2,2,3,3,3,3,1,1,1
11040,11185,4,4,4,4,4,4,4,0,0,0
11041,11186,4,4,3,3,3,3,3,-1,1,-0.6
11042,11187,4,3,3,3,3,3,3,-1,1,-0.6
11043,11188,1,2,2,2,1,1,2,1,3,1.4
11044,11189,3,3,2,3,2,2,2,-1,3,-0.2
11045,11190,1,1,1,1,1,1,1,0,0,0
11046,11191,4,4,3,3,3,4,3,-1,3,-0.2
11047,11192,2,2,2,2,2,2,2,0,0,0
11048,11193,2,2,2,1,1,1,1,-1,1,-0.6
11049,11194,4,4,3,3,4,4,4,0,2,0.4
11050,11196,3,2,2,3,3,2,3,0,4,0.8
11051,11197,2,4,4,3,3,4,4,2,4,2.4
11052,11198,4,4,4,4,4,4,4,0,0,0
11053,11199,1,1,1,1,1,1,2,1,1,1
11054,11200,1,2,1,2,1,2,3,2,6,2.8
11055,11201,1,2,2,3,2,1,1,0,4,0.8
11056,11202,3,4,4,4,3,4,4,1,3,1.4
11057,11203,2,3,2,3,2,3,3,1,5,1.8
11058,11204,3,3,3,4,4,4,4,1,1,1
11059,11205,2,1,1,1,2,1,2,0,4,0.8
11060,11206,1,1,1,1,1,1,1,0,0,0
11061,11207,2,2,4,3,2,2,2,0,4,0.8
11062,11208,1,1,1,1,1,1,1,0,0,0
11063,11209,1,1,1,1,1,1,1,0,0,0
11064,11210,3,3,3,4,4,3,4,1,3,1.4
11065,11211,4,3,4,4,4,4,4,0,2,0.4
11066,11212,2,2,3,2,2,3,2,0,4,0.8
11067,11213,3,4,4,3,4,4,4,1,3,1.4
11068,11214,3,3,3,3,3,4,4,1,1,1
11069,11215,1,1,1,1,1,1,1,0,0,0
11070,11216,1,2,2,2,1,1,1,0,2,0.4
11071,11217,4,4,4,4,4,3,3,-1,1,-0.6
11072,11218,1,1,1,1,1,1,1,0,0,0
11073,11219,4,4,4,4,4,4,4,0,0,0
11074,11220,3,3,2,3,4,4,3,0,4,0.8
11075,11221,1,1,2,3,3,3,3,2,2,2
11076,11222,3,4,4,4,3,3,4,1,3,1.4
11077,11223,1,1,1,1,4,4,4,3,3,3
11078,11224,4,3,4,3,4,4,4,0,4,0.8
11079,11225,3,3,2,3,2,2,2,-1,3,-0.2
11080,11226,2,3,2,2,2,2,3,1,3,1.4
11081,11228,4,4,4,4,4,4,4,0,0,0
11082,11229,3,2,3,3,3,4,3,0,4,0.8
11083,11230,4,4,3,3,1,1,1,-3,3,-1.8
11084,11231,1,3,3,4,2,1,1,0,6,1.2
11085,11232,4,4,4,4,4,4,4,0,0,0
11086,11233,3,3,3,3,3,3,3,0,0,0
11087,11234,2,1,1,1,1,1,2,0,2,0.4
11088,11235,3,2,3,2,3,1,3,0,8,1.6
11089,11236,3,3,3,3,3,3,3,0,0,0
11090,11237,2,1,2,4,4,4,4,2,4,2.4
11091,11238,4,3,4,4,4,4,4,0,2,0.4
11092,11239,1,1,3,3,4,4,4,3,3,3
11093,11240,3,3,4,4,3,3,4,1,3,1.4
11094,11241,3,4,4,4,4,4,4,1,1,1
11095,11242,3,3,3,3,3,3,3,0,0,0
11096,11243,1,2,1,2,2,2,2,1,3,1.4
11097,11244,3,3,3,3,3,3,4,1,1,1
11098,11245,3,3,3,3,3,3,3,0,0,0
11099,11246,3,4,4,4,4,4,4,1,1,1
11100,11247,2,1,2,2,2,2,2,0,2,0.4
11101,11248,4,4,3,4,3,4,4,0,4,0.8
11102,11249,3,2,2,3,2,2,2,-1,3,-0.2
11103,11250,4,4,4,4,4,4,4,0,0,0
11104,11251,2,3,2,2,2,1,1,-1,3,-0.2
11105,11252,2,2,2,2,1,2,3,1,3,1.4
11106,11253,4,4,4,4,4,4,4,0,0,0
11107,11254,2,3,4,3,3,4,4,2,4,2.4
11108,11255,3,3,3,3,3,3,3,0,0,0
11109,11256,2,2,2,2,2,2,2,0,0,0
11110,11258,2,2,2,2,2,3,3,1,1,1
11111,11259,2,2,3,2,3,3,3,1,3,1.4
11112,11260,2,2,2,1,2,3,3,1,3,1.4
11113,11261,1,1,4,4,4,4,4,3,3,3
11114,11262,1,1,1,1,1,1,1,0,0,0
11115,11263,2,2,1,1,1,2,3,1,3,1.4
11116,11264,2,3,2,3,2,2,2,0,4,0.8
11117,11265,4,4,4,2,3,3,3,-1,3,-0.2
11118,11266,2,3,3,3,2,2,1,-1,3,-0.2
11119,11267,2,2,3,3,4,3,3,1,3,1.4
11120,11268,3,3,3,3,3,3,3,0,0,0
11121,11269,2,3,3,2,2,2,2,0,2,0.4
11122,11270,2,2,2,1,2,2,1,-1,3,-0.2
11123,11271,2,2,2,2,2,2,1,-1,1,-0.6
11124,11272,1,1,1,1,1,2,2,1,1,1
11125,11273,1,3,3,3,3,3,3,2,2,2
11126,11274,4,4,4,4,4,4,4,0,0,0
11127,11275,4,3,4,4,4,4,4,0,2,0.4
11128,11276,4,4,4,4,4,4,4,0,0,0
11129,11277,2,2,2,2,3,3,2,0,2,0.4
11130,11278,1,2,2,2,2,2,3,2,2,2
11131,11279,4,3,4,3,3,4,4,0,4,0.8
11132,11280,4,4,4,4,4,4,4,0,0,0
11133,11281,3,4,4,4,4,3,4,1,3,1.4
11134,11282,1,2,1,2,1,1,2,1,5,1.8
11135,11283,3,4,4,4,3,4,4,1,3,1.4
11136,11284,4,4,4,4,4,4,4,0,0,0
11137,11285,4,4,3,3,3,3,3,-1,1,-0.6
11138,11286,4,4,4,4,4,4,4,0,0,0
11139,11287,2,2,2,3,2,2,3,1,3,1.4
11140,11288,2,1,1,1,2,3,3,1,3,1.4
11141,11289,2,2,2,2,2,2,2,0,0,0
11142,11290,2,2,1,2,1,1,1,-1,3,-0.2
11143,11291,4,4,4,4,4,4,4,0,0,0
11144,11292,1,3,4,4,4,4,3,2,4,2.4
11145,11293,4,4,4,3,4,4,4,0,2,0.4
11146,11294,1,1,1,1,1,1,1,0,0,0
11147,11295,2,1,2,3,3,3,3,1,3,1.4
11148,11296,1,1,1,1,2,2,1,0,2,0.4
11149,11297,2,2,2,2,2,2,2,0,0,0
11150,11298,2,3,3,3,3,3,3,1,1,1
11151,11299,2,2,3,3,2,3,4,2,4,2.4
11152,11300,2,3,3,3,3,3,2,0,2,0.4
11153,11301,2,2,2,2,1,1,1,-1,1,-0.6
11154,11302,1,2,3,3,2,3,2,1,5,1.8
11155,11303,4,4,4,3,4,4,4,0,2,0.4
11156,11304,4,4,4,4,4,4,4,0,0,0
11157,11305,2,4,3,3,3,3,3,1,3,1.4
11158,11306,4,4,4,4,4,4,4,0,0,0
11159,11307,4,4,4,4,4,4,4,0,0,0
11160,11309,4,4,4,4,4,4,4,0,0,0
11161,11310,2,1,1,2,2,3,2,0,4,0.8
11162,11311,1,2,2,1,1,1,2,1,3,1.4
11163,11312,3,4,4,4,4,3,3,0,2,0.4
11164,11313,4,4,4,4,3,4,4,0,2,0.4
11165,11314,1,2,2,3,2,2,2,1,3,1.4
11166,11315,4,4,4,4,4,4,4,0,0,0
11167,11316,2,2,2,2,2,2,2,0,0,0
11168,11317,1,1,1,1,1,1,1,0,0,0
11169,11318,2,3,2,2,2,1,2,0,4,0.8
11170,11319,2,2,2,1,2,2,2,0,2,0.4
11171,11320,4,4,3,3,3,3,3,-1,1,-0.6
11172,11321,3,3,3,2,3,2,2,-1,3,-0.2
11173,11322,3,2,1,1,1,1,1,-2,2,-1.2
11174,11323,3,2,2,2,3,4,3,0,4,0.8
11175,11324,2,2,2,2,2,3,1,-1,3,-0.2
11176,11325,4,4,4,4,4,4,4,0,0,0
11177,11326,3,3,3,3,3,3,3,0,0,0
11178,11327,3,3,3,3,4,4,3,0,2,0.4
11179,11328,1,2,2,2,2,2,2,1,1,1
11180,11329,1,2,2,2,2,1,2,1,3,1.4
11181,11330,1,1,1,1,1,1,1,0,0,0
11182,11331,1,1,1,1,1,1,1,0,0,0
11183,11332,4,4,3,3,4,4,4,0,2,0.4
11184,11333,3,3,2,4,3,2,3,0,6,1.2
11185,11334,2,3,2,2,2,2,3,1,3,1.4
11186,11335,4,4,3,3,2,2,2,-2,2,-1.2
11187,11336,1,1,1,1,1,1,1,0,0,0
11188,11337,2,3,4,4,4,4,4,2,2,2
11189,11338,2,1,2,2,2,2,2,0,2,0.4
11190,11339,1,2,2,2,2,3,3,2,2,2
11191,11340,4,4,4,4,4,4,4,0,0,0
11192,11341,1,2,3,3,4,3,4,3,5,3.4
11193,11342,1,1,1,1,1,1,2,1,1,1
11194,11343,3,3,3,3,4,3,3,0,2,0.4
11195,11344,3,3,3,4,4,4,4,1,1,1
11196,11345,3,2,3,2,2,3,3,0,4,0.8
11197,11346,3,3,3,3,3,3,3,0,0,0
11198,11347,2,3,2,1,1,2,3,1,5,1.8
11199,11348,4,4,3,4,4,4,4,0,2,0.4
11200,11349,2,2,3,3,3,3,3,1,1,1
11201,11350,1,2,1,2,1,2,1,0,6,1.2
11202,11351,3,3,3,3,3,4,4,1,1,1
11203,11352,3,4,4,4,4,4,4,1,1,1
11204,11353,2,2,2,3,3,2,3,1,3,1.4
11205,11354,3,3,3,3,3,3,3,0,0,0
11206,11355,1,1,1,2,2,1,2,1,3,1.4
11207,11356,2,2,2,3,2,1,1,-1,3,-0.2
11208,11357,1,1,1,1,1,1,1,0,0,0
11209,11358,2,2,3,3,3,3,3,1,1,1
11210,11359,4,4,4,4,4,4,4,0,0,0
11211,11360,4,4,4,4,4,4,4,0,0,0
11212,11361,4,4,4,4,3,3,3,-1,1,-0.6
11213,11362,1,1,1,1,2,1,1,0,2,0.4
11214,11363,2,2,2,1,2,2,1,-1,3,-0.2
11215,11364,1,1,1,1,1,2,1,0,2,0.4
11216,11365,1,1,1,1,1,1,2,1,1,1
11217,11366,3,3,3,2,2,3,3,0,2,0.4
11218,11367,1,1,1,1,1,2,1,0,2,0.4
11219,11368,3,3,3,3,4,4,3,0,2,0.4
11220,11369,1,1,1,1,1,1,1,0,0,0
11221,11370,4,4,4,4,4,2,1,-3,3,-1.8
11222,11371,3,4,3,3,3,2,2,-1,3,-0.2
11223,11372,4,4,4,4,4,4,4,0,0,0
11224,11373,1,3,3,4,4,3,4,3,5,3.4
11225,11374,3,3,4,4,4,4,4,1,1,1
11226,11375,3,3,2,2,2,1,1,-2,2,-1.2
11227,11376,2,3,2,3,2,3,3,1,5,1.8
11228,11377,2,3,3,2,3,4,3,1,5,1.8
11229,11378,4,4,4,4,4,4,4,0,0,0
11230,11379,2,3,2,2,1,2,2,0,4,0.8
11231,11380,2,2,2,2,2,2,2,0,0,0
11232,11381,3,3,2,3,3,3,2,-1,3,-0.2
11233,11382,1,2,1,1,2,2,1,0,4,0.8
11234,11383,1,1,1,1,1,1,1,0,0,0
11235,11384,3,3,4,4,3,4,4,1,3,1.4
11236,11385,3,4,4,4,4,4,4,1,1,1
11237,11386,1,1,1,1,1,1,1,0,0,0
11238,11387,1,1,1,1,1,1,1,0,0,0
11239,11388,3,2,2,3,3,4,3,0,4,0.8
11240,11389,2,3,3,4,3,3,4,2,4,2.4
11241,11390,4,4,4,4,4,4,4,0,0,0
11242,11391,3,3,3,3,2,3,2,-1,3,-0.2
11243,11392,1,1,1,2,2,2,2,1,1,1
11244,11393,3,3,3,3,3,4,3,0,2,0.4
11245,11394,2,3,3,3,3,2,1,-1,3,-0.2
11246,11395,3,4,4,4,4,3,3,0,2,0.4
11247,11396,1,1,1,4,4,4,4,3,3,3
11248,11397,2,2,2,2,1,2,1,-1,3,-0.2
11249,11398,4,4,4,4,3,3,3,-1,1,-0.6
11250,11399,1,2,2,2,2,2,1,0,2,0.4
11251,11400,3,2,2,3,1,2,3,0,6,1.2
11252,11401,4,4,3,3,3,2,3,-1,3,-0.2
11253,11402,3,3,4,4,4,4,4,1,1,1
11254,11403,4,4,3,3,4,4,4,0,2,0.4
11255,11404,4,4,4,4,3,4,3,-1,3,-0.2
11256,11405,3,3,2,3,3,2,2,-1,3,-0.2
11257,11406,1,1,1,2,3,3,3,2,2,2
11258,11407,2,2,3,3,3,2,1,-1,3,-0.2
11259,11408,1,1,2,2,1,2,3,2,4,2.4
11260,11409,3,3,3,3,2,3,3,0,2,0.4
11261,11410,3,4,3,4,4,3,3,0,4,0.8
11262,11411,3,2,3,3,3,2,2,-1,3,-0.2
11263,11412,4,4,4,4,4,4,4,0,0,0
11264,11413,4,3,3,4,4,4,4,0,2,0.4
11265,11414,2,3,2,2,3,3,3,1,3,1.4
11266,11415,4,4,4,4,4,4,4,0,0,0
11267,11416,4,4,4,4,4,4,4,0,0,0
11268,11417,2,3,2,3,2,3,2,0,6,1.2
11269,11418,3,4,3,3,3,3,3,0,2,0.4
11270,11419,3,4,3,3,3,3,4,1,3,1.4
11271,11420,1,1,1,1,1,1,2,1,1,1
11272,11421,1,2,2,3,3,3,3,2,2,2
11273,11422,4,3,3,3,4,4,4,0,2,0.4
11274,11423,3,3,4,3,1,1,1,-2,4,-0.8
11275,11424,3,2,3,3,2,3,3,0,4,0.8
11276,11425,4,3,4,3,3,3,4,0,4,0.8
11277,11426,3,2,3,3,2,2,2,-1,3,-0.2
11278,11427,3,3,3,3,3,3,4,1,1,1
11279,11428,2,3,2,1,2,4,4,2,6,2.8
11280,11429,3,3,3,4,2,1,1,-2,4,-0.8
11281,11430,1,1,1,1,1,1,1,0,0,0
11282,11431,1,1,1,1,1,1,1,0,0,0
11283,11432,3,2,3,3,3,3,3,0,2,0.4
11284,11433,4,3,3,3,3,4,3,-1,3,-0.2
11285,11434,2,2,2,1,2,2,2,0,2,0.4
11286,11435,2,3,3,3,4,4,4,2,2,2
11287,11436,1,1,2,1,1,1,1,0,2,0.4
11288,11437,4,4,3,3,4,4,4,0,2,0.4
11289,11438,2,4,3,2,1,1,1,-1,5,0.2
11290,11439,2,3,3,3,3,3,3,1,1,1
11291,11440,1,1,2,1,2,2,1,0,4,0.8
11292,11441,4,4,4,3,2,3,3,-1,3,-0.2
11293,11442,4,4,4,3,4,4,4,0,2,0.4
11294,11443,3,3,4,3,3,3,3,0,2,0.4
11295,11444,3,2,2,3,2,2,3,0,4,0.8
11296,11445,2,2,2,3,3,4,3,1,3,1.4
11297,11446,3,3,3,4,4,4,3,0,2,0.4
11298,11447,2,3,3,3,3,3,3,1,1,1
11299,11448,3,4,4,4,3,3,2,-1,3,-0.2
11300,11449,1,1,1,1,1,1,2,1,1,1
11301,11450,2,2,2,2,3,2,2,0,2,0.4
11302,11451,4,4,4,4,4,4,4,0,0,0
11303,11452,4,3,3,3,3,4,4,0,2,0.4
11304,11453,4,3,3,2,3,3,2,-2,4,-0.8
11305,11454,2,2,3,2,2,3,2,0,4,0.8
11306,11455,2,2,2,2,3,3,3,1,1,1
11307,11456,2,1,2,2,2,2,2,0,2,0.4
11308,11457,2,3,2,3,3,4,4,2,4,2.4
11309,11458,4,4,4,4,4,4,4,0,0,0
11310,11459,2,2,2,3,2,3,3,1,3,1.4
11311,11460,2,1,1,2,2,2,2,0,2,0.4
11312,11462,2,4,3,3,3,3,2,0,4,0.8
11313,11463,1,1,1,1,1,1,1,0,0,0
11314,11464,2,2,1,2,2,2,1,-1,3,-0.2
11315,11465,3,3,3,4,4,4,4,1,1,1
11316,11466,3,3,3,3,2,1,3,0,4,0.8
11317,11467,0,1,2,2,2,2,3,3,3,3
11318,11468,1,2,1,1,1,2,2,1,3,1.4
11319,11469,3,3,2,2,1,2,1,-2,4,-0.8
11320,11470,1,1,1,1,1,1,1,0,0,0
11321,11471,2,2,2,2,3,4,3,1,3,1.4
11322,11472,1,1,1,1,1,1,1,0,0,0
11323,11473,3,3,3,3,3,3,4,1,1,1
11324,11474,2,2,1,2,2,2,2,0,2,0.4
11325,11475,1,1,2,2,3,3,3,2,2,2
11326,11476,4,4,3,4,3,3,4,0,4,0.8
11327,11477,2,1,2,1,1,1,2,0,4,0.8
11328,11478,2,2,2,2,2,2,3,1,1,1
11329,11479,2,3,3,3,4,4,4,2,2,2
11330,11480,4,4,4,4,4,4,3,-1,1,-0.6
11331,11481,4,4,4,4,4,4,4,0,0,0
11332,11482,2,2,3,2,2,3,2,0,4,0.8
11333,11483,2,2,3,2,2,3,2,0,4,0.8
11334,11484,4,4,4,4,4,4,4,0,0,0
11335,11485,4,4,4,4,4,4,4,0,0,0
11336,11486,1,1,1,1,2,3,3,2,2,2
11337,11487,2,2,2,2,2,3,2,0,2,0.4
11338,11488,1,2,1,1,1,1,1,0,2,0.4
11339,11489,4,4,4,4,4,4,4,0,0,0
11340,11490,2,3,3,4,4,4,4,2,2,2
11341,11491,1,1,0,2,2,3,3,2,4,2.4
