,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8,±â_ÃÑ±¸¸ÅÈ½¼ö1,±â_ÃÑ±¸¸ÅÈ½¼ö2,±â_ÃÑ±¸¸ÅÈ½¼ö3,±â_ÃÑ±¸¸ÅÈ½¼ö4,±â_ÃÑ±¸¸ÅÈ½¼ö5,±â_ÃÑ±¸¸ÅÈ½¼ö6,±â_ÃÑ±¸¸ÅÈ½¼ö7,±â_ÃÑ±¸¸ÅÈ½¼ö8
10683,10821,0.0,0.0,236107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10684,10822,33655.0,16996.0,82816.0,10642.0,106426.0,0.0,18357.0,45855.0,4.0,1.0,8.0,1.0,5.0,0.0,3.0,8.0
10685,10823,236183.0,23177.0,118517.0,5764.0,109126.0,186052.0,546221.0,0.0,5.0,3.0,4.0,1.0,4.0,4.0,3.0,0.0
10686,10824,45955.0,0.0,99479.0,53831.0,0.0,10616.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0
10687,10825,0.0,0.0,0.0,4872.0,0.0,0.0,0.0,4131.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10688,10826,94663.0,33478.0,20902.0,31926.0,41213.0,32858.0,55186.0,36686.0,13.0,3.0,2.0,3.0,5.0,7.0,3.0,7.0
10689,10827,0.0,0.0,0.0,20398.0,6068.0,5362.0,7771.0,13137.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
10690,10828,17713.0,121035.0,266634.0,288667.0,333746.0,207284.0,665722.0,314464.0,2.0,1.0,5.0,7.0,8.0,14.0,30.0,21.0
10691,10829,0.0,0.0,5649.0,45406.0,51781.0,112062.0,78273.0,13632.0,0.0,0.0,1.0,7.0,9.0,16.0,9.0,3.0
10692,10830,35427.0,68088.0,110721.0,161935.0,47940.0,21662.0,544869.0,23548.0,3.0,5.0,5.0,24.0,7.0,4.0,11.0,6.0
10693,10831,0.0,0.0,0.0,0.0,14058.0,139832.0,12952.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
10694,10832,81281.0,89412.0,53214.0,43810.0,140378.0,459500.0,78270.0,54530.0,9.0,6.0,4.0,12.0,16.0,10.0,12.0,7.0
10695,10833,81598.0,29100.0,209806.0,138346.0,15878.0,185044.0,54001.0,33049.0,10.0,6.0,11.0,11.0,5.0,16.0,9.0,9.0
10696,10834,0.0,30903.0,0.0,66335.0,45915.0,28632.0,54509.0,39823.0,0.0,2.0,0.0,5.0,7.0,5.0,9.0,12.0
10697,10835,0.0,0.0,0.0,0.0,0.0,24020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10698,10836,25093.0,0.0,0.0,0.0,94663.0,0.0,6420.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10699,10837,236892.0,6181.0,38187.0,206828.0,68347.0,9651.0,156263.0,107684.0,6.0,1.0,4.0,6.0,3.0,1.0,13.0,12.0
10700,10838,93485.0,156059.0,173992.0,104647.0,64222.0,10723.0,105753.0,145334.0,3.0,7.0,14.0,6.0,3.0,2.0,7.0,9.0
10701,10839,42314.0,114031.0,276349.0,152448.0,62137.0,0.0,78273.0,94522.0,2.0,7.0,14.0,13.0,3.0,0.0,2.0,9.0
10702,10840,201140.0,196128.0,106767.0,228910.0,196405.0,285779.0,235832.0,179212.0,6.0,8.0,3.0,9.0,6.0,9.0,8.0,7.0
10703,10841,211414.0,126845.0,351800.0,196185.0,124011.0,140928.0,161388.0,278707.0,9.0,9.0,10.0,12.0,8.0,6.0,9.0,9.0
10704,10842,78919.0,206843.0,271719.0,50105.0,14665.0,0.0,32660.0,83862.0,12.0,26.0,11.0,5.0,2.0,0.0,4.0,6.0
10705,10843,0.0,0.0,0.0,0.0,0.0,133185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10706,10844,42314.0,15451.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10707,10845,60549.0,146066.0,46887.0,49396.0,57891.0,137152.0,59916.0,42139.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0
10708,10846,40199.0,22662.0,128990.0,0.0,32363.0,191949.0,56200.0,44534.0,1.0,1.0,2.0,0.0,1.0,1.0,10.0,8.0
10709,10847,310371.0,422850.0,348207.0,561624.0,406042.0,336962.0,467700.0,564749.0,6.0,25.0,15.0,20.0,19.0,16.0,18.0,13.0
10710,10848,31194.0,96880.0,0.0,107042.0,51630.0,84288.0,23538.0,39081.0,4.0,2.0,0.0,10.0,10.0,15.0,5.0,3.0
10711,10849,0.0,19880.0,41351.0,129646.0,25891.0,66121.0,23538.0,35529.0,0.0,3.0,8.0,8.0,5.0,6.0,3.0,5.0
10712,10850,78134.0,99815.0,301660.0,371938.0,109226.0,365990.0,31086.0,189209.0,9.0,5.0,13.0,21.0,6.0,12.0,7.0,3.0
10713,10851,28735.0,15143.0,141792.0,50373.0,78076.0,97261.0,18020.0,61141.0,3.0,2.0,6.0,2.0,7.0,5.0,3.0,6.0
10714,10852,0.0,42646.0,0.0,8868.0,39949.0,110451.0,0.0,196991.0,0.0,3.0,0.0,2.0,2.0,4.0,0.0,7.0
10715,10853,0.0,10301.0,21466.0,33611.0,21542.0,172540.0,111497.0,73535.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0
10716,10854,27356.0,0.0,0.0,21107.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10717,10855,17713.0,0.0,0.0,0.0,8091.0,199027.0,2252.0,12311.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0
10718,10856,253392.0,276683.0,251381.0,308620.0,183058.0,226262.0,82214.0,76757.0,15.0,13.0,14.0,17.0,11.0,11.0,3.0,6.0
10719,10857,4920.0,29770.0,0.0,5232.0,68571.0,75814.0,382805.0,133107.0,1.0,4.0,0.0,1.0,6.0,3.0,10.0,3.0
10720,10858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10721,10861,15548.0,444482.0,1231265.0,46550.0,56130.0,361571.0,2021233.0,331726.0,1.0,3.0,9.0,3.0,3.0,5.0,7.0,8.0
10722,10862,0.0,0.0,0.0,223482.0,61592.0,98441.0,106429.0,406194.0,0.0,0.0,0.0,5.0,3.0,4.0,5.0,9.0
10723,10863,5708.0,9323.0,6553.0,28469.0,17598.0,60181.0,48652.0,24620.0,1.0,2.0,1.0,8.0,5.0,14.0,11.0,7.0
10724,10864,0.0,0.0,80894.0,0.0,686003.0,6434.0,0.0,29373.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0
10725,10865,86006.0,67058.0,85186.0,91788.0,47191.0,128788.0,154295.0,127406.0,6.0,6.0,9.0,11.0,6.0,7.0,7.0,11.0
10726,10866,0.0,10301.0,0.0,17737.0,50568.0,42894.0,33224.0,289182.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0
10727,10867,0.0,56655.0,24856.0,0.0,35398.0,0.0,166006.0,31480.0,0.0,2.0,4.0,0.0,2.0,0.0,9.0,5.0
10728,10868,125664.0,187062.0,215566.0,172846.0,358123.0,567825.0,254450.0,166908.0,11.0,24.0,17.0,16.0,27.0,49.0,20.0,18.0
10729,10869,17713.0,38114.0,0.0,0.0,70491.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
10730,10870,41921.0,26783.0,124844.0,94537.0,226189.0,133539.0,95167.0,16648.0,4.0,3.0,9.0,8.0,14.0,8.0,9.0,4.0
10731,10871,0.0,0.0,0.0,98707.0,66263.0,113239.0,18582.0,20986.0,0.0,0.0,0.0,14.0,11.0,14.0,3.0,4.0
10732,10872,129896.0,35806.0,164614.0,162025.0,449849.0,974865.0,1282686.0,1316307.0,5.0,3.0,7.0,15.0,20.0,29.0,43.0,56.0
10733,10873,47136.0,77463.0,120664.0,16939.0,57141.0,15679.0,52066.0,48170.0,4.0,7.0,7.0,3.0,4.0,4.0,4.0,5.0
10734,10874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10735,10875,0.0,0.0,0.0,0.0,0.0,227873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10736,10876,0.0,0.0,0.0,2057.0,46017.0,7935.0,193169.0,14376.0,0.0,0.0,0.0,1.0,6.0,2.0,10.0,3.0
10737,10877,0.0,0.0,0.0,6208.0,0.0,10831.0,4843.0,21317.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0
10738,10878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10739,10879,9841.0,19881.0,0.0,97020.0,11631.0,38712.0,17456.0,148063.0,1.0,4.0,0.0,9.0,1.0,5.0,2.0,7.0
10740,10880,0.0,0.0,0.0,66814.0,386561.0,92221.0,184927.0,56513.0,0.0,0.0,0.0,5.0,1.0,3.0,10.0,7.0
10741,10881,0.0,0.0,43724.0,78574.0,163841.0,189588.0,188757.0,237048.0,0.0,0.0,1.0,6.0,6.0,8.0,9.0,13.0
10742,10882,0.0,24310.0,0.0,0.0,0.0,0.0,0.0,4957.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
10743,10883,485137.0,361767.0,153428.0,18624.0,381685.0,191735.0,231204.0,291051.0,32.0,16.0,6.0,1.0,5.0,9.0,12.0,14.0
10744,10884,0.0,43264.0,184159.0,78929.0,0.0,56833.0,79174.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,4.0,0.0
10745,10885,0.0,130203.0,67450.0,0.0,3034.0,71632.0,11263.0,23135.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0
10746,10886,0.0,84468.0,29487.0,90102.0,134308.0,256107.0,56177.0,176320.0,0.0,4.0,5.0,8.0,13.0,22.0,8.0,21.0
10747,10887,24601.0,18542.0,19207.0,0.0,27307.0,52223.0,310614.0,51557.0,2.0,2.0,1.0,0.0,1.0,6.0,7.0,7.0
10748,10888,0.0,207664.0,777425.0,258691.0,229074.0,518112.0,679791.0,307111.0,0.0,5.0,14.0,7.0,5.0,18.0,25.0,9.0
10749,10889,0.0,0.0,28245.0,10198.0,6068.0,14798.0,61943.0,9419.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0
10750,10890,177522.0,276270.0,863684.0,225744.0,338756.0,526628.0,397332.0,374626.0,9.0,10.0,16.0,8.0,16.0,18.0,19.0,16.0
10751,10891,0.0,0.0,35024.0,263390.0,13552.0,0.0,5518.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0
10752,10892,72329.0,0.0,34911.0,370024.0,88999.0,0.0,185829.0,413119.0,2.0,0.0,1.0,4.0,4.0,0.0,4.0,5.0
10753,10893,0.0,0.0,0.0,0.0,35397.0,0.0,666953.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10754,10894,56877.0,49446.0,11298.0,101543.0,35499.0,30884.0,25904.0,0.0,8.0,6.0,1.0,15.0,7.0,2.0,2.0,0.0
10755,10895,166697.0,359821.0,293241.0,392335.0,337186.0,563675.0,463329.0,254356.0,9.0,15.0,15.0,15.0,14.0,17.0,14.0,15.0
10756,10896,52548.0,74476.0,126199.0,103849.0,365838.0,264376.0,54170.0,54615.0,4.0,4.0,6.0,5.0,8.0,9.0,7.0,5.0
10757,10897,0.0,27504.0,0.0,17293.0,76862.0,27881.0,161953.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,7.0,0.0
10758,10898,0.0,42130.0,43724.0,45619.0,78382.0,107125.0,38968.0,110469.0,0.0,2.0,1.0,5.0,10.0,13.0,7.0,28.0
10759,10899,388662.0,860739.0,305545.0,453351.0,395247.0,923950.0,1519204.0,114310.0,10.0,11.0,11.0,10.0,11.0,10.0,19.0,5.0
10760,10901,0.0,0.0,0.0,0.0,0.0,0.0,7884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10761,10902,0.0,0.0,4519.0,0.0,0.0,10723.0,0.0,5784.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
10762,10903,21649.0,0.0,454974.0,464081.0,18710.0,598248.0,31310.0,73205.0,1.0,0.0,5.0,10.0,3.0,9.0,3.0,10.0
10763,10904,32867.0,63041.0,67450.0,126525.0,112311.0,78666.0,81696.0,72667.0,2.0,4.0,4.0,7.0,10.0,6.0,5.0,9.0
10764,10905,0.0,49444.0,48243.0,339569.0,11934.0,112596.0,1069355.0,511640.0,0.0,1.0,2.0,6.0,1.0,1.0,5.0,3.0
10765,10906,111984.0,394317.0,0.0,225522.0,142702.0,692949.0,3379.0,12394.0,6.0,2.0,0.0,5.0,2.0,13.0,1.0,2.0
10766,10907,74786.0,437014.0,142243.0,120878.0,27307.0,6434.0,16893.0,0.0,13.0,5.0,16.0,11.0,1.0,1.0,1.0,0.0
10767,10908,109172.0,94253.0,19004.0,172047.0,56787.0,158709.0,97586.0,49822.0,12.0,8.0,3.0,15.0,8.0,12.0,14.0,11.0
10768,10909,0.0,0.0,0.0,28201.0,11428.0,91576.0,48429.0,18012.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0
10769,10910,422337.0,512602.0,752428.0,149521.0,51114.0,129259.0,124032.0,37362.0,1.0,1.0,11.0,8.0,2.0,6.0,4.0,2.0
10770,10911,0.0,0.0,0.0,0.0,0.0,15924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10771,10912,0.0,0.0,0.0,0.0,7079.0,32493.0,77936.0,24952.0,0.0,0.0,0.0,0.0,2.0,7.0,10.0,5.0
10772,10913,12792.0,0.0,56490.0,4878.0,13047.0,48576.0,49215.0,32141.0,2.0,0.0,2.0,1.0,2.0,6.0,7.0,5.0
10773,10914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10774,10915,0.0,0.0,67789.0,425681.0,0.0,21447.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
10775,10916,0.0,25032.0,0.0,4434.0,0.0,0.0,21174.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0
10776,10917,554936.0,82480.0,588269.0,97730.0,91931.0,338001.0,36039.0,38834.0,7.0,10.0,12.0,8.0,6.0,11.0,2.0,3.0
10777,10918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10778,10919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10779,10920,14761.0,50577.0,43497.0,0.0,25567.0,66270.0,0.0,33495.0,1.0,3.0,2.0,0.0,1.0,5.0,0.0,2.0
10780,10921,142451.0,167852.0,168567.0,679049.0,51277.0,74421.0,0.0,16525.0,14.0,10.0,9.0,15.0,4.0,5.0,0.0,1.0
10781,10922,12202.0,0.0,0.0,16851.0,27003.0,114526.0,198329.0,80509.0,2.0,0.0,0.0,5.0,4.0,9.0,9.0,3.0
10782,10923,15745.0,38834.0,103718.0,138790.0,142298.0,127180.0,130528.0,48997.0,1.0,2.0,6.0,7.0,7.0,13.0,16.0,15.0
10783,10924,33851.0,491042.0,733035.0,611299.0,336983.0,212045.0,337643.0,224655.0,2.0,21.0,28.0,38.0,19.0,10.0,15.0,6.0
10784,10925,0.0,0.0,6553.0,0.0,115801.0,29275.0,73205.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0
10785,10926,159812.0,115370.0,161788.0,77155.0,140276.0,150342.0,423235.0,75765.0,12.0,10.0,13.0,8.0,11.0,11.0,18.0,8.0
10786,10927,70163.0,44294.0,77392.0,49663.0,32970.0,36030.0,0.0,67256.0,3.0,1.0,3.0,2.0,3.0,6.0,0.0,6.0
10787,10928,0.0,0.0,0.0,1774.0,0.0,2145.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
10788,10929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10789,10930,43298.0,6181.0,0.0,2217.0,3236.0,75610.0,91450.0,20987.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,3.0
10790,10931,7282.0,8446.0,111061.0,16406.0,31858.0,36139.0,217024.0,84440.0,3.0,2.0,5.0,2.0,2.0,5.0,11.0,12.0
10791,10932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10792,10933,30506.0,15451.0,0.0,17293.0,23869.0,10830.0,14978.0,19416.0,1.0,1.0,0.0,3.0,4.0,2.0,3.0,4.0
10793,10934,0.0,0.0,18642.0,67488.0,103160.0,332924.0,59462.0,216308.0,0.0,0.0,2.0,10.0,9.0,18.0,9.0,6.0
10794,10935,43692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10795,10936,60814.0,29150.0,65077.0,36006.0,110237.0,366193.0,96100.0,190861.0,4.0,5.0,8.0,7.0,6.0,16.0,6.0,13.0
10796,10937,0.0,0.0,14349.0,4523.0,0.0,0.0,15316.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
10797,10938,235583.0,323859.0,148457.0,156528.0,293293.0,194631.0,137849.0,52632.0,12.0,5.0,6.0,14.0,12.0,11.0,9.0,5.0
10798,10939,19327.0,39864.0,38188.0,162822.0,192684.0,624300.0,195276.0,49161.0,3.0,5.0,3.0,14.0,20.0,27.0,20.0,7.0
10799,10940,106181.0,45528.0,42934.0,133912.0,183356.0,124390.0,523022.0,361810.0,9.0,6.0,6.0,12.0,17.0,10.0,12.0,4.0
10800,10941,0.0,0.0,0.0,2661.0,0.0,85326.0,157110.0,39569.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,3.0
10801,10942,40347.0,69531.0,102813.0,56669.0,33375.0,57477.0,12276.0,18012.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0
10802,10943,0.0,0.0,80670.0,2128.0,29936.0,965536.0,0.0,0.0,0.0,0.0,12.0,1.0,6.0,2.0,0.0,0.0
10803,10944,0.0,0.0,0.0,5942.0,0.0,10508.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
10804,10945,15548.0,34714.0,100271.0,144421.0,40746.0,72275.0,156143.0,18978.0,2.0,3.0,6.0,4.0,5.0,6.0,10.0,4.0
10805,10946,247416.0,250483.0,130008.0,63125.0,0.0,20374.0,4955.0,0.0,8.0,8.0,4.0,4.0,0.0,1.0,2.0,0.0
10806,10947,0.0,0.0,4745.0,16052.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
10807,10948,29521.0,33797.0,94339.0,21372.0,83541.0,191305.0,10136.0,29332.0,3.0,5.0,4.0,3.0,11.0,8.0,2.0,6.0
10808,10949,117220.0,362136.0,315318.0,137230.0,311933.0,640039.0,86900.0,165329.0,9.0,8.0,16.0,11.0,16.0,25.0,7.0,14.0
10809,10950,18205.0,24724.0,19772.0,56225.0,35397.0,42336.0,36264.0,45855.0,1.0,4.0,3.0,13.0,6.0,8.0,5.0,6.0
10810,10951,0.0,11330.0,29375.0,4434.0,0.0,0.0,0.0,23961.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
10811,10952,0.0,0.0,14123.0,6208.0,0.0,5791.0,16893.0,11567.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0
10812,10953,0.0,10301.0,46322.0,2572.0,5057.0,22519.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0
10813,10954,252311.0,65513.0,146762.0,420406.0,117267.0,295956.0,83565.0,674854.0,6.0,4.0,8.0,19.0,10.0,10.0,6.0,11.0
10814,10955,51170.0,206586.0,99987.0,19510.0,82931.0,48254.0,148357.0,86799.0,4.0,10.0,6.0,1.0,3.0,4.0,8.0,6.0
10815,10956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10816,10957,3739.0,320461.0,160885.0,69696.0,238993.0,110837.0,68970.0,145170.0,1.0,11.0,10.0,5.0,5.0,4.0,2.0,5.0
10817,10958,0.0,0.0,76714.0,10642.0,16384.0,89111.0,69976.0,40362.0,0.0,0.0,3.0,4.0,3.0,8.0,15.0,12.0
10818,10959,84533.0,144823.0,196241.0,263922.0,276616.0,402515.0,405931.0,153389.0,10.0,23.0,35.0,35.0,39.0,70.0,55.0,18.0
10819,10960,0.0,127217.0,292905.0,82653.0,154864.0,127598.0,267081.0,195870.0,0.0,13.0,18.0,8.0,10.0,8.0,19.0,15.0
10820,10961,0.0,0.0,0.0,0.0,0.0,7506.0,7546.0,8180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
10821,10962,0.0,0.0,14913.0,13303.0,38736.0,27914.0,20271.0,20656.0,0.0,0.0,1.0,1.0,6.0,5.0,3.0,5.0
10822,10963,228301.0,216318.0,837191.0,510822.0,192663.0,191949.0,529327.0,177424.0,4.0,3.0,14.0,10.0,6.0,4.0,7.0,7.0
10823,10964,0.0,23486.0,0.0,109702.0,129959.0,7506.0,10395.0,10327.0,0.0,2.0,0.0,5.0,2.0,1.0,2.0,4.0
10824,10965,133045.0,110053.0,24404.0,60340.0,207469.0,271839.0,69263.0,527305.0,3.0,12.0,1.0,2.0,4.0,5.0,3.0,9.0
10825,10966,153757.0,8127.0,52423.0,125576.0,85055.0,137473.0,23313.0,114269.0,6.0,1.0,3.0,8.0,4.0,8.0,2.0,5.0
10826,10967,0.0,0.0,0.0,0.0,3641.0,27880.0,42796.0,47097.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0
10827,10968,33064.0,221530.0,131194.0,60589.0,60579.0,265962.0,48225.0,100305.0,3.0,8.0,10.0,7.0,5.0,13.0,3.0,4.0
10828,10969,0.0,0.0,0.0,0.0,0.0,20374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
10829,10970,141803.0,26679.0,128120.0,23058.0,7079.0,90613.0,53440.0,86756.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,6.0
10830,10971,35129.0,33581.0,79336.0,23678.0,25284.0,108307.0,261352.0,39907.0,5.0,3.0,3.0,2.0,3.0,8.0,7.0,2.0
10831,10972,77986.0,307894.0,142244.0,39021.0,149176.0,45575.0,368726.0,86755.0,5.0,4.0,11.0,2.0,8.0,6.0,15.0,3.0
10832,10973,0.0,0.0,0.0,0.0,6979.0,0.0,0.0,7535.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
10833,10974,238831.0,335352.0,254771.0,482652.0,136534.0,224225.0,162176.0,169461.0,8.0,13.0,6.0,16.0,6.0,8.0,8.0,6.0
10834,10975,0.0,0.0,0.0,0.0,26396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
10835,10976,56583.0,32962.0,372271.0,112718.0,28722.0,0.0,32661.0,74196.0,2.0,2.0,4.0,5.0,2.0,0.0,1.0,5.0
10836,10977,296050.0,566032.0,844021.0,191858.0,5765.0,17157.0,33787.0,0.0,11.0,20.0,17.0,15.0,1.0,1.0,1.0,0.0
10837,10978,23617.0,57890.0,143486.0,48262.0,45207.0,3003.0,36784.0,10626.0,2.0,4.0,3.0,6.0,6.0,1.0,10.0,5.0
10838,10979,0.0,0.0,0.0,238115.0,2023.0,55440.0,27930.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0
10839,10980,0.0,0.0,0.0,0.0,6574.0,62626.0,23538.0,6196.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,3.0
10840,10981,0.0,6592.0,29375.0,13658.0,5562.0,48255.0,22974.0,47277.0,0.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0
10841,10982,56189.0,222342.0,104157.0,87228.0,5866.0,132917.0,117464.0,121044.0,4.0,9.0,5.0,9.0,2.0,4.0,6.0,7.0
10842,10983,43987.0,16996.0,0.0,21994.0,245553.0,26810.0,157561.0,31645.0,2.0,1.0,0.0,8.0,13.0,10.0,6.0,2.0
10843,10984,0.0,9786.0,46887.0,51348.0,34021.0,17481.0,31081.0,9499.0,0.0,2.0,2.0,11.0,6.0,5.0,7.0,6.0
10844,10985,14466.0,0.0,0.0,13835.0,16889.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
10845,10986,0.0,0.0,0.0,109967.0,84347.0,20160.0,0.0,25118.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,4.0
10846,10987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10847,10988,494588.0,281215.0,217825.0,0.0,45511.0,24879.0,76133.0,22721.0,17.0,10.0,6.0,0.0,4.0,5.0,5.0,5.0
10848,10989,0.0,19263.0,36381.0,159276.0,254053.0,450781.0,288170.0,496165.0,0.0,2.0,5.0,11.0,12.0,16.0,11.0,19.0
10849,10990,109722.0,88647.0,159088.0,239180.0,165459.0,62089.0,127714.0,56019.0,11.0,13.0,12.0,18.0,18.0,7.0,7.0,11.0
10850,10991,367662.0,23898.0,75132.0,81678.0,227931.0,69414.0,44148.0,58978.0,4.0,2.0,4.0,4.0,7.0,4.0,2.0,3.0
10851,10992,49203.0,9271.0,11298.0,0.0,36409.0,174900.0,325481.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0
10852,10993,59043.0,33992.0,0.0,20930.0,79847.0,76135.0,38855.0,30654.0,2.0,2.0,0.0,2.0,7.0,4.0,3.0,2.0
10853,10994,55993.0,38938.0,73211.0,1774.0,9911.0,20374.0,35927.0,0.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,0.0
10854,10995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10855,10996,42314.0,12361.0,0.0,76968.0,75851.0,85787.0,289611.0,214244.0,2.0,1.0,0.0,8.0,4.0,8.0,17.0,11.0
10856,10997,0.0,146890.0,40674.0,54808.0,5057.0,46111.0,84243.0,54614.0,0.0,3.0,3.0,5.0,1.0,4.0,7.0,5.0
10857,10998,0.0,61805.0,0.0,31039.0,0.0,64233.0,20272.0,2313.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0
10858,10999,0.0,31418.0,0.0,29266.0,0.0,26809.0,226248.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
10859,11000,184314.0,179481.0,494688.0,1059869.0,871912.0,306368.0,408934.0,78889.0,14.0,12.0,25.0,22.0,27.0,27.0,17.0,11.0
10860,11001,0.0,0.0,0.0,0.0,0.0,0.0,18583.0,14046.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
10861,11002,54025.0,32964.0,0.0,111030.0,12845.0,184122.0,2816.0,26853.0,6.0,5.0,0.0,18.0,4.0,9.0,1.0,4.0
