,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8
8702,8798,3,4,4,3,4,4,3,3
8703,8799,4,4,4,4,4,4,4,4
8704,8800,3,3,3,2,3,3,3,2
8705,8801,4,4,4,4,4,4,4,4
8706,8802,4,3,4,4,4,4,4,3
8707,8803,4,4,4,4,4,4,3,3
8708,8804,0,0,0,3,2,3,3,2
8709,8805,3,2,2,3,2,3,3,3
8710,8806,4,4,4,4,3,3,4,4
8711,8807,4,4,4,4,4,4,4,4
8712,8808,2,3,2,3,3,3,2,3
8713,8809,2,2,3,3,3,3,2,2
8714,8810,2,3,3,1,4,3,3,3
8715,8811,0,0,0,0,0,0,3,1
8716,8812,4,4,3,4,4,4,3,3
8717,8813,1,4,2,2,3,3,3,2
8718,8814,2,3,2,2,4,2,0,0
8719,8815,4,4,4,4,4,4,4,3
8720,8816,4,4,4,4,4,4,4,3
8721,8817,3,3,4,1,3,4,3,3
8722,8818,2,0,2,3,3,4,2,2
8723,8819,2,2,2,3,2,2,3,2
8724,8820,4,4,4,4,4,4,4,4
8725,8821,3,2,0,1,1,4,1,2
8726,8822,2,3,4,2,2,4,2,3
8727,8823,0,0,0,0,0,0,0,0
8728,8824,0,2,0,1,2,0,3,0
8729,8825,3,4,4,4,3,4,3,4
8730,8826,3,2,0,2,2,0,0,0
8731,8827,4,3,4,2,4,4,4,4
8732,8828,3,4,4,4,4,4,4,3
8733,8829,3,1,4,3,2,3,4,3
8734,8830,4,4,4,4,4,4,4,4
8735,8831,3,1,4,2,3,3,4,3
8736,8832,0,1,2,4,3,3,4,3
8737,8833,3,3,3,4,3,3,3,3
8738,8834,0,0,0,2,3,2,3,3
8739,8835,4,3,4,4,4,4,4,4
8740,8836,0,3,4,4,4,4,4,4
8741,8837,2,1,2,2,3,2,2,2
8742,8838,2,0,0,0,2,0,0,0
8743,8839,1,2,2,2,3,3,3,2
8744,8840,3,3,3,2,2,2,3,2
8745,8841,0,2,0,2,2,1,3,3
8746,8842,0,0,0,0,2,2,2,3
8747,8843,4,4,4,3,4,4,3,3
8748,8844,4,3,4,3,4,3,2,3
8749,8845,2,3,3,2,2,3,3,4
8750,8846,4,4,0,4,3,4,3,4
8751,8847,1,2,2,4,3,3,4,4
8752,8849,4,4,4,4,3,4,4,4
8753,8850,3,2,3,2,2,3,3,4
8754,8851,0,0,0,2,4,3,3,2
8755,8852,0,0,0,0,0,0,0,0
8756,8853,2,1,2,3,3,4,3,3
8757,8854,0,3,2,2,3,4,4,3
8758,8855,0,2,2,0,0,0,0,0
8759,8856,3,3,3,3,4,2,4,4
8760,8857,2,0,0,3,4,2,3,3
8761,8858,1,4,3,4,4,3,4,3
8762,8859,3,2,3,3,3,4,4,3
8763,8860,3,3,3,4,4,3,4,3
8764,8861,0,3,3,4,4,4,4,4
8765,8862,0,0,0,0,1,0,0,2
8766,8863,4,4,4,4,4,4,4,4
8767,8864,4,4,4,4,4,4,4,4
8768,8865,2,4,3,3,4,4,4,4
8769,8866,4,4,4,3,3,4,4,4
8770,8867,4,4,4,4,4,4,4,4
8771,8868,3,4,4,4,3,3,4,4
8772,8869,3,0,4,4,3,4,3,2
8773,8870,4,4,4,4,3,4,4,4
8774,8871,0,2,2,3,3,3,3,3
8775,8872,3,4,4,3,4,4,4,4
8776,8873,3,3,3,3,2,2,4,2
8777,8874,0,4,3,3,4,4,4,4
8778,8875,0,0,0,1,3,3,2,2
8779,8876,0,0,2,0,0,0,0,0
8780,8877,2,2,3,3,3,3,3,3
8781,8878,0,3,4,4,4,0,3,3
8782,8879,2,0,3,0,0,2,0,2
8783,8880,4,0,3,3,3,4,4,4
8784,8881,4,4,4,4,4,4,4,4
8785,8882,2,3,4,2,3,3,4,3
8786,8884,3,4,4,4,2,4,3,3
8787,8885,2,2,2,4,2,1,0,0
8788,8886,0,2,0,3,0,0,0,2
8789,8887,2,0,0,2,0,3,3,1
8790,8888,4,3,4,3,3,3,3,1
8791,8889,3,3,4,4,4,4,4,3
8792,8890,0,0,0,4,2,3,3,0
8793,8891,2,3,3,3,3,2,0,2
8794,8893,2,2,3,2,3,4,3,2
8795,8894,3,4,4,4,4,4,4,4
8796,8895,2,4,3,3,3,3,3,4
8797,8896,0,0,0,0,0,0,2,0
8798,8897,4,4,4,2,2,3,3,4
8799,8898,2,1,2,3,2,3,2,2
8800,8899,0,3,3,0,2,1,1,2
8801,8900,0,0,0,0,1,0,0,3
8802,8901,0,3,0,0,0,0,0,0
8803,8902,3,2,2,3,3,4,3,3
8804,8903,1,0,0,0,0,0,0,0
8805,8904,3,4,4,4,4,4,3,3
8806,8905,3,4,4,4,4,4,4,4
8807,8906,2,3,0,2,0,0,3,2
8808,8907,3,2,3,2,4,3,3,2
8809,8908,2,2,3,3,3,3,4,2
8810,8909,2,2,3,2,2,3,4,3
8811,8910,2,3,4,4,4,4,3,4
8812,8911,3,3,3,3,3,3,3,2
8813,8912,4,3,3,3,3,4,3,3
8814,8913,2,1,0,4,4,4,4,4
8815,8914,3,4,4,4,4,4,3,3
8816,8915,0,0,0,2,0,2,0,0
8817,8916,4,4,4,4,4,4,4,4
8818,8917,0,2,2,3,4,3,3,3
8819,8918,2,4,0,4,4,4,0,4
8820,8919,3,3,4,4,4,4,4,4
8821,8920,3,3,4,4,3,3,4,3
8822,8921,3,2,2,4,3,3,4,3
8823,8922,3,4,4,4,4,4,4,4
8824,8923,2,4,4,4,3,3,3,4
8825,8924,4,4,4,4,4,3,4,4
8826,8925,2,2,4,3,2,4,3,4
8827,8926,4,4,4,3,4,4,4,4
8828,8927,3,3,4,4,4,4,4,3
8829,8928,4,3,4,4,4,4,4,3
8830,8929,0,2,2,2,2,4,2,4
8831,8930,3,4,3,3,4,4,3,4
8832,8931,0,0,2,3,4,4,4,3
8833,8932,4,4,4,4,4,4,4,3
8834,8933,4,4,4,3,4,3,4,3
8835,8934,3,3,4,4,4,4,3,2
8836,8935,3,3,4,3,3,4,4,3
8837,8936,4,4,3,2,3,4,3,1
8838,8937,4,4,2,3,4,3,4,0
8839,8938,0,2,2,3,2,3,2,3
8840,8939,4,4,4,4,4,4,4,3
8841,8940,3,3,4,4,4,4,4,4
8842,8941,4,3,4,4,4,4,4,4
8843,8942,4,4,4,4,4,3,4,4
8844,8943,3,3,3,0,3,3,3,3
8845,8944,2,3,2,2,3,3,3,4
8846,8945,3,4,4,4,4,2,4,2
8847,8946,3,4,3,4,4,4,3,4
8848,8947,4,2,3,3,4,4,4,3
8849,8948,3,4,4,4,4,3,4,4
8850,8949,2,3,2,1,2,3,3,2
8851,8950,4,4,4,4,4,4,4,4
8852,8951,3,3,4,3,2,2,4,4
8853,8952,4,4,4,3,3,3,3,3
8854,8953,0,3,4,4,0,3,3,2
8855,8954,0,0,3,0,0,0,0,1
8856,8955,4,4,4,4,4,4,4,4
8857,8956,3,3,4,4,4,4,4,3
8858,8957,3,4,4,4,4,4,4,4
8859,8958,0,0,0,0,0,0,1,2
8860,8959,4,4,3,3,4,4,4,4
8861,8960,3,3,3,2,3,4,4,3
8862,8961,2,3,3,2,4,4,3,3
8863,8962,0,2,2,3,3,4,3,3
8864,8963,4,4,4,4,4,4,4,4
8865,8964,4,4,4,3,3,3,4,4
8866,8965,4,4,4,4,4,4,4,4
8867,8966,3,3,4,4,4,3,4,4
8868,8967,3,3,3,0,3,3,4,4
8869,8968,4,4,4,3,2,0,3,2
8870,8969,0,2,0,0,0,0,1,0
8871,8970,4,4,4,4,4,4,4,4
8872,8971,0,0,1,2,4,4,2,2
8873,8972,3,4,4,4,4,2,2,3
8874,8973,1,0,4,3,3,3,3,1
8875,8974,3,3,3,3,3,2,3,4
8876,8975,2,2,4,2,3,3,4,3
8877,8976,3,4,4,4,4,4,4,4
8878,8977,3,4,2,1,4,0,1,3
8879,8978,4,4,0,4,3,3,4,4
8880,8979,0,2,2,0,2,0,2,1
8881,8980,3,4,3,3,1,3,3,2
8882,8981,2,2,3,3,4,2,0,2
8883,8982,3,3,4,4,4,4,4,3
8884,8983,2,2,3,2,2,2,3,2
8885,8984,3,2,4,2,4,3,4,1
8886,8985,4,3,4,3,4,4,4,4
8887,8986,3,4,1,2,3,3,4,3
8888,8987,0,2,4,2,2,2,3,2
8889,8988,4,4,4,4,4,4,4,4
8890,8989,0,0,0,0,2,1,3,0
8891,8990,3,2,3,4,3,3,2,3
8892,8991,4,4,4,4,4,3,3,1
8893,8992,0,0,0,0,0,0,0,0
8894,8993,4,4,2,4,3,4,4,4
8895,8994,4,4,4,4,4,4,4,3
8896,8995,4,4,4,4,4,4,4,4
8897,8996,4,4,4,4,4,4,4,4
8898,8997,3,3,3,4,4,4,4,3
8899,8998,0,2,2,3,3,3,3,3
8900,8999,0,0,0,0,0,0,0,0
8901,9000,4,4,4,4,4,3,4,4
8902,9001,3,3,3,3,3,2,4,2
8903,9002,4,3,4,4,3,4,4,3
8904,9003,0,0,0,2,1,2,2,2
8905,9004,2,1,1,3,4,3,3,3
8906,9005,2,2,3,2,4,2,2,3
8907,9006,3,3,0,0,1,1,2,3
8908,9007,3,3,4,3,4,4,4,2
8909,9008,2,4,4,4,4,4,4,4
8910,9009,4,4,3,4,4,4,4,4
8911,9010,3,3,4,2,3,2,0,3
8912,9011,1,2,4,3,4,3,4,2
8913,9012,3,0,3,4,3,4,4,3
8914,9013,0,1,0,2,3,3,3,4
8915,9014,4,4,4,4,4,4,4,4
8916,9015,0,3,0,2,2,2,2,2
8917,9016,2,0,3,3,2,3,2,3
8918,9017,4,4,4,4,4,4,4,4
8919,9018,2,2,2,0,3,3,3,2
8920,9019,4,4,2,4,4,4,4,3
8921,9020,0,0,0,0,0,0,0,0
8922,9021,0,0,0,0,0,0,0,2
8923,9022,4,4,4,4,4,4,4,2
8924,9023,0,0,0,0,0,2,2,0
8925,9024,4,4,4,4,4,4,4,3
8926,9025,2,3,3,3,4,4,3,4
8927,9026,0,0,0,0,0,0,0,0
8928,9027,4,4,4,3,4,4,3,4
8929,9028,4,4,3,4,3,4,3,3
8930,9029,2,4,4,4,4,4,3,3
8931,9030,4,4,3,4,3,3,3,3
8932,9031,4,4,4,4,3,3,3,3
8933,9032,2,1,2,3,0,2,0,0
8934,9033,4,4,2,3,4,4,3,2
8935,9035,4,4,4,3,4,4,4,3
8936,9036,0,4,3,4,3,2,2,2
8937,9037,2,4,3,2,2,3,3,3
8938,9038,3,2,4,3,4,3,4,4
8939,9039,4,4,4,4,4,4,4,4
8940,9040,4,4,3,3,2,2,3,0
8941,9041,0,0,0,0,2,3,0,0
8942,9042,0,0,0,0,0,0,0,2
8943,9043,4,4,4,3,3,4,4,4
8944,9044,3,4,3,3,3,1,2,0
8945,9045,3,4,4,4,4,3,2,3
8946,9046,0,3,3,3,3,1,3,3
8947,9047,3,0,0,0,0,0,0,2
8948,9048,1,0,4,4,4,4,2,3
8949,9049,4,4,4,3,4,3,4,4
8950,9050,0,0,0,0,0,0,0,0
8951,9051,2,3,2,3,3,3,4,0
8952,9052,4,3,4,2,4,4,4,4
8953,9053,0,0,0,2,1,0,2,1
8954,9054,2,2,2,3,4,2,3,2
8955,9055,3,4,4,4,4,4,4,4
8956,9056,4,0,4,4,4,4,4,4
8957,9058,4,4,4,4,4,4,3,4
8958,9059,3,3,4,4,4,4,4,4
8959,9060,4,3,0,3,0,1,0,2
8960,9061,4,4,4,4,4,3,4,4
8961,9062,2,2,2,1,2,1,3,3
8962,9063,2,3,3,3,2,1,3,0
8963,9064,0,2,0,1,1,2,4,3
8964,9065,1,2,2,2,3,2,2,2
8965,9066,4,3,0,4,4,3,2,3
8966,9067,3,3,3,4,3,4,4,4
8967,9068,0,2,0,3,0,3,0,0
8968,9069,3,4,4,3,4,3,3,2
8969,9070,4,3,4,4,4,3,2,3
8970,9071,3,3,4,4,4,4,4,3
8971,9072,3,4,4,4,4,4,4,4
8972,9073,3,4,4,4,4,4,3,3
8973,9074,0,2,2,3,2,3,4,3
8974,9075,0,0,3,3,4,3,4,3
8975,9076,3,3,2,3,3,2,2,3
8976,9077,4,4,4,3,4,3,3,3
8977,9078,4,4,4,4,3,4,4,3
8978,9079,3,3,3,3,3,2,4,2
8979,9080,4,4,3,4,4,3,4,3
8980,9081,4,3,4,4,4,3,4,3
8981,9082,4,3,4,3,4,4,4,3
8982,9083,3,3,3,4,3,4,3,4
8983,9084,0,0,0,2,2,3,0,2
8984,9085,3,3,3,3,2,0,3,2
8985,9086,0,2,2,2,3,3,3,3
8986,9087,2,3,4,4,4,3,4,3
8987,9088,3,3,4,4,4,4,4,4
8988,9089,0,0,0,3,2,2,0,1
8989,9090,4,3,3,3,4,3,3,4
8990,9091,4,4,4,4,4,4,3,1
8991,9092,2,2,2,0,3,3,4,3
8992,9093,3,2,0,2,2,2,3,3
8993,9094,4,4,4,4,4,4,4,4
8994,9095,2,2,3,3,3,4,4,4
8995,9096,3,3,4,4,4,4,4,4
8996,9097,3,1,1,3,4,1,3,3
8997,9098,3,3,3,4,2,4,4,4
8998,9099,3,4,3,4,4,3,4,3
8999,9100,0,0,2,0,0,0,2,2
9000,9101,2,3,3,3,4,2,3,3
9001,9102,2,0,0,2,3,3,3,0
9002,9103,4,4,4,0,2,3,3,4
9003,9104,0,2,0,2,1,2,1,0
9004,9105,4,4,4,4,4,4,4,4
9005,9106,0,0,0,3,2,3,3,3
9006,9107,2,2,2,2,4,0,3,3
9007,9108,0,3,0,0,0,0,0,0
9008,9109,4,3,4,4,3,3,3,4
9009,9110,3,3,4,4,4,4,4,4
9010,9111,4,4,4,4,4,4,4,4
9011,9112,2,0,0,3,1,0,0,4
9012,9113,3,3,1,2,0,2,2,2
9013,9114,0,2,0,3,3,2,3,3
9014,9115,4,4,3,4,4,4,3,3
9015,9116,4,4,4,4,4,4,4,4
9016,9117,4,4,4,3,4,4,3,4
9017,9118,3,2,3,3,2,3,3,2
9018,9119,4,2,3,4,4,3,4,4
9019,9120,0,0,0,0,1,1,1,1
9020,9121,4,2,1,0,0,0,0,4
9021,9122,1,3,3,4,3,4,4,4
9022,9123,4,4,3,4,4,4,4,4
9023,9124,0,0,0,0,0,0,0,0
9024,9125,3,4,3,3,0,2,3,3
9025,9126,2,2,1,1,4,2,3,2
9026,9127,4,4,4,4,4,4,4,4
9027,9128,3,3,3,3,4,4,4,2
9028,9129,3,4,3,3,3,3,4,3
9029,9130,0,0,2,2,0,0,0,0
9030,9131,0,2,4,3,3,3,3,3
9031,9132,3,3,3,3,0,2,2,0
9032,9133,2,0,0,0,0,0,0,4
9033,9134,2,3,4,3,3,4,4,4
9034,9135,3,0,3,3,4,2,3,4
9035,9136,4,3,2,2,1,0,3,2
9036,9137,1,2,0,2,2,0,0,3
9037,9138,2,0,1,3,0,0,2,2
9038,9140,4,4,4,3,4,2,4,4
9039,9141,1,1,3,0,0,2,2,2
9040,9142,3,4,3,4,4,4,4,4
9041,9143,2,3,2,3,2,4,4,4
9042,9144,2,3,3,4,3,4,3,3
9043,9145,0,3,0,2,3,2,3,0
9044,9146,3,3,2,4,3,3,4,4
9045,9147,0,0,0,0,0,0,0,0
9046,9148,3,3,4,2,3,2,3,3
9047,9149,2,2,2,2,2,4,4,2
9048,9150,2,4,2,0,3,3,4,4
9049,9151,3,4,3,4,4,3,4,4
9050,9152,4,4,3,3,4,4,4,4
9051,9153,1,2,2,0,1,0,3,1
9052,9154,2,3,3,3,4,4,4,4
9053,9155,3,3,4,3,2,3,3,2
9054,9156,2,4,0,2,3,1,3,3
9055,9157,2,3,4,4,4,4,3,3
9056,9158,4,4,4,3,3,3,3,1
9057,9159,4,4,4,4,4,4,4,3
9058,9160,2,3,4,0,0,3,1,2
9059,9161,4,1,2,0,2,2,2,3
9060,9162,2,0,0,0,0,0,0,0
9061,9163,4,4,4,4,4,4,4,4
9062,9164,4,4,4,4,4,4,4,4
9063,9165,2,0,0,1,0,3,0,0
9064,9166,4,4,4,4,3,4,4,3
9065,9167,0,0,0,0,0,2,0,0
9066,9168,2,3,4,3,3,4,4,3
9067,9169,2,0,0,4,3,4,3,2
9068,9170,2,2,2,1,2,0,1,0
9069,9171,0,3,0,0,3,2,3,3
9070,9172,4,4,2,3,4,4,4,4
9071,9173,4,4,4,4,4,4,4,4
9072,9174,3,2,3,3,2,2,3,3
9073,9175,4,4,2,4,4,4,4,3
9074,9176,3,4,3,3,2,4,3,4
9075,9177,3,3,3,4,4,4,4,4
9076,9178,3,2,3,4,3,3,2,3
9077,9179,1,4,4,0,3,3,3,0
9078,9180,2,0,3,2,2,3,4,4
9079,9181,4,2,4,4,4,4,3,3
9080,9182,4,4,4,4,4,4,4,4
9081,9183,3,2,3,2,3,4,4,3
9082,9184,3,4,3,4,4,4,3,4
9083,9185,4,3,4,3,2,4,3,3
9084,9186,3,3,1,0,2,4,4,3
9085,9187,3,2,3,2,2,3,2,1
9086,9188,4,2,3,3,3,2,2,0
9087,9189,3,2,2,2,3,2,4,3
9088,9190,3,3,3,3,3,4,3,3
9089,9191,3,2,4,4,4,4,4,4
9090,9192,3,3,3,3,3,3,3,3
9091,9193,3,3,1,2,3,3,3,2
9092,9194,4,3,3,4,4,4,4,4
9093,9195,2,2,4,3,2,4,4,3
9094,9196,4,2,0,0,2,3,0,2
9095,9197,3,3,4,3,4,4,3,4
9096,9198,0,0,0,0,1,0,0,0
9097,9199,3,3,4,3,3,3,3,3
9098,9200,2,3,3,3,3,4,3,2
9099,9201,4,4,4,4,4,4,3,4
9100,9202,2,2,3,4,3,4,4,4
9101,9203,3,3,3,3,4,4,4,4
9102,9204,0,2,3,3,3,2,3,3
9103,9205,4,4,4,4,4,4,4,4
9104,9206,4,4,4,4,4,4,4,4
9105,9207,4,3,3,3,3,4,3,3
9106,9208,3,2,3,4,2,4,3,2
9107,9209,2,3,4,3,4,3,3,3
9108,9210,4,3,4,3,3,2,3,3
9109,9211,4,3,2,3,3,3,4,4
9110,9212,3,4,2,2,3,4,4,3
9111,9213,4,4,4,4,4,4,4,3
9112,9214,4,3,0,4,4,3,4,3
9113,9215,3,3,3,4,2,3,4,2
9114,9216,4,4,3,3,3,2,3,2
9115,9217,0,2,2,1,4,1,2,2
9116,9218,3,4,3,4,3,4,3,2
9117,9219,0,0,0,0,0,0,0,0
9118,9220,3,3,3,3,3,2,1,2
9119,9221,2,4,4,4,4,4,4,4
9120,9222,2,3,1,3,4,3,4,2
9121,9223,4,4,3,4,4,4,3,3
9122,9224,0,0,0,0,0,0,0,0
9123,9225,4,4,3,4,3,4,4,3
9124,9226,4,4,4,4,4,4,4,4
9125,9227,3,4,4,3,1,3,4,3
9126,9228,4,3,4,3,3,2,4,4
9127,9229,3,3,2,4,3,2,4,4
9128,9230,0,0,0,2,2,1,0,1
9129,9231,4,4,4,4,4,2,0,1
9130,9232,2,3,3,3,3,0,2,2
9131,9233,3,3,3,4,4,4,4,4
9132,9234,2,3,3,4,3,4,4,4
9133,9235,0,0,0,2,4,4,4,4
9134,9236,4,3,3,3,4,4,4,4
9135,9237,4,1,3,2,4,4,4,2
9136,9238,4,4,4,4,4,4,4,4
9137,9239,3,2,3,2,3,3,2,3
9138,9240,4,4,4,3,3,4,4,4
9139,9241,2,0,2,2,2,2,1,2
9140,9242,2,3,2,3,4,3,3,4
9141,9243,4,4,3,4,3,4,3,3
9142,9244,2,0,2,3,0,2,2,0
9143,9245,4,4,4,4,4,4,4,4
9144,9246,2,2,3,3,3,3,2,3
9145,9247,3,4,4,2,3,2,2,0
9146,9248,3,4,3,4,2,2,3,2
9147,9249,3,3,3,3,4,3,3,3
9148,9250,0,0,4,2,2,2,3,3
9149,9251,4,3,2,2,2,3,3,2
9150,9252,1,0,4,3,2,3,3,2
9151,9253,4,4,4,4,4,3,3,2
9152,9254,2,2,2,2,3,4,4,4
9153,9255,3,3,4,4,4,4,4,4
9154,9256,0,1,2,2,3,2,3,2
9155,9257,4,2,0,4,3,0,4,4
9156,9258,3,4,4,3,3,3,3,2
9157,9259,2,4,4,4,3,4,2,2
9158,9260,3,3,3,3,3,4,4,3
9159,9261,4,4,4,4,4,4,4,3
9160,9262,3,2,3,4,4,4,3,4
9161,9263,2,2,4,2,1,2,2,2
9162,9264,4,3,4,3,4,4,4,4
9163,9265,2,4,3,4,4,4,4,4
9164,9266,2,2,1,2,0,2,1,0
9165,9267,4,4,4,4,3,4,4,4
9166,9268,1,2,4,4,2,4,4,4
9167,9269,4,4,3,4,4,3,3,3
9168,9270,3,4,2,2,3,3,4,2
9169,9271,0,2,2,0,3,0,0,3
9170,9272,0,2,2,0,2,0,2,0
9171,9273,3,3,4,3,4,2,4,4
9172,9274,4,4,4,4,4,2,4,3
9173,9275,2,2,3,4,4,3,3,2
9174,9276,4,4,4,4,4,3,4,4
9175,9277,4,3,4,4,3,4,4,3
9176,9278,4,2,4,3,4,4,3,3
9177,9279,0,0,0,0,0,0,0,0
9178,9280,4,2,4,3,4,4,4,4
9179,9281,0,2,1,3,2,2,2,2
9180,9282,0,3,3,3,4,4,3,3
9181,9283,0,0,0,0,0,0,0,0
9182,9284,4,4,4,4,4,4,4,4
9183,9285,4,2,4,2,2,3,3,3
9184,9286,4,3,3,4,4,4,4,4
9185,9287,2,3,3,4,4,2,4,4
9186,9288,1,2,2,3,3,1,4,3
9187,9289,3,3,3,3,3,3,3,3
9188,9290,3,3,2,3,4,4,4,3
9189,9291,3,0,0,0,0,0,0,2
9190,9292,2,2,3,1,3,2,3,2
9191,9293,0,2,0,2,3,2,0,2
9192,9294,4,3,4,3,3,3,3,3
9193,9295,0,4,4,4,4,4,4,3
9194,9296,0,4,4,2,4,3,3,4
9195,9297,3,3,4,4,4,4,4,2
9196,9298,2,2,1,2,2,2,3,2
9197,9299,3,2,3,3,3,4,2,3
9198,9300,4,4,4,4,3,3,3,3
9199,9301,3,3,3,3,3,4,4,2
9200,9302,2,4,3,3,4,0,4,2
9201,9303,3,3,4,3,4,3,4,3
9202,9304,4,1,3,2,4,4,4,4
9203,9305,0,3,3,4,3,3,3,4
9204,9306,3,3,3,4,4,3,3,2
9205,9307,1,4,4,4,4,4,4,4
9206,9308,3,3,2,3,4,1,4,2
9207,9309,0,2,0,3,4,0,0,0
9208,9310,2,0,0,3,3,3,3,3
9209,9311,0,0,0,0,2,2,0,2
9210,9312,4,4,1,3,4,4,4,3
9211,9313,3,3,3,4,3,3,4,3
9212,9314,3,4,3,3,3,2,4,3
9213,9315,4,4,2,3,4,4,3,2
9214,9316,2,3,0,3,3,4,4,2
9215,9317,3,3,2,3,4,3,3,2
9216,9318,2,0,2,3,3,3,4,3
9217,9319,4,3,3,3,3,3,3,3
9218,9320,0,0,4,0,3,2,0,1
9219,9321,3,4,3,4,4,4,4,4
9220,9322,0,0,0,0,0,0,0,0
9221,9323,0,0,0,0,0,0,0,0
9222,9324,3,3,3,3,4,3,4,4
9223,9325,4,4,4,4,4,4,3,2
9224,9326,4,2,2,2,3,3,4,2
9225,9327,4,4,4,4,4,3,4,3
9226,9328,2,4,2,4,2,4,3,2
9227,9329,3,1,2,3,2,4,2,3
9228,9330,3,3,3,4,4,4,4,3
9229,9331,3,3,0,4,4,3,4,3
9230,9332,0,0,0,0,0,0,0,0
9231,9333,4,1,2,4,4,4,4,4
9232,9334,2,4,2,3,3,0,0,3
9233,9335,2,3,4,3,3,2,4,3
9234,9337,2,2,3,3,3,2,3,3
9235,9339,3,4,2,3,4,3,4,3
9236,9340,4,4,4,4,4,4,3,4
9237,9341,2,2,2,1,2,2,3,2
9238,9342,4,4,3,3,4,4,4,4
9239,9343,2,3,3,3,4,3,2,3
9240,9344,4,3,4,3,4,2,3,2
9241,9345,3,3,4,3,4,4,4,4
9242,9346,2,3,2,3,3,2,3,2
9243,9347,3,3,4,3,4,4,4,3
9244,9348,4,4,4,4,4,4,3,4
9245,9349,2,3,4,4,4,4,3,2
9246,9350,0,0,0,2,4,2,3,1
9247,9351,3,4,4,4,3,3,3,3
9248,9352,3,3,3,4,4,4,3,2
9249,9353,3,3,4,4,2,4,4,3
9250,9354,3,4,3,4,3,4,4,4
9251,9355,4,4,4,4,4,4,4,3
9252,9356,3,1,3,2,0,4,2,3
9253,9357,3,4,3,4,3,3,3,2
9254,9358,4,4,4,3,3,4,4,4
9255,9359,2,3,2,3,4,2,4,4
9256,9360,3,4,4,3,3,4,3,2
9257,9361,4,3,4,3,3,2,4,3
9258,9362,3,4,4,4,4,4,4,4
9259,9363,2,0,3,2,3,4,3,3
9260,9364,4,3,3,2,3,3,4,3
9261,9365,0,2,2,0,1,0,2,2
9262,9366,3,2,3,4,3,4,4,3
9263,9367,3,3,4,4,2,3,4,3
9264,9368,4,3,3,3,4,3,3,3
9265,9369,3,4,3,2,4,3,3,2
9266,9370,3,4,4,3,3,4,3,4
9267,9371,3,4,0,2,4,2,0,3
9268,9372,2,3,2,3,0,2,3,2
9269,9373,4,4,4,4,4,4,4,4
9270,9374,0,3,0,3,2,1,4,3
9271,9375,3,2,3,2,3,4,3,4
9272,9376,3,4,3,4,4,4,3,3
9273,9377,0,0,0,0,0,0,0,0
9274,9378,2,3,3,3,4,3,4,3
9275,9379,3,4,4,4,4,4,4,4
9276,9380,3,3,3,4,4,4,3,4
9277,9381,4,3,4,4,4,4,4,4
9278,9382,4,4,4,4,4,4,4,4
9279,9383,2,2,1,1,3,2,3,2
9280,9384,2,4,4,3,3,3,3,3
9281,9385,0,0,0,0,0,0,0,2
9282,9386,4,4,4,4,4,4,4,4
9283,9387,2,2,4,3,3,2,2,4
9284,9388,4,2,4,4,4,4,3,4
9285,9389,3,3,3,4,4,4,4,4
9286,9390,1,1,2,2,2,3,3,3
9287,9391,3,0,0,1,3,3,2,3
9288,9392,4,3,4,4,4,4,4,4
9289,9393,3,2,3,4,4,4,4,4
9290,9394,2,0,2,3,4,3,4,4
9291,9395,3,3,3,3,3,2,3,3
9292,9396,4,4,4,3,4,4,4,4
9293,9397,4,4,4,4,3,3,4,4
9294,9398,3,4,2,3,4,4,3,4
9295,9399,2,0,0,2,2,2,2,2
9296,9400,2,3,2,2,3,3,4,4
9297,9401,0,0,0,0,0,0,0,3
9298,9402,4,4,4,4,4,4,4,3
9299,9403,3,3,4,4,3,3,1,2
9300,9404,2,0,0,3,3,4,3,3
9301,9405,0,0,2,2,2,2,3,2
9302,9406,3,3,4,3,4,4,4,3
9303,9407,4,4,4,4,4,4,4,4
9304,9408,3,4,4,4,4,4,4,4
9305,9409,2,2,4,3,3,3,3,4
9306,9410,1,2,3,3,3,3,3,3
9307,9411,2,4,2,2,0,3,3,3
9308,9412,4,4,4,1,4,4,3,3
9309,9413,4,4,4,4,4,4,4,4
9310,9414,3,3,2,2,3,4,3,0
9311,9415,4,4,4,4,4,4,4,4
9312,9416,3,3,0,3,1,3,2,2
9313,9417,3,3,3,3,3,3,3,4
9314,9418,4,3,3,4,3,3,3,4
9315,9419,3,4,4,3,3,3,3,3
9316,9420,4,3,2,2,3,3,2,2
9317,9421,4,4,3,4,4,4,4,4
9318,9422,0,0,0,3,2,1,2,0
9319,9423,4,3,4,4,4,4,4,4
9320,9424,2,0,2,3,0,2,4,3
9321,9425,4,3,3,4,4,3,4,3
9322,9426,3,3,3,4,4,4,4,4
9323,9427,4,4,4,3,4,4,3,4
9324,9428,1,3,4,4,4,4,4,4
9325,9429,2,2,0,0,1,0,0,0
9326,9430,4,3,4,4,4,4,4,4
9327,9431,3,4,4,4,4,4,4,4
9328,9432,4,4,4,4,1,3,3,0
9329,9433,4,2,4,3,2,3,4,4
