,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8
11719,11876,4,4,3,3,3,3,3,3
11720,11877,3,2,2,2,2,2,3,2
11721,11878,2,2,3,1,3,3,3,2
11722,11879,1,2,1,1,2,1,1,2
11723,11880,3,4,3,4,4,3,3,4
11724,11881,2,2,3,3,3,2,3,1
11725,11882,2,2,2,1,1,3,2,2
11726,11883,3,3,4,3,3,2,3,3
11727,11884,3,3,3,3,3,3,2,3
11728,11885,2,2,3,2,2,2,2,2
11729,11886,3,3,2,2,2,2,2,2
11730,11887,1,1,1,1,1,1,1,1
11731,11888,3,3,3,2,2,2,2,3
11732,11889,2,1,0,2,2,2,1,1
11733,11890,3,4,3,4,3,4,4,4
11734,11891,2,2,1,2,2,1,3,2
11735,11892,4,4,4,4,4,4,3,4
11736,11893,4,3,2,3,3,2,3,3
11737,11895,0,1,0,1,1,0,0,0
11738,11896,1,3,2,2,1,1,2,2
11739,11897,2,2,1,3,3,2,2,1
11740,11898,0,1,0,0,0,0,2,0
11741,11899,3,3,3,3,3,3,3,3
11742,11900,3,1,1,2,0,2,2,1
11743,11901,2,2,2,3,3,3,2,3
11744,11902,2,2,2,2,2,2,3,3
11745,11903,4,4,4,4,4,4,4,4
11746,11904,1,2,1,1,1,1,1,1
11747,11905,4,4,4,4,4,4,4,4
11748,11906,1,1,1,1,2,1,2,1
11749,11907,2,2,2,2,2,2,2,2
11750,11908,2,2,2,4,2,1,3,1
11751,11909,3,3,3,4,3,4,3,3
11752,11910,3,3,2,2,2,2,3,3
11753,11911,3,3,3,4,3,3,3,3
11754,11912,2,2,2,3,2,2,2,2
11755,11913,4,4,4,4,4,4,4,4
11756,11914,3,2,2,2,2,2,2,2
11757,11915,1,1,1,1,0,1,1,1
11758,11916,1,0,0,1,0,0,0,0
11759,11917,1,1,3,3,3,3,3,2
11760,11918,1,2,1,1,2,3,1,2
11761,11919,2,1,1,1,0,1,1,0
11762,11920,2,2,3,2,3,1,3,3
11763,11921,3,4,3,3,3,4,4,2
11764,11922,3,4,4,3,4,3,4,4
11765,11923,2,1,2,2,1,2,2,2
11766,11924,4,4,4,4,4,4,4,4
11767,11925,1,1,1,3,2,2,2,2
11768,11926,2,1,1,1,2,2,1,2
11769,11927,4,3,3,3,3,2,3,3
11770,11928,3,4,3,4,3,1,3,2
11771,11929,2,2,2,3,2,3,3,4
11772,11930,0,1,2,1,1,1,1,2
11773,11931,1,2,1,1,1,2,1,1
11774,11932,3,3,3,3,3,3,3,3
11775,11933,3,3,3,3,3,3,3,2
11776,11934,3,4,4,4,4,3,3,4
11777,11935,4,4,4,4,4,3,4,3
11778,11936,2,2,3,2,2,3,1,2
11779,11937,0,0,2,2,1,3,2,2
11780,11938,3,2,1,2,2,2,1,1
11781,11939,0,0,1,1,0,0,1,0
11782,11940,2,2,3,2,2,3,2,2
11783,11941,3,3,3,3,3,3,4,4
11784,11942,1,0,1,0,2,0,1,1
11785,11943,4,4,4,4,4,4,4,4
11786,11944,2,1,1,1,2,1,1,1
11787,11945,2,1,2,2,2,2,2,2
11788,11946,0,0,0,0,0,0,1,0
11789,11947,2,1,1,1,1,1,1,1
11790,11948,4,4,4,4,3,4,4,4
11791,11949,2,1,1,2,3,2,0,1
11792,11950,1,2,2,1,0,2,3,3
11793,11952,1,3,2,2,1,2,2,2
11794,11953,1,2,2,3,2,2,2,2
11795,11954,1,2,1,2,2,2,2,2
11796,11955,2,3,2,3,2,4,2,2
11797,11956,2,3,3,3,2,3,3,2
11798,11957,1,1,1,1,1,1,1,1
11799,11958,2,2,2,2,3,2,3,2
11800,11959,3,3,3,3,4,4,4,3
11801,11960,1,1,2,1,1,1,2,2
11802,11961,4,4,4,4,4,4,4,4
11803,11962,0,2,2,2,2,2,2,2
11804,11963,1,2,1,3,1,2,1,1
11805,11964,2,3,3,3,3,3,3,3
11806,11965,4,3,3,4,3,4,2,4
11807,11966,4,4,4,4,4,4,4,4
11808,11967,3,3,3,2,3,2,3,2
11809,11968,2,2,3,2,2,2,2,2
11810,11969,2,1,2,2,0,2,1,1
11811,11970,3,4,4,4,3,3,4,3
11812,11971,3,2,2,3,3,2,3,3
11813,11972,3,2,2,2,1,2,2,2
11814,11973,1,1,2,2,1,1,2,2
11815,11974,0,1,1,0,0,1,1,0
11816,11975,1,1,1,1,1,1,1,1
11817,11976,1,3,2,2,2,2,2,2
11818,11977,2,1,2,1,3,3,1,1
11819,11978,2,1,1,1,1,1,1,1
11820,11979,2,3,3,3,3,3,3,3
11821,11980,4,3,2,2,3,3,3,1
11822,11981,1,1,3,2,2,3,3,2
11823,11982,1,1,1,1,1,1,2,2
11824,11983,0,1,0,0,0,0,0,0
11825,11984,1,1,0,1,1,1,1,1
11826,11985,3,3,2,2,2,2,3,2
11827,11986,2,1,2,1,1,3,1,1
11828,11987,3,4,4,4,4,4,4,4
11829,11988,3,3,3,2,3,2,3,3
11830,11989,3,3,2,2,1,2,2,1
11831,11990,1,1,2,3,1,1,1,1
11832,11991,3,2,2,3,2,3,1,3
11833,11992,0,1,0,1,1,1,1,1
11834,11993,3,2,1,2,2,2,1,1
11835,11994,1,1,1,1,2,2,1,2
11836,11995,3,1,2,2,2,2,2,2
11837,11996,3,2,3,2,2,1,2,2
11838,11997,2,1,2,1,3,3,3,3
11839,11998,1,1,1,1,1,1,0,0
11840,11999,2,0,2,2,2,2,1,2
11841,12000,2,1,1,0,1,0,0,0
11842,12001,2,0,1,1,0,0,0,1
11843,12002,0,1,0,1,0,0,1,1
11844,12003,4,3,4,3,4,4,4,4
11845,12004,2,1,2,1,1,3,3,3
11846,12005,3,3,4,3,4,4,4,3
11847,12006,4,4,4,4,4,4,4,4
11848,12007,3,3,3,3,3,4,3,3
11849,12008,4,2,3,3,3,3,1,3
11850,12009,4,4,4,4,4,4,4,4
11851,12010,2,2,2,2,1,2,2,3
11852,12011,3,3,3,2,1,3,2,2
11853,12012,1,2,2,3,2,2,2,1
11854,12013,3,4,4,4,4,3,4,3
11855,12014,2,1,2,2,2,2,2,2
11856,12015,1,1,1,0,0,1,2,0
11857,12016,2,2,1,2,3,2,3,3
11858,12017,3,3,4,3,3,3,4,2
11859,12018,0,0,1,0,0,0,0,1
11860,12019,4,3,3,3,3,3,3,3
11861,12020,0,1,1,1,2,1,1,1
11862,12021,2,1,1,2,1,1,2,2
11863,12022,0,2,2,3,1,1,1,1
11864,12023,2,3,3,3,3,3,3,3
11865,12024,3,3,2,3,3,3,3,3
11866,12025,3,3,3,2,2,3,4,3
11867,12026,0,1,1,1,1,1,0,0
11868,12027,2,3,3,3,2,2,3,2
11869,12028,2,2,2,2,2,2,1,2
11870,12029,0,0,1,1,2,2,0,0
11871,12030,4,4,3,4,4,4,4,4
11872,12031,3,3,3,2,3,2,2,3
11873,12032,3,3,2,3,2,2,1,0
11874,12033,4,4,3,4,4,4,4,4
11875,12034,4,4,4,4,4,4,4,4
11876,12035,3,2,3,2,2,2,2,2
11877,12036,3,4,3,4,4,4,4,4
11878,12037,4,4,4,4,4,4,4,4
11879,12038,3,4,4,4,4,4,4,4
11880,12039,1,1,1,1,1,1,1,2
11881,12040,2,2,3,3,2,3,2,2
11882,12041,2,2,3,3,1,2,2,3
11883,12042,3,3,3,3,3,3,4,3
11884,12043,3,3,3,4,3,4,4,4
11885,12044,3,3,3,3,3,3,3,3
11886,12045,2,2,2,2,3,2,2,3
11887,12046,2,2,3,3,1,3,3,1
11888,12047,0,1,1,0,0,2,1,0
11889,12048,2,2,2,2,2,2,3,3
11890,12049,2,2,3,3,2,2,2,2
11891,12050,1,1,1,1,2,1,2,3
11892,12051,1,1,0,1,1,1,1,1
11893,12052,3,3,4,4,4,4,4,4
11894,12053,2,2,3,3,3,3,3,3
11895,12054,3,3,2,3,3,3,3,3
11896,12055,2,3,2,3,3,2,2,3
11897,12056,2,2,3,3,3,3,3,3
11898,12057,1,0,0,1,1,0,0,1
11899,12058,4,3,4,3,4,4,4,4
11900,12059,1,2,1,1,2,2,2,2
11901,12060,3,4,4,4,4,4,4,3
11902,12061,1,2,1,1,1,1,1,2
11903,12062,0,1,0,1,0,1,2,2
11904,12063,1,1,1,2,2,2,0,1
11905,12064,3,4,3,4,4,4,4,3
11906,12065,2,2,2,3,1,2,2,1
11907,12066,0,1,2,2,1,2,2,1
11908,12067,1,2,1,1,1,1,0,2
11909,12068,1,1,1,2,2,2,2,2
11910,12069,3,3,3,4,4,4,4,3
11911,12070,1,1,1,1,1,1,1,1
11912,12071,2,2,2,3,3,3,3,3
11913,12072,1,1,1,1,1,1,1,1
11914,12073,4,4,4,4,4,4,4,4
11915,12074,3,3,3,3,3,3,3,2
11916,12075,4,4,3,4,4,4,4,4
11917,12076,1,1,0,1,4,1,1,1
11918,12078,3,3,3,3,3,3,3,3
11919,12079,4,4,4,4,3,3,4,3
11920,12080,2,2,1,2,2,2,2,2
11921,12081,3,4,4,4,4,4,4,4
11922,12082,2,2,1,2,2,2,1,3
11923,12083,0,0,0,0,0,1,1,0
11924,12084,4,4,3,4,4,4,4,4
11925,12085,4,4,4,4,4,4,4,4
11926,12086,1,1,1,2,1,2,2,2
11927,12087,1,1,1,2,1,2,1,1
11928,12088,1,0,0,1,0,1,0,1
11929,12089,2,2,2,1,3,2,2,1
11930,12090,3,3,3,3,3,4,3,3
11931,12091,2,1,1,1,1,1,2,1
11932,12092,1,1,1,1,1,1,1,1
11933,12093,3,4,3,4,3,3,3,4
11934,12094,2,3,2,3,3,3,2,3
11935,12095,2,3,2,4,4,4,4,3
11936,12096,0,1,1,2,1,1,1,1
11937,12097,2,2,2,1,2,1,2,2
11938,12098,1,0,0,1,0,1,1,1
11939,12099,2,1,1,1,1,3,1,1
11940,12100,3,3,2,3,4,4,4,3
11941,12101,3,3,4,3,3,3,3,3
11942,12102,3,3,3,3,3,2,2,3
11943,12103,2,1,2,1,2,2,1,1
11944,12104,2,1,1,2,1,1,1,1
11945,12105,3,2,2,2,2,2,2,2
11946,12106,0,1,1,1,0,0,3,1
11947,12107,3,3,3,3,3,3,3,3
11948,12108,2,1,1,2,2,2,1,1
11949,12109,3,2,3,2,3,2,2,2
11950,12110,4,4,4,4,3,4,3,3
11951,12111,3,3,3,3,3,3,2,2
11952,12112,2,2,3,2,1,1,3,0
11953,12113,1,0,1,2,1,1,2,1
11954,12114,3,2,1,3,2,4,3,3
11955,12115,0,0,2,0,1,0,2,2
11956,12116,4,4,3,4,3,3,3,3
11957,12117,1,0,2,0,0,2,1,0
11958,12118,3,4,3,3,3,3,3,2
11959,12119,1,1,2,2,1,1,1,2
11960,12120,2,2,3,3,3,3,3,2
11961,12121,1,2,2,1,1,2,2,1
11962,12122,3,2,3,2,2,2,3,3
11963,12123,3,3,1,3,2,3,3,2
11964,12124,2,2,2,2,2,3,2,3
11965,12125,1,1,1,2,1,2,1,2
11966,12126,4,3,3,4,0,0,3,3
11967,12127,4,4,4,4,4,3,3,3
11968,12128,2,1,1,2,1,2,2,2
11969,12129,3,4,4,4,4,4,4,3
11970,12130,1,0,2,1,3,2,2,3
11971,12131,2,2,2,2,2,1,2,2
11972,12132,4,4,4,3,3,4,3,4
11973,12133,4,4,4,4,3,4,4,4
11974,12134,3,3,3,3,3,4,3,3
11975,12135,4,4,4,4,4,4,4,4
11976,12137,0,0,1,0,1,0,0,1
11977,12138,3,3,3,4,3,3,3,3
11978,12139,4,4,3,4,4,3,3,3
11979,12140,4,4,4,4,4,4,4,4
11980,12141,0,0,0,1,0,0,0,0
11981,12142,0,3,1,3,1,3,1,2
11982,12143,2,0,1,1,1,1,1,1
11983,12144,3,2,2,1,2,2,2,2
11984,12145,4,4,3,3,4,4,4,4
11985,12146,3,3,3,3,4,3,3,4
11986,12147,4,4,3,4,4,4,4,3
11987,12148,3,3,3,3,3,3,3,3
11988,12149,3,2,1,1,1,2,2,2
11989,12150,2,0,0,0,2,1,1,1
11990,12151,4,4,4,4,4,4,4,4
11991,12152,1,1,1,1,2,2,2,1
11992,12153,2,2,1,2,2,2,2,1
11993,12154,2,2,2,2,3,2,2,3
11994,12155,2,3,2,2,3,3,3,3
11995,12156,1,1,1,0,2,1,0,1
11996,12157,4,4,4,4,4,4,4,4
11997,12158,4,3,3,3,3,4,3,3
11998,12159,3,2,2,1,1,2,1,2
11999,12160,1,1,2,1,1,2,1,1
12000,12161,1,2,1,2,1,2,2,1
12001,12162,1,2,3,3,3,3,3,3
12002,12163,0,0,0,0,0,0,1,1
12003,12164,0,1,1,2,1,1,2,0
12004,12165,2,2,3,3,3,2,2,1
12005,12167,3,3,3,3,3,3,3,2
12006,12168,4,3,2,3,2,3,3,2
12007,12169,3,3,3,3,3,3,2,2
12008,12170,3,3,3,2,3,3,3,2
12009,12171,3,3,3,3,3,3,3,3
12010,12172,1,2,1,1,2,1,1,0
12011,12173,2,3,3,4,3,3,3,2
12012,12174,2,0,0,1,0,0,1,2
12013,12175,3,3,4,3,3,3,3,3
12014,12176,2,1,0,0,1,1,0,2
12015,12177,4,4,3,4,3,4,4,3
12016,12178,2,2,2,2,3,2,2,2
12017,12179,2,1,2,2,3,2,2,2
12018,12180,3,3,2,3,2,3,2,2
12019,12181,1,2,2,3,2,2,4,2
12020,12183,2,0,2,1,3,2,2,2
12021,12184,1,1,1,2,1,1,1,1
12022,12185,1,0,1,1,2,1,0,1
12023,12186,4,4,4,4,3,4,3,3
12024,12187,2,2,2,3,1,1,1,2
12025,12188,1,1,0,1,1,1,1,1
12026,12189,2,3,2,1,1,1,1,2
12027,12190,3,3,3,3,3,4,3,3
12028,12191,4,4,4,4,4,4,4,4
12029,12192,2,3,3,3,2,3,3,3
12030,12193,1,2,2,2,3,3,2,1
12031,12194,2,3,3,3,3,3,2,3
12032,12195,0,0,1,1,1,1,1,1
12033,12196,1,1,1,1,1,1,0,0
12034,12197,2,2,0,1,1,2,1,1
12035,12198,1,2,2,2,2,2,2,1
12036,12199,1,1,1,0,1,1,0,0
12037,12200,4,4,4,4,4,4,4,4
12038,12201,1,3,1,2,1,1,0,2
12039,12202,2,2,3,2,3,2,2,2
12040,12203,4,4,4,4,4,3,4,4
12041,12204,1,1,2,1,1,2,1,2
12042,12205,3,3,3,3,1,3,3,1
12043,12206,4,4,4,4,4,4,4,4
12044,12207,2,4,3,3,3,3,3,4
12045,12208,4,3,4,4,4,4,4,4
12046,12209,1,1,2,2,1,1,1,2
12047,12210,4,4,3,4,3,3,3,3
12048,12211,4,4,4,4,4,3,3,2
12049,12212,3,4,4,4,4,4,4,4
12050,12213,3,3,2,3,2,2,3,2
12051,12214,4,4,4,4,3,4,4,3
12052,12215,2,3,3,2,3,3,3,3
12053,12216,1,1,1,1,0,1,1,1
12054,12217,2,1,2,1,2,1,1,1
12055,12218,4,4,4,4,4,4,4,4
12056,12219,4,4,3,4,3,4,4,4
12057,12220,2,2,2,2,2,2,1,2
12058,12221,4,4,4,4,4,4,4,4
12059,12222,3,3,3,3,3,2,3,2
12060,12223,2,2,2,2,3,2,2,2
12061,12224,2,3,3,2,0,3,3,4
12062,12225,2,2,2,3,3,3,2,3
12063,12226,4,4,4,4,4,4,4,4
12064,12227,2,1,2,2,2,2,3,0
12065,12228,3,3,3,3,3,4,3,3
12066,12229,0,2,3,3,2,1,3,2
12067,12230,4,4,4,4,4,4,4,4
12068,12231,3,2,1,2,1,2,2,1
12069,12232,3,2,1,1,1,2,1,1
12070,12233,2,2,2,2,2,2,3,4
12071,12234,1,1,0,0,0,1,1,2
12072,12235,1,2,2,2,2,2,2,1
12073,12236,2,3,3,2,3,3,3,3
12074,12237,3,3,3,3,4,3,3,4
12075,12238,1,1,0,1,2,1,0,1
12076,12239,3,4,4,4,3,3,3,3
12077,12240,4,4,4,4,3,4,4,4
12078,12241,4,4,4,4,4,4,3,3
12079,12243,2,2,1,2,3,2,2,1
12080,12244,2,2,2,2,3,3,3,2
12081,12245,1,1,2,2,1,1,2,1
12082,12246,2,3,2,3,2,2,2,3
12083,12247,2,2,2,2,3,3,2,1
12084,12248,1,1,0,0,1,2,1,1
12085,12249,0,4,2,3,3,3,2,2
12086,12250,0,3,4,3,2,3,4,3
12087,12251,1,0,2,0,1,1,1,1
12088,12252,2,2,2,2,2,3,2,2
12089,12254,1,1,1,0,0,1,0,1
12090,12255,3,3,3,4,4,4,4,4
12091,12256,3,3,3,3,2,3,3,3
12092,12257,1,0,1,1,2,1,1,1
12093,12258,1,1,2,1,2,1,1,1
12094,12259,3,4,4,4,4,4,4,4
12095,12260,2,3,3,2,2,2,3,2
12096,12261,0,1,1,1,1,0,1,1
12097,12262,1,0,2,1,3,2,2,1
12098,12263,3,3,2,2,2,2,3,3
12099,12264,3,3,4,4,4,3,3,3
12100,12265,1,1,2,2,2,2,1,2
12101,12266,2,1,1,1,1,0,1,2
12102,12267,3,3,2,2,3,3,3,3
12103,12268,4,4,4,4,4,4,4,4
12104,12269,2,2,3,2,3,3,2,3
12105,12270,3,2,3,2,3,3,3,3
12106,12271,1,2,1,1,2,2,1,1
12107,12272,2,2,2,2,2,2,2,2
12108,12273,3,3,3,3,3,3,3,3
12109,12275,2,3,2,2,2,2,2,2
12110,12276,4,3,3,4,3,4,3,3
12111,12277,3,3,3,3,3,2,2,3
12112,12278,1,1,0,0,0,1,1,1
12113,12279,1,1,1,1,1,2,2,2
12114,12280,2,1,2,2,1,1,1,0
12115,12281,1,1,2,1,2,1,2,1
12116,12282,3,3,3,3,4,3,4,4
12117,12283,1,3,3,2,2,2,2,1
12118,12284,0,0,1,0,1,1,1,1
12119,12285,1,1,1,1,0,1,1,1
12120,12286,0,1,3,1,2,2,1,1
12121,12287,1,1,1,1,2,0,1,2
12122,12288,2,2,2,2,2,2,2,2
12123,12289,4,4,3,3,3,3,3,3
12124,12290,4,3,4,3,3,3,3,3
12125,12292,2,3,3,3,1,2,1,2
12126,12293,2,1,2,2,1,1,2,1
12127,12294,3,3,2,2,1,2,2,1
12128,12295,3,3,3,3,2,3,3,2
12129,12296,3,3,3,3,1,2,2,3
12130,12297,4,4,4,4,4,4,3,3
12131,12298,1,1,0,1,0,0,0,0
12132,12299,3,4,3,4,4,4,3,3
12133,12300,1,1,1,1,0,0,0,1
12134,12301,2,2,4,4,4,3,3,4
12135,12302,3,3,3,3,3,3,3,3
12136,12303,2,2,2,2,3,3,3,3
12137,12304,3,2,2,2,1,1,2,1
12138,12305,0,0,1,1,1,0,1,1
12139,12306,2,3,3,4,3,3,4,3
12140,12307,3,3,3,3,3,3,3,3
12141,12308,1,2,3,2,1,2,1,1
12142,12309,2,1,2,0,0,1,1,1
12143,12310,1,1,1,1,2,2,1,2
12144,12311,1,0,0,0,0,2,0,1
12145,12312,3,4,4,4,4,4,3,3
12146,12313,3,3,3,3,3,3,3,2
12147,12314,1,1,1,1,1,2,1,1
12148,12315,1,1,1,2,0,1,1,1
12149,12316,2,2,2,1,0,0,0,3
12150,12317,4,4,4,4,4,4,4,4
12151,12318,1,1,2,2,0,0,1,0
12152,12319,4,4,3,4,4,4,4,4
12153,12320,2,1,2,2,0,1,0,0
12154,12321,4,4,3,4,3,3,3,3
12155,12322,1,1,1,2,1,1,1,2
12156,12323,2,1,1,2,2,2,1,2
12157,12324,2,1,3,3,3,2,3,1
12158,12325,0,0,0,1,3,1,2,3
12159,12326,4,4,4,4,4,4,4,4
12160,12327,2,0,0,1,2,1,1,1
12161,12328,4,4,3,3,4,4,4,4
12162,12329,2,1,2,2,2,2,3,1
12163,12330,2,1,2,1,1,2,2,1
12164,12331,2,2,3,3,2,3,2,2
12165,12332,4,4,2,4,3,3,2,2
12166,12333,2,2,2,2,2,2,2,2
12167,12334,2,1,1,1,2,1,1,1
12168,12335,1,1,1,2,1,3,1,1
12169,12336,1,2,1,2,2,2,2,2
12170,12337,1,0,1,1,0,1,1,1
12171,12338,2,3,3,3,3,3,2,3
12172,12339,3,4,3,4,4,4,4,4
12173,12340,0,2,1,2,2,0,3,2
12174,12341,2,3,2,3,3,3,3,3
12175,12342,2,1,2,1,1,1,3,1
12176,12343,2,1,2,2,3,2,2,1
12177,12344,0,1,1,2,1,2,1,1
12178,12345,2,1,2,2,2,2,2,2
12179,12346,4,4,4,4,4,4,4,4
12180,12347,2,1,2,2,3,2,2,2
12181,12348,1,1,1,0,0,1,1,1
12182,12349,1,1,1,1,1,0,0,1
12183,12350,2,2,3,2,2,1,2,2
12184,12351,3,3,3,2,2,1,0,2
12185,12352,2,2,0,2,3,2,3,3
12186,12353,1,0,0,0,0,0,0,2
12187,12354,2,2,2,1,1,2,1,1
12188,12355,1,1,1,1,2,1,1,2
12189,12356,0,1,0,0,0,1,1,0
12190,12357,4,4,4,4,4,4,4,4
12191,12358,0,0,1,2,2,0,0,0
12192,12359,2,3,3,4,2,2,2,1
12193,12360,1,0,1,0,0,1,0,1
12194,12361,2,2,1,3,2,3,1,1
12195,12362,4,4,4,4,4,4,4,4
12196,12363,0,2,2,2,1,1,2,1
12197,12364,1,1,0,1,1,1,1,1
12198,12365,2,3,3,3,3,3,3,3
12199,12366,2,2,2,2,2,3,3,3
12200,12367,3,3,4,3,4,3,4,4
12201,12368,2,1,1,1,1,1,1,1
12202,12369,3,2,2,1,2,2,2,1
12203,12370,2,3,1,2,2,3,3,1
12204,12371,2,1,2,2,2,1,1,2
12205,12372,1,2,1,2,1,1,1,1
12206,12373,1,2,1,2,1,1,1,1
12207,12374,0,1,1,2,2,0,1,2
12208,12375,2,1,2,1,3,2,3,2
12209,12376,2,2,2,3,2,2,3,3
12210,12377,2,2,2,1,3,3,3,3
12211,12378,4,4,4,4,4,4,4,4
12212,12379,2,1,2,2,2,2,2,1
12213,12380,3,3,3,3,3,3,3,2
12214,12381,4,4,4,4,4,4,4,4
12215,12382,2,2,2,2,3,3,2,2
12216,12383,1,2,2,2,1,2,2,2
12217,12384,0,0,1,2,1,1,1,2
12218,12385,1,2,2,2,1,2,0,0
12219,12386,3,3,3,3,3,3,3,3
12220,12387,3,3,4,3,3,2,3,3
12221,12388,1,1,1,1,1,2,1,1
12222,12389,2,2,3,3,1,1,1,1
12223,12390,3,0,2,0,2,1,3,2
12224,12392,4,3,3,4,4,4,4,4
12225,12394,1,1,2,2,2,1,3,1
12226,12395,1,1,1,1,1,1,1,1
12227,12396,3,3,4,3,3,3,3,4
12228,12397,4,4,4,4,4,4,4,4
12229,12398,1,1,1,1,1,1,1,3
12230,12399,1,2,2,3,1,1,1,1
12231,12400,4,4,4,4,4,4,4,4
12232,12401,1,2,1,4,3,3,3,2
12233,12402,1,1,0,2,1,0,0,0
12234,12403,4,4,3,4,3,2,2,3
12235,12404,1,0,1,1,0,1,1,1
12236,12405,1,2,1,2,2,2,2,1
12237,12406,4,4,4,4,4,4,4,4
12238,12407,3,3,3,3,3,3,3,3
12239,12408,3,0,2,2,2,1,2,0
12240,12409,1,1,1,0,1,1,1,1
12241,12410,3,3,3,3,4,3,1,1
12242,12411,2,2,3,1,3,3,1,2
12243,12412,0,0,0,1,2,1,1,1
12244,12413,2,1,2,2,1,2,2,1
12245,12414,2,2,0,1,0,2,0,1
12246,12415,2,2,2,3,4,4,3,3
12247,12416,1,3,1,2,2,2,2,2
12248,12417,1,1,1,1,2,1,1,1
12249,12418,2,2,3,3,3,3,3,3
12250,12419,3,3,3,3,2,3,3,2
12251,12420,1,1,0,1,1,1,1,1
12252,12421,2,2,1,1,1,1,1,2
12253,12422,3,3,2,2,3,3,3,3
12254,12423,1,2,1,2,2,1,1,3
12255,12424,1,2,2,2,3,2,2,2
12256,12425,1,2,2,2,3,2,2,3
12257,12426,4,3,4,4,3,2,3,2
12258,12427,2,2,3,3,3,1,1,1
12259,12428,2,2,2,2,2,1,1,1
12260,12429,1,2,2,2,2,1,1,1
12261,12430,3,2,3,3,3,3,3,2
12262,12431,2,3,2,4,2,3,3,2
12263,12432,4,4,4,3,3,4,3,4
12264,12433,1,1,1,2,2,1,1,1
12265,12434,4,4,4,4,4,4,4,4
12266,12435,1,1,1,1,1,1,1,2
12267,12436,2,2,1,2,2,2,2,2
12268,12437,4,4,4,4,4,4,4,4
12269,12438,2,0,1,0,1,0,1,1
12270,12439,2,1,2,1,2,1,1,1
12271,12440,2,3,2,2,2,3,3,3
12272,12441,3,3,3,3,3,4,4,3
12273,12442,3,4,3,4,4,4,4,4
12274,12443,4,4,3,4,4,4,4,4
12275,12444,3,3,3,3,3,3,2,0
12276,12445,2,3,2,2,2,2,2,2
12277,12446,4,4,4,4,4,4,4,4
12278,12447,2,2,2,2,2,2,2,2
12279,12448,3,3,4,4,3,4,4,4
12280,12449,3,3,3,3,3,4,3,3
12281,12450,1,1,0,1,0,1,1,1
12282,12451,3,4,3,4,4,4,4,4
12283,12452,2,2,1,1,0,1,1,2
12284,12453,3,2,4,3,3,3,4,3
12285,12454,4,4,4,4,4,4,4,4
12286,12456,0,1,0,0,1,1,0,1
12287,12457,4,4,4,4,4,4,4,4
12288,12458,4,4,4,4,4,4,4,4
12289,12459,2,2,4,4,3,4,4,4
12290,12460,4,4,4,4,4,4,4,4
12291,12461,3,3,3,3,3,3,3,4
12292,12462,3,3,3,3,3,3,3,3
12293,12463,2,1,2,2,1,2,1,1
12294,12464,2,2,2,2,2,2,2,2
12295,12465,3,3,3,3,4,4,3,2
12296,12466,1,1,1,1,1,2,1,1
12297,12467,2,2,2,1,2,2,1,0
12298,12468,0,1,1,1,0,2,0,0
12299,12469,1,1,2,1,2,1,0,2
12300,12470,4,4,4,4,4,4,3,3
12301,12471,2,2,2,3,3,3,3,3
12302,12472,1,1,1,0,1,1,1,1
12303,12473,3,3,3,4,3,4,3,4
12304,12474,2,2,3,2,2,2,2,1
12305,12475,1,2,1,2,2,2,3,2
12306,12476,4,3,3,3,3,3,3,3
12307,12477,2,2,2,2,1,2,2,3
12308,12478,3,3,3,2,2,2,2,1
12309,12479,0,3,4,4,4,2,0,3
12310,12480,4,4,3,4,4,4,4,4
12311,12481,1,1,1,1,0,2,0,0
12312,12482,3,3,4,3,4,3,3,4
12313,12483,3,3,3,3,3,3,3,2
12314,12484,3,3,3,3,2,2,2,2
12315,12485,3,3,4,3,3,3,3,3
12316,12486,3,3,3,2,2,2,2,2
12317,12487,3,3,3,3,3,4,4,4
12318,12488,3,2,3,2,3,3,3,1
12319,12490,2,2,2,2,2,2,2,2
12320,12491,1,2,2,3,2,2,2,3
12321,12492,1,0,0,1,2,0,0,1
12322,12494,4,4,4,4,3,3,2,3
12323,12495,2,1,1,2,1,2,2,2
12324,12496,2,1,4,3,2,2,3,2
12325,12497,2,2,2,4,4,4,4,4
12326,12498,0,1,0,1,0,0,1,0
12327,12499,1,1,1,2,2,1,3,1
12328,12500,2,2,3,1,2,1,2,3
12329,12501,4,4,4,4,4,4,3,2
12330,12502,3,3,2,3,4,3,2,3
12331,12503,1,2,2,2,2,2,1,3
12332,12504,3,4,4,3,2,3,2,2
12333,12505,0,2,4,3,2,1,2,2
12334,12506,0,1,1,2,3,3,2,2
12335,12507,4,4,4,3,3,4,4,4
12336,12508,1,1,2,2,1,1,2,4
12337,12509,1,1,1,1,1,1,1,1
12338,12510,3,3,3,2,2,2,2,2
12339,12511,4,3,4,3,4,3,4,4
12340,12512,2,1,3,2,3,2,2,2
12341,12513,0,1,1,1,0,1,0,2
12342,12514,0,1,1,1,0,1,0,1
12343,12515,4,4,4,4,4,4,4,4
12344,12516,2,0,1,0,0,0,0,0
12345,12517,0,1,1,0,2,2,2,2
