,°í°´¹øÈ£,½ÄÇ°_ÃÑ±¸¸Å¾×1,½ÄÇ°_ÃÑ±¸¸Å¾×2,½ÄÇ°_ÃÑ±¸¸Å¾×3,½ÄÇ°_ÃÑ±¸¸Å¾×4,½ÄÇ°_ÃÑ±¸¸Å¾×5,½ÄÇ°_ÃÑ±¸¸Å¾×6,½ÄÇ°_ÃÑ±¸¸Å¾×7,½ÄÇ°_ÃÑ±¸¸Å¾×8,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö1,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö2,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö3,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö4,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö5,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö6,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö7,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö8
10280,10412,681049.0,955872.0,995663.0,581703.0,908047.0,895688.0,1391602.0,842248.0,196.0,216.0,253.0,163.0,197.0,190.0,264.0,219.0
10281,10413,628115.0,981079.0,994110.0,719975.0,665496.0,843370.0,1008950.0,247451.0,179.0,243.0,226.0,244.0,204.0,203.0,207.0,78.0
10282,10414,1718850.0,1593401.0,1669170.0,1211703.0,1525834.0,1628799.0,1741799.0,1093717.0,308.0,356.0,329.0,291.0,290.0,332.0,381.0,350.0
10283,10415,394402.0,526402.0,325998.0,244606.0,428132.0,439131.0,601981.0,348604.0,57.0,70.0,47.0,28.0,54.0,48.0,58.0,55.0
10284,10416,1072566.0,1998491.0,1740679.0,1026125.0,856132.0,489067.0,1027775.0,480919.0,166.0,351.0,284.0,204.0,145.0,91.0,154.0,105.0
10285,10417,612650.0,496803.0,528166.0,640030.0,632327.0,643057.0,1223025.0,947143.0,76.0,78.0,94.0,117.0,130.0,112.0,162.0,173.0
10286,10418,536711.0,696319.0,822751.0,733661.0,763712.0,1021278.0,1207643.0,849886.0,141.0,149.0,161.0,187.0,226.0,259.0,256.0,229.0
10287,10419,648925.0,592877.0,226462.0,219205.0,511872.0,509743.0,774365.0,688249.0,130.0,144.0,55.0,50.0,122.0,142.0,130.0,183.0
10288,10420,625496.0,1041026.0,507113.0,824905.0,780386.0,1303611.0,956868.0,759884.0,34.0,63.0,24.0,62.0,40.0,77.0,50.0,90.0
10289,10421,1097578.0,1034915.0,1089640.0,904523.0,928906.0,1356515.0,1353698.0,733603.0,269.0,232.0,241.0,272.0,220.0,344.0,316.0,226.0
10290,10422,327720.0,580970.0,607057.0,359858.0,1020095.0,899230.0,715919.0,328981.0,34.0,47.0,52.0,44.0,67.0,39.0,53.0,34.0
10291,10423,1003338.0,788176.0,1157561.0,1042651.0,1193457.0,1153505.0,1030906.0,1146800.0,189.0,145.0,179.0,182.0,195.0,156.0,125.0,163.0
10292,10424,1746575.0,2485285.0,2648414.0,1352124.0,1867958.0,2040870.0,1923936.0,1526872.0,189.0,349.0,305.0,174.0,234.0,265.0,262.0,243.0
10293,10425,735025.0,575766.0,572912.0,589059.0,436459.0,351773.0,423210.0,319735.0,147.0,150.0,135.0,183.0,112.0,110.0,97.0,95.0
10294,10426,685050.0,783769.0,1089521.0,847083.0,563612.0,505205.0,479371.0,161041.0,123.0,154.0,168.0,159.0,104.0,87.0,89.0,41.0
10295,10428,831179.0,781238.0,1189961.0,596574.0,351132.0,894312.0,1056367.0,503601.0,125.0,78.0,84.0,96.0,42.0,123.0,162.0,101.0
10296,10429,650159.0,729668.0,757023.0,512548.0,588455.0,1075557.0,973256.0,882213.0,81.0,137.0,110.0,93.0,59.0,114.0,151.0,150.0
10297,10430,402489.0,556826.0,848064.0,313362.0,458882.0,909815.0,539843.0,60124.0,65.0,91.0,107.0,48.0,65.0,133.0,62.0,20.0
10298,10431,898125.0,969173.0,1572328.0,668963.0,1250709.0,1151257.0,1449747.0,756477.0,145.0,180.0,241.0,150.0,208.0,209.0,235.0,173.0
10299,10432,1889197.0,1854964.0,1862167.0,1225412.0,2391109.0,2301535.0,1976524.0,518202.0,310.0,362.0,306.0,252.0,387.0,337.0,302.0,105.0
10300,10433,1055378.0,873324.0,1556934.0,1014818.0,1054460.0,1020760.0,1920336.0,1539774.0,157.0,126.0,210.0,205.0,169.0,177.0,264.0,264.0
10301,10434,1209814.0,1331093.0,1627666.0,1168859.0,1047014.0,1403041.0,1767427.0,968493.0,345.0,309.0,326.0,326.0,302.0,364.0,411.0,344.0
10302,10435,573712.0,574648.0,1255940.0,588628.0,621311.0,805329.0,521411.0,540948.0,77.0,63.0,113.0,105.0,98.0,106.0,80.0,103.0
10303,10436,717304.0,865750.0,918439.0,624723.0,472840.0,1076073.0,747228.0,680616.0,166.0,191.0,175.0,149.0,120.0,165.0,129.0,194.0
10304,10437,219889.0,570270.0,1403576.0,997383.0,1065986.0,926689.0,698871.0,948359.0,60.0,143.0,286.0,269.0,286.0,285.0,159.0,157.0
10305,10438,477058.0,603242.0,26551.0,356559.0,917768.0,603862.0,671884.0,101130.0,29.0,44.0,2.0,32.0,81.0,48.0,54.0,11.0
10306,10439,432024.0,399074.0,449761.0,356885.0,356009.0,385039.0,511297.0,341229.0,171.0,195.0,203.0,143.0,130.0,162.0,217.0,177.0
10307,10440,476381.0,875858.0,1066707.0,892674.0,821642.0,1408816.0,1302001.0,837835.0,125.0,249.0,255.0,306.0,227.0,381.0,350.0,283.0
10308,10441,575375.0,666521.0,528706.0,394344.0,519138.0,760900.0,603848.0,441976.0,139.0,152.0,121.0,133.0,130.0,201.0,155.0,149.0
10309,10442,615488.0,473911.0,614084.0,531976.0,370563.0,335996.0,305083.0,294278.0,90.0,51.0,54.0,64.0,55.0,56.0,37.0,47.0
10310,10443,692029.0,787615.0,717265.0,776699.0,746987.0,584831.0,644691.0,550637.0,182.0,212.0,172.0,267.0,231.0,182.0,215.0,198.0
10311,10444,2039893.0,2327527.0,2003594.0,1417795.0,2128514.0,1808181.0,2109709.0,1448453.0,351.0,359.0,270.0,259.0,366.0,320.0,311.0,286.0
10312,10445,294191.0,250715.0,375526.0,423906.0,216064.0,231072.0,316931.0,123562.0,34.0,23.0,29.0,47.0,17.0,25.0,24.0,10.0
10313,10446,646397.0,454651.0,498127.0,522379.0,555979.0,133648.0,954139.0,714336.0,148.0,125.0,123.0,138.0,103.0,37.0,190.0,170.0
10314,10447,1257031.0,1260258.0,1754662.0,975174.0,786274.0,1519115.0,1689108.0,878661.0,242.0,293.0,260.0,220.0,176.0,330.0,291.0,217.0
10315,10448,477416.0,451431.0,409861.0,206448.0,519393.0,211416.0,294354.0,51951.0,105.0,83.0,65.0,55.0,101.0,39.0,53.0,14.0
10316,10449,379811.0,566610.0,485743.0,275619.0,600311.0,455068.0,568901.0,428203.0,160.0,190.0,172.0,148.0,198.0,201.0,188.0,161.0
10317,10450,1102756.0,782816.0,1160643.0,817977.0,899367.0,1088541.0,1235447.0,728332.0,137.0,150.0,143.0,226.0,177.0,197.0,205.0,162.0
10318,10451,805961.0,809960.0,974167.0,772740.0,1019492.0,890952.0,777454.0,682153.0,209.0,161.0,201.0,190.0,202.0,196.0,150.0,184.0
10319,10452,1923683.0,1184774.0,1485343.0,907314.0,1281220.0,1466393.0,1670916.0,1133045.0,473.0,317.0,394.0,288.0,304.0,341.0,352.0,344.0
10320,10453,1124803.0,1339182.0,1481759.0,1249023.0,1341537.0,1023116.0,1057895.0,518648.0,205.0,233.0,254.0,196.0,207.0,188.0,197.0,139.0
10321,10454,1215269.0,1211112.0,1522769.0,1259098.0,1245500.0,1596209.0,1032043.0,1013006.0,175.0,208.0,180.0,226.0,160.0,231.0,154.0,184.0
10322,10455,1614272.0,2069400.0,2036972.0,1427304.0,2157091.0,1782836.0,2332666.0,886430.0,225.0,274.0,239.0,240.0,305.0,249.0,282.0,159.0
10323,10456,643235.0,837814.0,765879.0,562584.0,1087897.0,543244.0,653779.0,403261.0,177.0,191.0,155.0,133.0,158.0,86.0,82.0,79.0
10324,10457,442227.0,436333.0,626959.0,735611.0,877240.0,802199.0,1068602.0,642918.0,108.0,111.0,140.0,187.0,166.0,170.0,178.0,148.0
10325,10458,883254.0,1140834.0,1045744.0,784322.0,1143836.0,1187256.0,1231807.0,892279.0,276.0,329.0,248.0,259.0,298.0,299.0,267.0,302.0
10326,10459,1150340.0,942795.0,895243.0,835831.0,916631.0,1301550.0,1069366.0,713110.0,241.0,213.0,196.0,216.0,188.0,272.0,196.0,177.0
10327,10460,955178.0,1100199.0,1530501.0,786571.0,1399996.0,1274763.0,1403367.0,836241.0,141.0,156.0,219.0,169.0,189.0,196.0,203.0,173.0
10328,10461,527963.0,529400.0,353594.0,430645.0,933264.0,881046.0,1192935.0,685357.0,102.0,109.0,69.0,104.0,154.0,184.0,187.0,159.0
10329,10462,349228.0,353323.0,629454.0,426175.0,573843.0,572949.0,933436.0,661808.0,76.0,65.0,112.0,92.0,119.0,127.0,155.0,138.0
10330,10463,435251.0,467771.0,595972.0,619002.0,435926.0,388774.0,717930.0,358835.0,94.0,96.0,125.0,124.0,104.0,82.0,122.0,85.0
10331,10464,925452.0,735750.0,928794.0,568401.0,716734.0,1268813.0,1371152.0,1007415.0,193.0,169.0,186.0,140.0,161.0,248.0,250.0,197.0
10332,10466,438040.0,691443.0,1239128.0,783878.0,344122.0,26411.0,52187.0,13922.0,140.0,186.0,366.0,327.0,130.0,8.0,20.0,5.0
10333,10467,975946.0,1383598.0,2403125.0,1667877.0,1076916.0,1266551.0,1699217.0,1088336.0,122.0,191.0,150.0,118.0,136.0,133.0,124.0,191.0
10334,10468,376440.0,475768.0,827507.0,492408.0,794357.0,676006.0,508726.0,858410.0,28.0,41.0,21.0,46.0,55.0,66.0,50.0,57.0
10335,10469,951924.0,803244.0,954286.0,806064.0,1289616.0,1124359.0,1197215.0,896852.0,283.0,246.0,270.0,246.0,321.0,310.0,296.0,295.0
10336,10470,28876.0,404113.0,1481670.0,1004085.0,725810.0,875255.0,666495.0,28510.0,5.0,74.0,280.0,247.0,207.0,222.0,150.0,15.0
10337,10471,1229607.0,1090529.0,1107464.0,472346.0,497688.0,884197.0,906355.0,840651.0,53.0,47.0,42.0,23.0,38.0,28.0,27.0,60.0
10338,10472,253168.0,61288.0,160443.0,265626.0,55698.0,182137.0,213195.0,188051.0,24.0,11.0,17.0,18.0,10.0,15.0,12.0,9.0
10339,10473,104348.0,260376.0,469673.0,175796.0,546409.0,226392.0,485929.0,416127.0,10.0,25.0,24.0,19.0,53.0,23.0,58.0,50.0
10340,10474,1500768.0,1174952.0,1560143.0,1150559.0,1634003.0,1746153.0,1827439.0,1358036.0,297.0,245.0,277.0,287.0,339.0,310.0,327.0,309.0
10341,10475,95847.0,348910.0,180205.0,304360.0,218452.0,267461.0,595627.0,367219.0,9.0,17.0,15.0,25.0,14.0,23.0,54.0,48.0
10342,10476,1999001.0,495828.0,1060989.0,1027154.0,754838.0,810125.0,8224870.0,8239967.0,126.0,91.0,132.0,167.0,109.0,148.0,134.0,202.0
10343,10477,718328.0,874163.0,925766.0,376160.0,631069.0,664986.0,904966.0,495555.0,185.0,197.0,187.0,112.0,167.0,174.0,202.0,125.0
10344,10478,1000291.0,737934.0,511377.0,1069549.0,1961607.0,1930687.0,1084702.0,606814.0,78.0,73.0,51.0,97.0,129.0,111.0,76.0,39.0
10345,10479,480055.0,509121.0,784255.0,597733.0,801484.0,626786.0,394523.0,621738.0,94.0,87.0,127.0,91.0,131.0,103.0,54.0,131.0
10346,10480,1076401.0,986125.0,733166.0,838630.0,1101428.0,1025700.0,1060730.0,688033.0,228.0,203.0,143.0,206.0,206.0,199.0,152.0,181.0
10347,10481,783027.0,596255.0,922033.0,805445.0,1089494.0,1189681.0,1348145.0,796428.0,263.0,239.0,296.0,300.0,298.0,345.0,331.0,306.0
10348,10482,1544073.0,1354550.0,1950548.0,1180638.0,1600793.0,1469008.0,1626712.0,1230029.0,384.0,361.0,376.0,312.0,355.0,366.0,357.0,354.0
10349,10483,1594750.0,1349354.0,1725399.0,1588362.0,1717726.0,1865213.0,2157337.0,1444651.0,294.0,260.0,282.0,240.0,279.0,236.0,242.0,280.0
10350,10484,1979014.0,2009323.0,2627547.0,1656060.0,2047462.0,2424395.0,3091486.0,1648316.0,415.0,472.0,468.0,419.0,414.0,535.0,504.0,412.0
10351,10485,451309.0,528182.0,593861.0,423492.0,738611.0,856733.0,799866.0,151372.0,108.0,127.0,128.0,129.0,166.0,182.0,160.0,34.0
10352,10486,608728.0,869305.0,394294.0,591524.0,352323.0,327317.0,610471.0,528867.0,127.0,96.0,80.0,112.0,84.0,85.0,114.0,123.0
10353,10487,1038396.0,10440191.0,8609.0,45052.0,0.0,72975.0,5406.0,925.0,19.0,24.0,2.0,8.0,0.0,12.0,1.0,1.0
10354,10488,872777.0,1369703.0,1321146.0,896059.0,667522.0,742233.0,1248072.0,649172.0,191.0,207.0,179.0,135.0,175.0,158.0,195.0,176.0
10355,10489,466284.0,466603.0,803298.0,982740.0,1674864.0,775619.0,188653.0,201715.0,94.0,101.0,110.0,162.0,217.0,114.0,18.0,47.0
10356,10491,580484.0,415509.0,450201.0,596307.0,590648.0,821464.0,554909.0,461337.0,117.0,89.0,97.0,137.0,160.0,188.0,117.0,97.0
10357,10492,1278971.0,1293004.0,1926244.0,1261016.0,1310074.0,1394630.0,1724280.0,1035786.0,217.0,236.0,336.0,272.0,249.0,252.0,293.0,217.0
10358,10493,256799.0,250311.0,299259.0,466600.0,343639.0,716358.0,685208.0,425990.0,70.0,61.0,76.0,121.0,94.0,172.0,150.0,135.0
10359,10494,238399.0,364306.0,880406.0,640068.0,384643.0,650604.0,596933.0,200482.0,60.0,101.0,171.0,112.0,123.0,121.0,128.0,63.0
10360,10495,520456.0,312578.0,405068.0,242096.0,220058.0,258938.0,503187.0,203583.0,130.0,75.0,92.0,54.0,40.0,53.0,99.0,46.0
10361,10496,1489394.0,1350714.0,1459217.0,1101482.0,1324861.0,1584405.0,1743821.0,1001907.0,216.0,192.0,185.0,173.0,149.0,194.0,210.0,152.0
10362,10497,691563.0,632073.0,828242.0,1026363.0,1242185.0,674191.0,1092583.0,757657.0,149.0,132.0,154.0,260.0,282.0,123.0,172.0,197.0
10363,10498,1525398.0,1247870.0,1486137.0,1175007.0,1793307.0,1544952.0,871367.0,193955.0,271.0,193.0,230.0,247.0,316.0,246.0,107.0,39.0
10364,10499,1157023.0,1215677.0,1501556.0,1381709.0,1614861.0,1294542.0,1465629.0,942730.0,224.0,235.0,267.0,304.0,298.0,256.0,225.0,221.0
10365,10500,859899.0,575743.0,812971.0,599252.0,1094840.0,247228.0,396129.0,143788.0,150.0,116.0,89.0,138.0,186.0,46.0,58.0,25.0
10366,10501,347796.0,325114.0,434543.0,251832.0,330468.0,574088.0,443380.0,272313.0,93.0,97.0,106.0,68.0,71.0,104.0,109.0,61.0
10367,10502,837180.0,945899.0,917100.0,497903.0,841497.0,736886.0,1022081.0,406788.0,211.0,193.0,171.0,124.0,163.0,146.0,169.0,96.0
10368,10503,329260.0,434538.0,502365.0,330258.0,286393.0,508795.0,325210.0,244022.0,94.0,109.0,106.0,117.0,79.0,103.0,86.0,94.0
10369,10504,298880.0,225065.0,583772.0,297124.0,568073.0,743141.0,1331431.0,600063.0,36.0,22.0,43.0,31.0,50.0,51.0,102.0,68.0
10370,10505,121488.0,63140.0,93722.0,69715.0,16182.0,17801.0,48890.0,12352.0,46.0,32.0,29.0,12.0,6.0,8.0,12.0,3.0
10371,10506,271474.0,479910.0,1045143.0,464405.0,853564.0,429192.0,889141.0,650970.0,46.0,93.0,115.0,77.0,83.0,60.0,95.0,69.0
10372,10507,4627971.0,86681.0,5455236.0,373459.0,4757654.0,706486.0,629868.0,139735.0,23.0,9.0,33.0,52.0,53.0,112.0,129.0,41.0
10373,10508,1918948.0,1527797.0,1889212.0,688213.0,3399763.0,483100.0,1238068.0,1580698.0,120.0,106.0,108.0,53.0,94.0,27.0,78.0,125.0
10374,10509,754913.0,587781.0,747150.0,668613.0,725112.0,856118.0,840279.0,557113.0,114.0,116.0,135.0,100.0,102.0,170.0,129.0,124.0
10375,10510,1184173.0,1215886.0,1396807.0,1329235.0,1114431.0,1223933.0,1482127.0,970028.0,266.0,272.0,242.0,273.0,239.0,253.0,308.0,248.0
10376,10511,1460014.0,1300744.0,1767189.0,1263062.0,1582766.0,1505545.0,1219159.0,997435.0,343.0,308.0,364.0,291.0,335.0,326.0,239.0,262.0
10377,10512,941315.0,1433265.0,1101565.0,1082357.0,1289014.0,1234543.0,1369631.0,912098.0,202.0,290.0,215.0,201.0,187.0,215.0,250.0,191.0
10378,10513,386055.0,581465.0,481233.0,545009.0,838562.0,667298.0,815866.0,475238.0,98.0,141.0,90.0,131.0,196.0,146.0,178.0,165.0
10379,10514,987486.0,938217.0,878187.0,898933.0,1288545.0,1565598.0,1502826.0,1202971.0,217.0,211.0,161.0,239.0,276.0,303.0,254.0,295.0
10380,10515,256532.0,456256.0,439770.0,945924.0,854670.0,1499481.0,1090055.0,787661.0,41.0,58.0,77.0,136.0,136.0,174.0,106.0,118.0
10381,10516,955460.0,1085246.0,1304270.0,1038859.0,1443752.0,1571034.0,2132288.0,1078936.0,212.0,235.0,237.0,260.0,283.0,297.0,317.0,258.0
10382,10517,1282930.0,1425481.0,1320343.0,1423137.0,1572395.0,1727965.0,2161516.0,1126789.0,192.0,190.0,191.0,244.0,259.0,295.0,316.0,222.0
10383,10518,956436.0,1145048.0,1402584.0,879438.0,1530369.0,1480835.0,1632014.0,890655.0,171.0,187.0,221.0,168.0,252.0,217.0,221.0,169.0
10384,10519,670977.0,806412.0,921129.0,612076.0,491483.0,475558.0,463104.0,441405.0,108.0,128.0,131.0,106.0,80.0,79.0,88.0,108.0
10385,10520,1096761.0,970298.0,1065869.0,713589.0,1370841.0,1030225.0,1237662.0,957849.0,254.0,244.0,239.0,212.0,337.0,256.0,285.0,288.0
10386,10521,1426517.0,1434822.0,1499309.0,937066.0,1319487.0,630106.0,480809.0,302023.0,142.0,152.0,117.0,96.0,101.0,56.0,49.0,56.0
10387,10522,1366277.0,1385314.0,2161900.0,1105281.0,2208516.0,1983359.0,2090204.0,984260.0,259.0,249.0,311.0,250.0,356.0,354.0,388.0,226.0
10388,10523,687562.0,907781.0,683995.0,282081.0,338471.0,33886.0,316917.0,475079.0,76.0,110.0,64.0,33.0,23.0,4.0,22.0,42.0
10389,10524,453592.0,559318.0,547012.0,547799.0,494439.0,568376.0,795606.0,608570.0,91.0,92.0,99.0,89.0,82.0,103.0,134.0,81.0
10390,10525,733177.0,670642.0,553630.0,554543.0,941880.0,819319.0,382298.0,271458.0,167.0,162.0,118.0,154.0,173.0,155.0,74.0,71.0
10391,10526,976019.0,936928.0,882215.0,723223.0,999576.0,1022222.0,1325002.0,746306.0,199.0,152.0,181.0,210.0,221.0,161.0,182.0,173.0
10392,10527,303843.0,541009.0,591981.0,368540.0,717145.0,389708.0,1615882.0,528456.0,72.0,81.0,79.0,96.0,123.0,51.0,112.0,125.0
10393,10528,1004211.0,213687.0,862235.0,157839.0,735770.0,33778.0,1581809.0,418556.0,18.0,25.0,21.0,13.0,25.0,4.0,23.0,38.0
10394,10529,1453346.0,759760.0,1715186.0,1479678.0,737851.0,1120407.0,1704445.0,1030734.0,208.0,99.0,163.0,155.0,114.0,169.0,188.0,198.0
10395,10530,120751.0,279997.0,620592.0,321558.0,460049.0,311353.0,663786.0,392199.0,21.0,44.0,67.0,58.0,68.0,56.0,104.0,71.0
10396,10531,247295.0,272402.0,206236.0,249696.0,206176.0,213340.0,275709.0,66899.0,44.0,47.0,31.0,34.0,38.0,29.0,49.0,16.0
10397,10532,1230664.0,885795.0,1081122.0,741710.0,767024.0,1134162.0,2044913.0,1599778.0,210.0,148.0,169.0,135.0,123.0,152.0,214.0,206.0
10398,10533,280333.0,55336.0,18936.0,20574.0,0.0,7592.0,56661.0,6577.0,45.0,10.0,3.0,4.0,0.0,2.0,4.0,1.0
10399,10534,715459.0,613278.0,1202686.0,882758.0,1323182.0,1771863.0,890187.0,1079688.0,149.0,155.0,232.0,189.0,277.0,351.0,181.0,243.0
10400,10535,317211.0,538187.0,748045.0,873952.0,628982.0,1271203.0,1143217.0,687700.0,55.0,89.0,120.0,146.0,107.0,228.0,197.0,140.0
10401,10536,549011.0,366545.0,359927.0,351411.0,318758.0,270163.0,583843.0,172212.0,95.0,75.0,59.0,73.0,59.0,42.0,54.0,33.0
10402,10537,468818.0,865401.0,778404.0,713061.0,492351.0,652830.0,531108.0,579132.0,142.0,255.0,224.0,282.0,163.0,189.0,140.0,218.0
10403,10538,1056060.0,797749.0,932932.0,671284.0,980561.0,1376123.0,1662504.0,829170.0,81.0,76.0,84.0,92.0,112.0,168.0,174.0,143.0
10404,10539,323636.0,354028.0,537328.0,362892.0,582806.0,466156.0,665515.0,407054.0,115.0,115.0,142.0,155.0,175.0,142.0,202.0,171.0
10405,10540,569511.0,599534.0,705003.0,620598.0,611377.0,685193.0,691104.0,559356.0,125.0,163.0,165.0,163.0,155.0,164.0,136.0,161.0
10406,10541,910729.0,695295.0,722628.0,865907.0,1042924.0,756300.0,895624.0,940458.0,204.0,163.0,161.0,186.0,247.0,178.0,258.0,225.0
10407,10542,1164178.0,1094638.0,968301.0,955019.0,1068395.0,906322.0,1292624.0,566218.0,215.0,243.0,230.0,239.0,240.0,245.0,288.0,186.0
10408,10543,2765066.0,1224206.0,3126556.0,1022435.0,3515961.0,2069967.0,3949437.0,1519801.0,249.0,160.0,188.0,174.0,264.0,228.0,121.0,167.0
10409,10544,603679.0,912022.0,894607.0,760336.0,887584.0,992443.0,1158121.0,607656.0,202.0,293.0,237.0,255.0,239.0,294.0,261.0,240.0
10410,10545,35721.0,77256.0,49825.0,51969.0,83862.0,138030.0,100696.0,241768.0,3.0,4.0,5.0,15.0,13.0,18.0,17.0,26.0
10411,10546,806017.0,710303.0,869128.0,467081.0,762688.0,1026101.0,1174101.0,659455.0,152.0,167.0,177.0,115.0,166.0,194.0,187.0,198.0
10412,10547,1105805.0,685026.0,700848.0,511446.0,436684.0,1026109.0,1374091.0,477311.0,185.0,139.0,146.0,120.0,102.0,209.0,232.0,119.0
10413,10548,1508098.0,1397902.0,1601442.0,987221.0,1315177.0,1045188.0,1099752.0,465633.0,308.0,263.0,244.0,201.0,214.0,172.0,163.0,75.0
10414,10549,1058721.0,925457.0,1322219.0,1047184.0,1327569.0,1161554.0,1674761.0,1031285.0,233.0,226.0,278.0,254.0,266.0,258.0,285.0,272.0
10415,10550,1514232.0,1426069.0,1632742.0,1201539.0,1132906.0,1162460.0,1918933.0,1574899.0,392.0,385.0,360.0,400.0,281.0,288.0,365.0,399.0
10416,10551,893972.0,1008406.0,785769.0,845727.0,825539.0,1366270.0,1044748.0,651508.0,278.0,302.0,237.0,273.0,265.0,368.0,299.0,281.0
10417,10552,936110.0,658191.0,761929.0,843970.0,787776.0,1036352.0,1036522.0,825603.0,134.0,88.0,104.0,130.0,121.0,141.0,148.0,135.0
10418,10553,729870.0,747129.0,1010646.0,714005.0,855391.0,1055104.0,1255856.0,953301.0,270.0,269.0,296.0,280.0,252.0,370.0,384.0,354.0
10419,10554,439505.0,663009.0,793301.0,590296.0,682893.0,1095302.0,1117786.0,925936.0,112.0,131.0,147.0,135.0,134.0,200.0,187.0,164.0
10420,10555,470249.0,465627.0,438512.0,321896.0,565203.0,379522.0,333762.0,133718.0,118.0,164.0,136.0,116.0,132.0,122.0,106.0,50.0
10421,10556,799528.0,760555.0,491865.0,531424.0,956463.0,627191.0,826376.0,327840.0,273.0,256.0,175.0,226.0,345.0,223.0,271.0,145.0
10422,10557,372264.0,1002240.0,914234.0,1098275.0,1221161.0,613581.0,609638.0,311034.0,54.0,134.0,86.0,112.0,98.0,59.0,56.0,32.0
10423,10558,735834.0,1009622.0,1028093.0,521306.0,408173.0,366128.0,154542.0,279887.0,139.0,173.0,139.0,96.0,68.0,56.0,34.0,70.0
10424,10559,50127.0,86115.0,429531.0,63674.0,288155.0,271044.0,249741.0,151904.0,4.0,13.0,15.0,11.0,41.0,11.0,8.0,20.0
10425,10560,849470.0,802339.0,576988.0,1019471.0,1715080.0,1303431.0,1262061.0,857637.0,222.0,214.0,143.0,238.0,254.0,248.0,256.0,268.0
10426,10561,1095239.0,1256504.0,1080774.0,1029225.0,1185338.0,1415165.0,1500525.0,1040007.0,287.0,315.0,300.0,297.0,297.0,380.0,391.0,354.0
10427,10562,1285584.0,2220944.0,2018249.0,1249624.0,1291990.0,1420940.0,1839987.0,795601.0,276.0,417.0,406.0,316.0,272.0,296.0,332.0,220.0
10428,10563,1270477.0,997820.0,1043013.0,1103081.0,1006328.0,1436380.0,1269817.0,936530.0,307.0,245.0,262.0,299.0,234.0,289.0,243.0,242.0
10429,10564,1335842.0,1409873.0,1523774.0,1194939.0,1651223.0,1650614.0,1885075.0,1258160.0,189.0,218.0,181.0,234.0,300.0,265.0,268.0,229.0
10430,10565,390290.0,556992.0,672429.0,637237.0,588388.0,634084.0,667634.0,440265.0,75.0,129.0,107.0,112.0,132.0,121.0,109.0,102.0
10431,10566,1301168.0,1872995.0,1662882.0,996271.0,850471.0,958477.0,1455093.0,962953.0,189.0,257.0,221.0,177.0,152.0,157.0,183.0,190.0
10432,10567,381034.0,485240.0,813280.0,403567.0,583519.0,403389.0,411616.0,247461.0,68.0,78.0,106.0,93.0,98.0,58.0,60.0,48.0
10433,10568,826657.0,891798.0,966596.0,779366.0,998915.0,874005.0,1316804.0,646659.0,240.0,214.0,238.0,239.0,220.0,189.0,245.0,190.0
10434,10569,793263.0,782001.0,1039514.0,781208.0,1004915.0,762474.0,1452647.0,418955.0,153.0,138.0,189.0,155.0,217.0,177.0,201.0,95.0
10435,10570,847504.0,644158.0,857823.0,705081.0,1433549.0,1032241.0,932439.0,921682.0,119.0,74.0,64.0,70.0,112.0,87.0,74.0,110.0
10436,10571,1356446.0,1416757.0,1319781.0,1087779.0,1125262.0,1554542.0,1864753.0,1427410.0,234.0,235.0,227.0,228.0,189.0,254.0,256.0,290.0
10437,10572,548194.0,830710.0,880121.0,506124.0,662197.0,709363.0,788810.0,319152.0,205.0,275.0,276.0,199.0,216.0,197.0,220.0,124.0
10438,10573,906098.0,1447595.0,1495995.0,966078.0,1200044.0,1612209.0,1823997.0,885676.0,163.0,206.0,190.0,220.0,210.0,262.0,306.0,198.0
10439,10574,828724.0,700172.0,1029380.0,703057.0,955227.0,748582.0,886917.0,866907.0,224.0,188.0,246.0,187.0,214.0,163.0,202.0,341.0
10440,10575,391772.0,506426.0,511828.0,509605.0,417547.0,487071.0,760959.0,353662.0,89.0,74.0,67.0,83.0,81.0,89.0,129.0,70.0
10441,10576,600143.0,519926.0,835319.0,744322.0,955133.0,1758193.0,1129177.0,576587.0,70.0,55.0,74.0,102.0,129.0,239.0,105.0,120.0
10442,10577,231040.0,288083.0,533640.0,191237.0,304859.0,507118.0,607226.0,385596.0,30.0,24.0,50.0,23.0,44.0,38.0,37.0,65.0
10443,10578,1344613.0,1524092.0,2014234.0,1797168.0,2623461.0,2734859.0,3091604.0,2343516.0,89.0,90.0,139.0,122.0,172.0,185.0,247.0,199.0
10444,10579,1544513.0,1814952.0,1595421.0,2013382.0,1589276.0,2093516.0,1694956.0,2000772.0,224.0,272.0,190.0,195.0,265.0,309.0,204.0,244.0
10445,10580,2988600.0,1367755.0,1658934.0,1769816.0,3329472.0,2141286.0,1259737.0,908421.0,95.0,179.0,170.0,169.0,170.0,413.0,156.0,137.0
