,고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
16208,12095,9.0,5.0,9.0,3.0,3.0,3.0,3.0,5.0,51.0,87.0,97.0,96.0,153.0,85.0,132.0,68.0
10483,12096,6.0,6.0,6.0,5.0,7.0,9.0,5.0,6.0,342.0,342.0,400.0,416.0,289.0,175.0,398.0,360.0
11271,12097,6.0,8.0,9.0,10.0,5.0,10.0,5.0,6.0,131.0,142.0,156.0,96.0,128.0,132.0,156.0,248.0
17524,12098,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0,161.0,121.0,138.0,119.0,210.0,240.0,311.0
9731,12099,6.0,7.0,8.0,8.0,8.0,5.0,7.0,8.0,373.0,348.0,263.0,272.0,282.0,332.0,316.0,273.0
5602,12100,3.0,5.0,5.0,4.0,1.0,2.0,3.0,5.0,130.0,103.0,156.0,154.0,107.0,138.0,96.0,116.0
9919,12101,6.0,7.0,3.0,5.0,6.0,6.0,5.0,5.0,189.0,83.0,225.0,213.0,159.0,220.0,161.0,146.0
5744,12102,4.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,354.0,384.0,269.0,373.0,290.0,290.0,279.0,251.0
9392,12103,5.0,6.0,6.0,7.0,5.0,5.0,7.0,8.0,501.0,430.0,359.0,416.0,581.0,608.0,371.0,267.0
11728,12104,7.0,8.0,8.0,7.0,8.0,8.0,9.0,8.0,202.0,180.0,209.0,307.0,271.0,261.0,195.0,232.0
8328,12105,5.0,6.0,6.0,10.0,9.0,7.0,8.0,8.0,222.0,374.0,310.0,176.0,199.0,214.0,200.0,195.0
18484,12106,10.0,10.0,8.0,10.0,8.0,9.0,4.0,10.0,66.0,126.0,144.0,94.0,150.0,168.0,172.0,69.0
5123,12107,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,565.0,753.0,734.0,653.0,546.0,420.0,343.0,351.0
14248,12108,8.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,330.0,348.0,317.0,340.0,338.0,351.0,408.0,349.0
10269,12109,6.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,159.0,142.0,109.0,129.0,176.0,135.0,201.0,161.0
3881,12110,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,72.0,74.0,84.0,146.0,111.0,161.0,130.0,127.0
4763,12111,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,283.0,239.0,285.0,345.0,254.0,210.0,305.0,236.0
13021,12112,7.0,8.0,5.0,7.0,8.0,7.0,6.0,9.0,267.0,283.0,269.0,290.0,371.0,362.0,349.0,287.0
16033,12113,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,230.0,227.0,247.0,244.0,222.0,265.0,302.0,281.0
7856,12114,5.0,7.0,8.0,4.0,5.0,2.0,2.0,4.0,140.0,143.0,142.0,155.0,202.0,288.0,377.0,248.0
14898,12115,8.0,8.0,9.0,8.0,7.0,9.0,8.0,8.0,291.0,304.0,185.0,280.0,211.0,215.0,191.0,230.0
956,12116,1.0,4.0,1.0,1.0,1.0,6.0,1.0,3.0,70.0,64.0,62.0,104.0,85.0,79.0,110.0,130.0
17971,12117,10.0,10.0,10.0,7.0,7.0,3.0,6.0,4.0,41.0,19.0,29.0,64.0,67.0,209.0,65.0,120.0
5323,12118,3.0,4.0,6.0,5.0,5.0,5.0,4.0,7.0,293.0,159.0,194.0,232.0,147.0,208.0,290.0,351.0
8451,12119,5.0,6.0,5.0,4.0,7.0,6.0,6.0,8.0,360.0,379.0,395.0,546.0,281.0,348.0,377.0,235.0
13774,12120,8.0,3.0,5.0,4.0,4.0,5.0,4.0,8.0,54.0,54.0,87.0,74.0,99.0,87.0,100.0,57.0
11876,12121,7.0,7.0,7.0,7.0,8.0,8.0,5.0,7.0,276.0,246.0,264.0,283.0,251.0,266.0,350.0,268.0
8299,12122,5.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,380.0,467.0,479.0,420.0,529.0,507.0,479.0,354.0
9388,12123,5.0,4.0,9.0,4.0,7.0,9.0,7.0,10.0,217.0,222.0,183.0,232.0,44.0,29.0,18.0,28.0
12354,12124,7.0,7.0,6.0,7.0,7.0,7.0,8.0,5.0,106.0,155.0,159.0,189.0,137.0,122.0,152.0,178.0
13675,12125,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,248.0,251.0,336.0,360.0,355.0,347.0,411.0,361.0
4295,12126,3.0,7.0,7.0,4.0,10.0,10.0,10.0,9.0,49.0,7.0,22.0,16.0,4.0,1.0,8.0,7.0
3617,12127,2.0,2.0,3.0,3.0,3.0,3.0,5.0,8.0,84.0,107.0,81.0,89.0,90.0,80.0,75.0,12.0
13168,12128,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,253.0,344.0,367.0,330.0,313.0,393.0,307.0,259.0
5702,12129,4.0,2.0,1.0,3.0,2.0,2.0,3.0,6.0,135.0,198.0,186.0,141.0,158.0,167.0,138.0,83.0
16343,12130,9.0,7.0,9.0,4.0,4.0,8.0,8.0,4.0,51.0,73.0,72.0,40.0,74.0,70.0,82.0,86.0
7706,12131,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,264.0,277.0,216.0,287.0,323.0,248.0,267.0,311.0
4400,12132,3.0,4.0,3.0,6.0,5.0,3.0,5.0,3.0,88.0,77.0,103.0,76.0,109.0,131.0,91.0,69.0
2012,12133,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,193.0,205.0,188.0,148.0,126.0,165.0,129.0,123.0
11609,12134,7.0,5.0,5.0,7.0,7.0,3.0,4.0,5.0,25.0,75.0,103.0,49.0,72.0,80.0,71.0,74.0
467,12135,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,68.0,38.0,75.0,146.0,129.0,227.0,268.0,169.0
14337,12137,8.0,9.0,6.0,7.0,8.0,8.0,6.0,10.0,184.0,163.0,197.0,261.0,234.0,236.0,245.0,30.0
7607,12138,5.0,6.0,6.0,3.0,7.0,5.0,8.0,6.0,58.0,51.0,71.0,80.0,55.0,101.0,70.0,64.0
3242,12139,2.0,2.0,6.0,4.0,2.0,4.0,3.0,4.0,64.0,115.0,87.0,69.0,102.0,133.0,165.0,111.0
3568,12140,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,97.0,67.0,77.0,147.0,111.0,146.0,120.0,152.0
11498,12141,7.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,270.0,268.0,237.0,237.0,186.0,167.0,61.0,41.0
15350,12142,9.0,5.0,9.0,4.0,10.0,6.0,6.0,7.0,115.0,184.0,130.0,120.0,88.0,138.0,224.0,178.0
14968,12143,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,307.0,338.0,301.0,294.0,270.0,283.0,289.0,199.0
6857,12144,4.0,6.0,6.0,9.0,5.0,5.0,5.0,6.0,271.0,241.0,236.0,196.0,251.0,303.0,338.0,268.0
4936,12145,3.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,206.0,82.0,77.0,102.0,112.0,221.0,104.0,148.0
10578,12146,6.0,6.0,8.0,6.0,4.0,5.0,3.0,4.0,98.0,72.0,101.0,120.0,99.0,121.0,110.0,70.0
4642,12147,3.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,92.0,186.0,210.0,262.0,343.0,521.0,281.0,326.0
6149,12148,4.0,6.0,6.0,5.0,5.0,7.0,5.0,7.0,83.0,99.0,131.0,101.0,110.0,108.0,94.0,43.0
9303,12149,5.0,7.0,8.0,8.0,8.0,6.0,6.0,6.0,204.0,266.0,211.0,261.0,265.0,381.0,333.0,283.0
15766,12150,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,198.0,217.0,163.0,239.0,239.0,247.0,245.0,237.0
3753,12151,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0,76.0,102.0,106.0,85.0,80.0,66.0,58.0
10166,12152,6.0,8.0,7.0,7.0,6.0,7.0,4.0,6.0,338.0,238.0,266.0,249.0,267.0,265.0,424.0,345.0
9018,12153,5.0,6.0,6.0,6.0,7.0,6.0,6.0,8.0,260.0,305.0,308.0,293.0,264.0,283.0,343.0,226.0
13288,12154,8.0,7.0,8.0,8.0,6.0,9.0,7.0,6.0,196.0,201.0,158.0,197.0,216.0,161.0,142.0,169.0
13025,12155,7.0,5.0,5.0,7.0,4.0,5.0,4.0,4.0,196.0,183.0,208.0,193.0,225.0,127.0,200.0,206.0
13603,12156,8.0,6.0,6.0,9.0,8.0,6.0,8.0,7.0,149.0,147.0,169.0,103.0,154.0,203.0,122.0,74.0
1694,12157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,228.0,225.0,263.0,198.0,206.0,140.0,193.0,121.0
3848,12158,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,264.0,244.0,228.0,328.0,336.0,266.0,251.0,244.0
8373,12159,5.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,312.0,300.0,295.0,286.0,328.0,273.0,326.0,402.0
14345,12160,8.0,7.0,9.0,9.0,8.0,8.0,9.0,8.0,112.0,165.0,125.0,104.0,164.0,111.0,122.0,124.0
6145,12161,4.0,3.0,3.0,3.0,4.0,9.0,8.0,10.0,504.0,573.0,536.0,662.0,447.0,110.0,179.0,106.0
7901,12162,5.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,343.0,396.0,450.0,362.0,379.0,439.0,412.0,377.0
18670,12163,10.0,10.0,10.0,10.0,10.0,10.0,6.0,7.0,15.0,17.0,28.0,14.0,17.0,34.0,544.0,442.0
17540,12164,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,57.0,71.0,83.0,103.0,83.0,76.0,78.0,14.0
7734,12165,5.0,8.0,5.0,7.0,6.0,9.0,6.0,6.0,101.0,117.0,137.0,129.0,99.0,65.0,138.0,184.0
7572,12167,5.0,5.0,4.0,6.0,4.0,4.0,4.0,5.0,291.0,215.0,264.0,238.0,318.0,381.0,396.0,281.0
3908,12168,3.0,3.0,4.0,3.0,6.0,4.0,4.0,4.0,457.0,532.0,515.0,382.0,348.0,452.0,455.0,555.0
6283,12169,4.0,6.0,5.0,4.0,4.0,5.0,6.0,7.0,325.0,256.0,267.0,267.0,303.0,338.0,260.0,214.0
10987,12170,6.0,6.0,6.0,8.0,7.0,6.0,6.0,9.0,274.0,303.0,356.0,261.0,254.0,347.0,340.0,237.0
13116,12171,7.0,8.0,6.0,5.0,4.0,7.0,6.0,4.0,44.0,47.0,53.0,76.0,87.0,69.0,67.0,106.0
5000,12172,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,535.0,614.0,491.0,507.0,405.0,443.0,455.0,477.0
13708,12173,8.0,4.0,7.0,3.0,4.0,6.0,4.0,4.0,87.0,154.0,80.0,133.0,124.0,93.0,121.0,164.0
10873,12174,6.0,9.0,9.0,8.0,8.0,9.0,9.0,8.0,196.0,192.0,164.0,225.0,233.0,177.0,170.0,176.0
4644,12175,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,228.0,280.0,199.0,273.0,237.0,211.0,239.0,258.0
14105,12176,8.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,222.0,256.0,215.0,215.0,264.0,282.0,210.0,266.0
4663,12177,3.0,3.0,4.0,3.0,7.0,4.0,2.0,5.0,106.0,169.0,163.0,124.0,83.0,97.0,155.0,154.0
8055,12178,5.0,6.0,5.0,6.0,4.0,7.0,6.0,6.0,424.0,344.0,359.0,329.0,417.0,301.0,421.0,322.0
13252,12179,8.0,10.0,7.0,7.0,6.0,8.0,7.0,8.0,175.0,41.0,222.0,231.0,240.0,189.0,226.0,199.0
15003,12180,8.0,7.0,9.0,5.0,10.0,8.0,10.0,10.0,72.0,106.0,83.0,102.0,56.0,96.0,40.0,47.0
9057,12181,5.0,5.0,8.0,3.0,4.0,4.0,2.0,4.0,243.0,314.0,167.0,326.0,317.0,335.0,540.0,513.0
12901,12183,7.0,9.0,8.0,10.0,6.0,8.0,10.0,8.0,167.0,175.0,159.0,160.0,164.0,193.0,120.0,155.0
16809,12184,9.0,8.0,10.0,8.0,9.0,9.0,9.0,8.0,140.0,204.0,148.0,170.0,173.0,239.0,237.0,242.0
17148,12185,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,122.0,47.0,69.0,82.0,111.0,101.0,60.0,106.0
4757,12186,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,89.0,102.0,114.0,129.0,78.0,127.0,95.0,105.0
16708,12187,9.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,272.0,152.0,94.0,107.0,121.0,206.0,272.0,203.0
17706,12188,10.0,10.0,10.0,10.0,9.0,10.0,10.0,7.0,87.0,89.0,82.0,150.0,125.0,158.0,141.0,175.0
16681,12189,9.0,5.0,9.0,10.0,10.0,10.0,9.0,9.0,115.0,198.0,159.0,153.0,136.0,192.0,180.0,126.0
6643,12190,4.0,5.0,4.0,6.0,4.0,3.0,7.0,4.0,65.0,93.0,91.0,86.0,120.0,99.0,88.0,106.0
683,12191,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,105.0,112.0,134.0,200.0,171.0,114.0,123.0,144.0
7425,12192,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,225.0,287.0,256.0,266.0,219.0,281.0,272.0,233.0
13160,12193,7.0,7.0,9.0,7.0,6.0,5.0,6.0,8.0,229.0,192.0,151.0,201.0,238.0,247.0,262.0,245.0
14405,12194,8.0,5.0,7.0,4.0,6.0,7.0,5.0,7.0,78.0,129.0,126.0,114.0,75.0,73.0,130.0,41.0
16313,12195,9.0,10.0,8.0,9.0,9.0,9.0,8.0,8.0,196.0,153.0,223.0,200.0,218.0,224.0,309.0,243.0
15405,12196,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,150.0,89.0,119.0,139.0,135.0,97.0,139.0,128.0
10314,12197,6.0,7.0,8.0,7.0,8.0,7.0,9.0,9.0,290.0,273.0,265.0,292.0,252.0,295.0,251.0,235.0
17052,12198,10.0,10.0,9.0,7.0,9.0,10.0,9.0,10.0,159.0,120.0,163.0,163.0,152.0,104.0,152.0,91.0
16410,12199,9.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,284.0,309.0,282.0,324.0,254.0,319.0,323.0,218.0
2148,12200,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,195.0,215.0,115.0,196.0,182.0,295.0,183.0,210.0
15508,12201,9.0,4.0,9.0,8.0,10.0,10.0,10.0,8.0,201.0,249.0,205.0,230.0,220.0,191.0,21.0,285.0
16714,12202,9.0,9.0,8.0,7.0,7.0,7.0,9.0,10.0,74.0,84.0,73.0,184.0,194.0,236.0,172.0,35.0
531,12203,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,91.0,68.0,45.0,113.0,57.0,41.0,122.0,59.0
13803,12204,8.0,9.0,9.0,6.0,7.0,6.0,7.0,7.0,287.0,247.0,198.0,488.0,424.0,494.0,371.0,336.0
5181,12205,3.0,5.0,3.0,3.0,8.0,4.0,5.0,9.0,259.0,334.0,359.0,322.0,188.0,171.0,232.0,172.0
1275,12206,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,76.0,74.0,109.0,53.0,56.0,112.0,64.0,84.0
16918,12207,9.0,4.0,5.0,4.0,6.0,6.0,3.0,3.0,32.0,46.0,54.0,79.0,71.0,83.0,103.0,81.0
2443,12208,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,90.0,56.0,86.0,92.0,108.0,100.0,138.0,153.0
17413,12209,10.0,10.0,6.0,9.0,9.0,10.0,8.0,7.0,70.0,80.0,140.0,97.0,145.0,100.0,149.0,147.0
6021,12210,4.0,1.0,5.0,3.0,4.0,5.0,4.0,5.0,41.0,90.0,46.0,43.0,69.0,46.0,112.0,69.0
4596,12211,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,268.0,287.0,278.0,235.0,318.0,377.0,195.0,166.0
9513,12212,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,149.0,142.0,149.0,255.0,251.0,235.0,199.0
7669,12213,5.0,5.0,5.0,4.0,7.0,7.0,5.0,8.0,348.0,405.0,408.0,364.0,281.0,338.0,289.0,192.0
2945,12214,2.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,55.0,33.0,70.0,58.0,71.0,100.0,62.0,61.0
12057,12215,7.0,5.0,3.0,8.0,4.0,6.0,4.0,8.0,144.0,102.0,301.0,133.0,184.0,77.0,152.0,51.0
8039,12216,5.0,3.0,4.0,4.0,7.0,7.0,8.0,3.0,287.0,451.0,402.0,392.0,167.0,253.0,178.0,609.0
12437,12217,7.0,7.0,7.0,8.0,8.0,6.0,8.0,8.0,312.0,353.0,326.0,299.0,268.0,374.0,290.0,291.0
1613,12218,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.0,254.0,112.0,160.0,111.0,160.0,94.0,111.0
3392,12219,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,137.0,150.0,116.0,183.0,250.0,177.0,207.0,181.0
2859,12220,2.0,5.0,2.0,4.0,5.0,7.0,8.0,7.0,206.0,263.0,285.0,287.0,252.0,207.0,183.0,200.0
3404,12221,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,93.0,75.0,167.0,128.0,114.0,206.0,66.0,159.0
11965,12222,7.0,6.0,5.0,7.0,7.0,9.0,5.0,7.0,88.0,217.0,211.0,203.0,147.0,171.0,230.0,192.0
15403,12223,9.0,7.0,8.0,7.0,7.0,9.0,9.0,8.0,120.0,218.0,218.0,236.0,201.0,178.0,168.0,209.0
15878,12224,9.0,8.0,5.0,9.0,10.0,9.0,6.0,3.0,62.0,39.0,49.0,67.0,37.0,62.0,85.0,149.0
16077,12225,9.0,8.0,9.0,7.0,3.0,5.0,5.0,4.0,103.0,149.0,166.0,149.0,201.0,228.0,261.0,273.0
2380,12226,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,93.0,124.0,73.0,65.0,62.0,65.0,70.0,76.0
11790,12227,7.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,230.0,254.0,230.0,248.0,231.0,248.0,240.0,226.0
7354,12228,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,169.0,113.0,158.0,140.0,165.0,197.0,184.0,116.0
18342,12229,10.0,9.0,7.0,6.0,8.0,10.0,5.0,10.0,89.0,170.0,168.0,292.0,319.0,252.0,75.0,39.0
441,12230,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.0,114.0,128.0,113.0,182.0,150.0,128.0,109.0
9246,12231,5.0,8.0,7.0,7.0,9.0,8.0,7.0,9.0,193.0,230.0,321.0,218.0,236.0,248.0,258.0,188.0
6821,12232,4.0,5.0,4.0,5.0,6.0,7.0,6.0,6.0,251.0,288.0,301.0,305.0,246.0,154.0,149.0,149.0
14252,12233,8.0,6.0,9.0,8.0,6.0,10.0,6.0,3.0,134.0,160.0,105.0,117.0,109.0,100.0,130.0,154.0
11529,12234,7.0,9.0,7.0,7.0,5.0,7.0,6.0,6.0,311.0,281.0,397.0,402.0,382.0,383.0,431.0,384.0
13459,12235,8.0,9.0,9.0,9.0,7.0,10.0,8.0,9.0,103.0,98.0,146.0,79.0,121.0,68.0,144.0,149.0
16832,12236,9.0,7.0,7.0,7.0,5.0,6.0,6.0,4.0,47.0,114.0,96.0,125.0,105.0,89.0,135.0,170.0
10052,12237,6.0,5.0,8.0,5.0,2.0,5.0,5.0,2.0,62.0,85.0,65.0,109.0,32.0,100.0,119.0,155.0
15150,12238,9.0,10.0,9.0,10.0,8.0,10.0,10.0,9.0,338.0,275.0,244.0,190.0,206.0,204.0,263.0,186.0
3843,12239,3.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,60.0,97.0,262.0,186.0,139.0,104.0,125.0,87.0
3684,12240,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,101.0,73.0,88.0,170.0,100.0,80.0,87.0,122.0
2542,12241,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,178.0,139.0,172.0,116.0,118.0,172.0,138.0,51.0
15683,12243,9.0,8.0,9.0,6.0,6.0,8.0,7.0,8.0,135.0,208.0,178.0,293.0,189.0,292.0,271.0,264.0
14829,12244,8.0,8.0,7.0,8.0,3.0,6.0,4.0,8.0,127.0,156.0,256.0,166.0,210.0,247.0,206.0,199.0
15864,12245,9.0,9.0,9.0,8.0,9.0,10.0,8.0,8.0,78.0,69.0,116.0,124.0,135.0,118.0,129.0,142.0
16044,12246,9.0,5.0,7.0,4.0,8.0,8.0,7.0,4.0,67.0,97.0,121.0,113.0,100.0,105.0,96.0,94.0
4371,12247,3.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,45.0,54.0,51.0,59.0,124.0,211.0,131.0,185.0
11399,12248,7.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,460.0,540.0,519.0,613.0,535.0,567.0,495.0,463.0
18832,12249,10.0,3.0,8.0,8.0,4.0,8.0,10.0,9.0,3.0,148.0,133.0,96.0,100.0,81.0,46.0,62.0
18731,12250,10.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,4.0,30.0,112.0,269.0,132.0,128.0,224.0,145.0
16065,12251,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,297.0,314.0,291.0,268.0,305.0,218.0,165.0,195.0
16256,12252,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,119.0,146.0,143.0,178.0,141.0,140.0,147.0,147.0
14154,12254,8.0,8.0,9.0,9.0,9.0,7.0,9.0,9.0,200.0,198.0,189.0,159.0,223.0,237.0,170.0,128.0
4399,12255,3.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,79.0,162.0,155.0,215.0,118.0,134.0,162.0,98.0
8761,12256,5.0,7.0,8.0,7.0,8.0,6.0,9.0,6.0,29.0,93.0,120.0,116.0,109.0,126.0,98.0,77.0
8663,12257,5.0,5.0,5.0,6.0,4.0,5.0,6.0,10.0,549.0,665.0,586.0,642.0,718.0,646.0,452.0,87.0
13729,12258,8.0,8.0,7.0,9.0,8.0,8.0,6.0,8.0,129.0,114.0,117.0,107.0,127.0,148.0,283.0,372.0
7561,12259,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,89.0,101.0,117.0,137.0,241.0,190.0,191.0,141.0
13552,12260,8.0,7.0,8.0,9.0,9.0,9.0,7.0,8.0,122.0,84.0,96.0,105.0,126.0,109.0,140.0,117.0
16694,12261,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,144.0,90.0,119.0,147.0,129.0,140.0,154.0,205.0
14630,12262,8.0,10.0,7.0,9.0,5.0,7.0,9.0,9.0,256.0,193.0,276.0,306.0,280.0,295.0,311.0,273.0
10868,12263,6.0,5.0,9.0,8.0,10.0,7.0,5.0,6.0,108.0,114.0,94.0,106.0,16.0,109.0,137.0,116.0
2232,12264,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,347.0,287.0,314.0,333.0,222.0,314.0,362.0,269.0
16643,12265,9.0,9.0,8.0,9.0,7.0,7.0,8.0,6.0,144.0,184.0,146.0,127.0,223.0,236.0,201.0,255.0
11887,12266,7.0,8.0,9.0,9.0,9.0,8.0,8.0,6.0,314.0,296.0,296.0,301.0,326.0,381.0,383.0,531.0
6668,12267,4.0,6.0,7.0,6.0,4.0,4.0,4.0,4.0,222.0,161.0,204.0,189.0,238.0,187.0,245.0,210.0
2228,12268,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,186.0,208.0,166.0,160.0,160.0,129.0,172.0,268.0
14627,12269,8.0,8.0,6.0,7.0,6.0,7.0,4.0,5.0,47.0,69.0,88.0,81.0,113.0,78.0,122.0,127.0
8802,12270,5.0,7.0,7.0,7.0,8.0,8.0,6.0,4.0,83.0,95.0,92.0,118.0,70.0,111.0,97.0,102.0
17530,12271,10.0,9.0,9.0,10.0,7.0,9.0,8.0,9.0,87.0,113.0,181.0,132.0,203.0,128.0,238.0,198.0
15607,12272,9.0,8.0,10.0,8.0,9.0,9.0,9.0,8.0,138.0,161.0,148.0,247.0,199.0,192.0,146.0,165.0
6619,12273,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,222.0,259.0,198.0,213.0,256.0,143.0,127.0,152.0
6796,12275,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,362.0,429.0,397.0,409.0,388.0,344.0,428.0,398.0
4182,12276,3.0,4.0,2.0,3.0,6.0,3.0,5.0,7.0,135.0,114.0,111.0,133.0,67.0,111.0,66.0,49.0
7315,12277,4.0,6.0,5.0,6.0,4.0,7.0,8.0,5.0,168.0,203.0,191.0,181.0,164.0,227.0,156.0,213.0
11478,12278,7.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0,144.0,127.0,121.0,122.0,175.0,182.0,209.0,126.0
8491,12279,5.0,6.0,5.0,6.0,4.0,5.0,5.0,4.0,508.0,393.0,470.0,412.0,501.0,467.0,446.0,482.0
9139,12280,5.0,7.0,7.0,6.0,9.0,9.0,7.0,8.0,329.0,365.0,279.0,341.0,282.0,260.0,373.0,351.0
17862,12281,10.0,10.0,8.0,9.0,8.0,9.0,9.0,10.0,123.0,160.0,186.0,166.0,218.0,215.0,214.0,145.0
6139,12282,4.0,4.0,6.0,5.0,2.0,4.0,3.0,2.0,113.0,124.0,76.0,93.0,158.0,100.0,140.0,204.0
16894,12283,9.0,8.0,7.0,8.0,7.0,7.0,10.0,10.0,83.0,99.0,127.0,122.0,125.0,128.0,78.0,116.0
14802,12284,8.0,9.0,8.0,9.0,10.0,10.0,9.0,9.0,250.0,271.0,349.0,252.0,164.0,245.0,273.0,249.0
10275,12285,6.0,6.0,7.0,8.0,8.0,7.0,6.0,8.0,355.0,405.0,364.0,309.0,316.0,335.0,376.0,286.0
18304,12286,10.0,9.0,7.0,8.0,8.0,9.0,9.0,9.0,46.0,202.0,184.0,222.0,201.0,173.0,177.0,177.0
13446,12287,8.0,8.0,6.0,9.0,8.0,8.0,9.0,7.0,300.0,336.0,422.0,300.0,317.0,350.0,359.0,267.0
11583,12288,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,241.0,410.0,393.0,469.0,354.0,451.0,357.0,500.0
3548,12289,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,148.0,96.0,138.0,111.0,127.0,117.0,101.0,100.0
2514,12290,2.0,5.0,3.0,4.0,3.0,3.0,5.0,6.0,130.0,115.0,109.0,113.0,105.0,155.0,90.0,30.0
13356,12292,8.0,4.0,6.0,6.0,10.0,10.0,10.0,10.0,67.0,114.0,91.0,95.0,37.0,43.0,50.0,53.0
9314,12293,5.0,8.0,8.0,6.0,5.0,7.0,8.0,8.0,145.0,143.0,144.0,207.0,246.0,194.0,150.0,141.0
6110,12294,4.0,5.0,7.0,7.0,8.0,7.0,8.0,8.0,209.0,234.0,272.0,273.0,212.0,285.0,260.0,196.0
7537,12295,4.0,4.0,4.0,5.0,5.0,5.0,3.0,7.0,228.0,200.0,233.0,184.0,213.0,224.0,271.0,167.0
8386,12296,5.0,5.0,5.0,5.0,9.0,8.0,6.0,7.0,114.0,132.0,110.0,121.0,116.0,95.0,129.0,85.0
2426,12297,2.0,4.0,4.0,3.0,2.0,4.0,7.0,3.0,99.0,74.0,70.0,88.0,119.0,65.0,20.0,45.0
18525,12298,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,84.0,120.0,121.0,194.0,143.0,121.0,136.0,123.0
3564,12299,2.0,3.0,6.0,2.0,2.0,3.0,4.0,7.0,37.0,51.0,38.0,56.0,64.0,48.0,63.0,48.0
