고객번호,편의품_증감율,편의품_변동율,편의품CV,선매품_증감율,선매품_변동율,선매품CV,전문품_증감율,전문품_변동율,전문품CV,기타_증감율,기타_변동율,기타CV,A증감율,A변동율,A_CV,B증감율,B변동율,B_CV,식품_증감율,식품_변동율,식품CV,의류_증감율,의류_변동율,의류CV,생활_증감율,생활_변동율,생활CV
7060,-1,7,0.361092657,0,0,0.341154617,0,6,0.723665067,0,0,0.329934556,-1,3,0.017913764,-2,10,0.684280726,0,6,0.434903688,-1,1,0.42481703,-1,1,0.632799396
7061,1,3,0.143849081,-1,3,1.373933206,0,0,0,0,10,1.313142848,0,8,1.247899836,0,2,0.093754779,0,2,0.159024351,0,2,2.645751311,0,0,0.253156869
7062,0,4,0.311964067,2,8,1.234953333,0,0,0,1,7,1.604279591,2,12,0.741930196,3,13,1.251924468,1,3,0.312697181,3,9,1.263697467,2,4,0.456683864
7063,-2,6,0.213056228,0,2,0.814923058,2,10,1.36505994,0,2,0.997022785,0,2,0.03534584,3,3,0.441815314,-1,3,0.174516647,0,4,0.450709044,0,4,0.610304169
7064,2,4,0.561102962,0,2,0.373888909,-3,9,1.060714594,0,8,0.603284659,0,0,0.021446775,0,6,0.444671415,2,4,0.634460592,0,2,0.569433515,2,4,0.435700054
7065,1,3,0.24190373,1,5,0.724659349,3,3,2.645751311,1,5,1.071263379,0,2,0.062639828,1,5,0.046796465,0,2,0.201103709,1,5,0.816334513,2,8,0.72627801
7066,0,0,0.123793088,-1,3,0.478609026,0,0,0,0,2,0.866684831,0,0,0.030401158,0,2,0.01003692,0,4,0.179825583,0,4,0.571344338,1,3,0.452086585
7067,0,4,0.443223867,0,2,0.329314883,0,12,1.404610273,1,5,1.11128034,0,4,0.026351258,0,0,0.020029721,0,0,0.482997853,0,0,0.383604271,-1,7,0.401876474
7068,-4,4,1.31790897,0,4,1.527127605,0,0,0,0,12,1.749044979,0,6,0.453338664,0,0,0,-4,4,1.308093984,0,6,1.231036395,-4,8,1.487310328
7069,3,3,0.528858339,-1,5,0.943303303,0,0,0,-2,6,1.977645318,0,0,0.044939883,3,5,0.446566641,3,3,0.507222007,0,6,1.251867909,3,3,0.547865061
7070,1,5,0.272330454,-1,3,0.697684791,0,0,0,0,8,2.645751311,-3,5,0.694208675,-1,11,0.704269508,1,3,0.305883382,-2,4,1.354541552,2,2,0.665232954
7071,1,3,0.127574171,0,0,0.472839075,0,4,2.645751311,1,3,0.277983226,0,0,0.028057394,0,0,0.012293504,0,0,0.133244072,1,1,0.44533195,2,2,0.726081979
7072,1,3,0.334872049,0,2,0.645155218,0,6,2.645751311,2,4,0.979179737,3,3,0.941731216,0,0,0.026690293,1,3,0.377422456,0,4,0.679945107,1,1,0.863861956
7073,-2,4,0.223283342,0,2,0.642354149,0,0,0,1,9,0.849331032,0,0,0.030007105,1,3,0.031328427,-1,3,0.204535752,-1,3,0.641386561,0,6,0.548422532
7074,2,4,0.379830874,0,0,0.961166101,0,0,0,0,0,0,-2,2,2.645751311,-2,6,1.725485934,3,3,0.371724307,0,2,1.713231008,2,2,0.492451339
7075,-1,3,0.368755961,0,2,0.397482106,0,0,0,0,4,0.883987672,0,8,0.452658635,0,2,0.024819087,0,2,0.169400874,0,2,0.452289652,2,4,0.33115191
7076,-3,3,0.402860759,-1,7,0.746375029,0,0,0,-3,9,1.49852592,0,0,0.061662481,-2,8,0.446527838,-2,4,0.431835496,-1,7,1.102255071,-2,8,0.79317687
7077,2,4,0.344007481,0,6,0.653685449,0,4,2.645751311,2,4,1.788719898,0,4,0.107234515,0,2,0.028748979,2,4,0.356821099,0,6,0.680099015,0,4,0.444571363
7078,0,0,0.170123971,-1,1,0.395043946,0,0,0,0,4,1.493865191,0,6,0.450577776,0,2,0.011516476,0,0,0.161261495,-1,1,0.570304715,0,2,0.323822966
7079,2,4,0.221645407,2,6,0.77361021,0,6,2.645751311,0,0,0.246695447,0,0,0.047748108,0,2,0.035700863,1,3,0.217170283,1,5,0.907826874,1,3,0.901661024
7080,1,5,0.197186522,0,2,0.562978284,0,0,0,0,6,2.385350456,0,4,0.060546084,3,5,0.47238368,0,2,0.211786083,0,2,0.622172775,0,6,0.353927717
7081,1,5,0.295529614,2,8,0.68200977,0,4,2.645751311,0,4,0.621702749,1,7,0.446630368,0,2,0.021259949,2,6,0.388031167,1,5,0.716004597,2,4,0.267546735
7082,0,4,0.602785323,-1,3,0.603618652,0,0,0,0,2,0.568326977,0,0,0.043969337,3,9,0.937246596,0,4,0.764073851,-1,1,0.583408884,0,6,1.173713918
7083,3,5,0.841545972,0,2,0.582513669,-2,6,1.712827533,-1,7,0.639348987,0,0,0.034087759,1,9,0.449488789,0,6,0.534749814,-1,3,0.663824611,2,6,1.540708702
7084,0,0,0.307866241,-1,3,0.560735247,0,12,1.325507633,0,2,0.483251148,0,0,0.029094867,0,2,0.046146172,-1,3,0.331212612,-1,1,0.562416376,-2,4,1.161172333
7085,-1,1,0.303636331,-1,5,0.666533005,0,0,0,0,8,0.898169051,2,8,0.936227656,0,2,0.024962525,-1,1,0.342696824,0,4,0.777792457,0,4,0.509838425
7086,0,6,0.261400354,1,3,0.221054487,2,10,1.373794869,-1,3,0.583672195,0,2,0.022365019,0,0,0.031228423,1,5,0.380762298,0,4,0.419885542,0,4,0.32918086
7087,0,4,0.254404486,0,4,1.04928025,0,0,0,1,3,1.745087579,0,8,0.936783728,0,2,0.018106448,0,4,0.280818947,-1,7,1.088657743,-1,3,0.318427703
7088,0,0,0.927180331,1,1,2.645751311,0,0,0,0,4,2.645751311,-2,6,1.707834191,3,3,2.645751311,0,0,0.839241481,2,4,2.343090803,3,5,1.807685458
7089,-1,5,0.462506198,0,2,0.601080396,0,12,2.457213481,0,2,0.485743173,0,8,0.965220286,0,0,0.026758268,-1,3,0.423861016,1,5,1.010569755,0,4,0.379106544
7090,0,4,0.271909005,0,4,0.706295368,0,0,0,0,6,0.760449937,0,4,2.645751311,0,0,0.022202396,0,4,0.358874937,1,5,0.78192562,0,6,0.373146734
7091,0,10,0.331530008,1,3,0.754119422,0,6,1.003715195,0,0,0.512816136,0,0,0.02475782,0,2,0.092535109,1,5,0.360966888,1,3,0.650789717,-1,9,0.793744334
7092,-2,4,0.319722952,1,3,0.914580904,0,0,0,0,8,0.640740707,-1,5,0.130463541,0,0,0.018311474,-1,3,0.394585828,1,7,1.209336764,1,3,0.354935669
7093,0,6,0.322808466,0,0,0.38227064,0,4,2.645751311,2,4,0.537724306,1,13,0.685276745,0,0,0.017609041,0,6,0.318217015,0,4,0.592933202,0,4,0.27159232
7094,-1,5,0.326730472,0,2,0.472461999,0,6,2.645751311,-1,11,0.819680927,0,0,0.038475388,0,2,0.123753432,0,6,0.336674337,1,3,0.458510361,-2,6,0.520455158
7095,-1,5,0.227588302,0,2,0.636400332,0,0,0,0,4,0.496695897,0,4,0.683969145,0,0,0.014416459,-1,1,0.218279563,0,4,0.787089167,1,1,0.232675939
7096,0,4,0.257204364,1,1,0.741564382,0,10,2.556325455,-1,3,0.580997695,2,12,0.953122549,1,1,0.016030116,0,4,0.20810906,0,0,0.376649424,0,6,0.411635069
7097,0,0,0.560801262,0,2,0.507061111,0,6,1.521560249,0,2,1.087584632,-1,5,0.028424813,0,2,0.058555445,0,0,0.556314589,0,2,0.532435695,0,0,0.788742956
7098,0,0,0.422010011,0,2,0.299578754,0,0,0,1,1,0.831060815,2,10,1.257655335,1,3,0.024667798,1,1,0.331695224,0,2,0.637994878,0,0,0.626419375
7099,-1,3,0.259936367,1,5,0.757995689,0,4,2.645751311,4,6,0.815358334,2,8,0.946518457,0,2,0.020179909,0,2,0.279134942,1,7,0.792608665,-1,5,0.387622378
7100,-2,10,0.531868539,0,0,0.324084583,0,18,2.14535344,0,6,0.907270331,0,2,0.021787293,1,1,0.072594787,-2,6,0.59637549,0,0,0.284788853,-1,7,1.115748614
7101,1,5,0.35642105,0,2,0.512196547,0,0,0,3,3,1.796526658,0,0,0.020076926,1,7,0.461075739,1,3,0.289448683,0,6,0.725483383,1,11,1.144200931
7102,3,3,0.353904837,1,1,0.435129555,0,4,2.645751311,1,1,0.552068332,0,0,0.031740676,3,3,0.442252604,3,5,0.357779058,0,2,0.560453612,2,4,0.762430028
7103,0,0,0.396238579,0,2,0.380211641,0,0,0,-3,7,1.286339409,0,0,0.033948164,0,12,0.937408004,0,0,0.402606661,-2,4,0.784632747,0,2,0.956479569
7104,2,4,0.411352529,1,3,1.163477143,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.416429696,0,2,1.471338392,2,4,0.671572723
7105,2,6,0.377258777,1,3,0.618609454,0,0,0,1,1,0.740643636,0,6,2.645751311,0,2,0.027088293,2,4,0.302735488,1,3,0.700481986,1,5,0.449627115
7106,0,2,0.393522799,1,1,0.460336096,0,0,0,3,11,0.876508181,0,0,0.032720557,2,4,0.685180021,0,2,0.413897499,2,6,0.800091289,1,5,1.071258384
7107,1,3,0.259070425,-1,5,1.049455723,0,0,0,3,5,0.945147351,0,4,1.266724747,0,2,0.052120579,0,0,0.595729933,-1,5,2.626586395,-1,1,0.785285675
7108,1,1,0.208659958,1,1,0.678530845,0,0,0,0,8,1.882288794,2,10,1.247293027,0,8,1.710040095,1,1,0.253520111,-1,1,2.645751311,0,2,0.205664338
7109,1,3,0.368001465,0,6,1.125062173,0,0,0,0,4,1.271086873,2,4,0.470917029,0,0,0.02010796,1,5,0.380837732,0,4,1.271720748,1,1,0.582021944
7110,1,3,0.26079923,0,4,0.302022006,0,0,0,4,10,1.033717321,0,4,2.645751311,0,2,0.015679797,1,1,0.399790556,0,2,0.464138651,2,6,0.823582197
7112,1,1,0.307284476,0,0,0.811101496,0,8,1.045741792,0,4,1.761603779,-1,5,0.033026403,-2,2,2.645751311,1,1,0.255086133,0,0,0.877179964,0,6,0.667275426
7113,0,0,0.242885828,0,0,0.423548646,0,10,1.290472787,0,0,0.456682771,-1,1,0.025446172,0,0,0.013798388,0,2,0.310496751,0,2,0.458181612,0,0,0.176796467
7114,1,5,0.184918368,0,6,2.628986438,0,0,0,0,4,2.645751311,0,6,2.645751311,0,10,1.707826227,0,4,0.193656929,1,7,2.609154493,2,2,0.546384221
7115,3,3,0.602530684,1,5,0.470871563,1,3,1.10604747,0,0,0.407419064,1,3,0.051013968,1,1,0.106570772,3,5,0.676696874,1,3,0.898961816,2,4,0.879889084
7116,0,0,0.62652752,0,0,0.504624223,0,12,2.353215686,2,4,0.619613615,0,2,0.032146379,0,4,2.645751311,0,0,0.835183173,-1,1,0.382361261,-3,11,0.778993833
7117,3,7,0.971309566,0,0,0.241555392,3,9,2.39365515,1,15,0.968493701,-1,3,0.007949213,3,3,1.248723965,3,5,0.998389426,0,0,0.442206947,2,4,0.539872499
7118,0,0,0.296214002,0,0,0.258450457,0,0,0,-1,3,0.623637911,0,0,0.014023542,0,6,0.446284983,0,0,0.288014838,0,0,0.282705948,0,4,0.741724903
7119,0,4,0.216274916,0,4,0.663025331,0,0,0,0,4,0.663635253,-1,1,0.083500651,0,2,0.019349299,1,5,0.269881535,0,6,0.751195065,1,3,0.323146026
7120,0,6,0.800418267,-1,3,0.599016127,0,0,0,1,3,0.635492699,-2,10,0.689716123,0,2,0.019285367,0,8,0.885284976,0,2,0.785775824,-1,3,0.515385591
7121,0,2,0.816599248,-1,5,0.688785068,-3,13,2.270477066,-4,4,1.053018798,0,2,0.076021539,0,8,1.714616891,0,2,0.833024572,-2,6,0.832267609,-2,2,1.076410562
7122,0,2,0.185051643,-1,3,0.683547992,0,0,0,0,0,0.592218968,-1,5,1.255017757,0,2,0.017695587,1,3,0.18384354,-1,3,0.75213608,0,6,0.551017053
7123,1,1,0.216587948,0,0,0.564203755,0,6,2.645751311,2,6,0.722396985,1,3,0.034477748,1,7,0.443185489,0,0,0.234662322,1,1,0.657926723,-1,5,0.602578205
7124,-1,1,0.407134267,-1,3,0.824039216,0,0,0,1,3,0.684075775,0,0,0.038621697,2,6,0.942354535,-1,1,0.483752529,-1,3,0.953895541,1,5,0.671650489
7125,2,6,0.470082478,0,0,0.486108353,0,0,0.809056817,0,2,1.780812259,0,2,0.030046209,0,2,0.077382339,0,0,0.570033406,0,0,0.663999843,3,3,0.729210869
7126,1,9,0.887161595,0,0,0.956255858,-3,15,2.342036017,1,9,0.838903069,0,4,0.041021858,0,6,0.445430463,1,3,0.626564957,0,0,0.230779358,1,7,1.314428087
7127,-1,7,0.268852112,1,1,0.375231375,0,14,2.163796703,0,2,0.573625838,0,4,0.034746074,0,8,1.711151506,-1,5,0.253318901,1,1,0.462277183,0,2,0.459152327
7128,-1,3,0.32098851,0,2,0.526319725,1,1,0.877380228,0,4,0.453453703,0,4,0.03104832,0,6,1.253254282,-1,5,0.371024434,0,2,0.613317996,0,4,0.474938873
7129,0,4,0.160841153,-1,3,0.496244736,-2,2,2.645751311,3,7,0.895370753,-1,7,0.454536343,0,2,0.009454594,0,4,0.169164242,-3,5,1.022829862,-2,6,0.498552334
7130,0,2,0.129694891,0,0,0.504560316,-3,5,1.131814263,1,1,0.355312498,-1,3,0.039771069,0,0,0.018921666,0,2,0.224208774,0,0,0.503614225,-1,3,0.384636435
7131,-1,5,0.406664718,0,0,0.52056013,-1,9,1.260637758,0,0,0.328966573,-1,3,0.025376699,0,0,0.035571517,-2,6,0.525846434,0,0,0.657343372,2,6,0.648542706
7133,0,0,0.14989689,-2,6,0.778306693,0,0,0,-1,9,1.545561208,-3,5,0.452257549,0,2,0.011173146,0,0,0.190993987,-2,6,0.928455729,-3,7,0.716378181
7134,1,1,0.23330869,0,0,0.313272912,0,6,0.655196978,0,2,0.73630136,0,2,0.018321037,-2,4,0.683964296,2,4,0.343069041,0,0,0.445156522,-2,8,0.697705743
7135,2,2,0.600976382,0,0,0.381790373,1,9,1.098626802,1,5,0.801827437,0,0,0.015100797,0,0,0,2,2,0.527097869,0,2,0.614462971,1,9,1.267569682
7136,1,5,0.195366235,0,2,0.628094271,0,0,0,1,7,0.820766699,0,4,2.645751311,0,0,0.016792168,1,3,0.198643528,-1,1,0.554595669,1,3,0.254217586
7137,0,0,0.58930217,0,0,0.391192834,0,4,1.211716843,4,8,0.821304703,0,2,0.027561144,-3,9,0.683756217,0,0,0.614679152,0,0,0.550104944,1,1,0.609549086
7138,1,3,0.3804121,1,3,0.678936253,0,0,0,4,4,1.141316616,0,8,0.93600344,0,2,0.038613425,2,4,0.442782718,1,3,0.588217745,1,7,0.514837079
7139,0,2,0.139308179,0,4,0.468443886,3,13,1.465851623,1,9,1.050303889,0,4,0.038647176,1,3,0.086003167,0,0,0.116798976,0,4,0.506904291,3,9,1.030411586
7140,0,4,0.317266013,0,0,0.443465532,0,12,1.389288621,0,0,0.479920279,0,4,0.03391099,-1,3,0.078871972,0,4,0.213507115,0,0,0.514502119,0,6,1.422905192
7141,0,0,0.374985297,0,0,0.246780684,1,1,1.157090402,1,3,0.850095932,0,2,0.016566656,0,2,0.020026138,0,0,0.265336711,0,0,0.248455108,0,0,0.645952678
7142,0,4,0.802247464,2,4,0.890794969,0,4,2.645751311,2,4,0.455113551,0,0,0.079696088,2,6,1.707877655,0,4,0.827183306,2,6,0.952690644,1,3,0.807524719
7143,0,16,0.860438344,0,0,0.344320522,0,14,2.085512977,0,2,0.622196391,0,0,0.029235898,0,4,2.645751311,0,14,0.992766476,0,0,0.420038297,0,6,0.897669462
7144,-1,7,0.525029225,-1,1,0.401822094,0,6,1.969297142,1,5,0.726639225,0,0,0.026428351,0,2,0.038516566,0,0,0.742885447,-1,3,0.628779364,-3,11,0.894943733
7145,0,4,0.201928539,1,5,1.415723161,2,2,1.729553351,1,7,2.492425592,3,3,1.248932689,1,7,0.445689785,1,3,0.243316284,2,2,1.869676329,1,3,0.30788124
7146,0,0,0.640821518,1,1,1.128687617,0,2,0.998134912,1,5,0.572157719,1,5,0.036196206,0,0,0.034628167,0,0,0.756666169,1,1,0.552716014,0,0,0.422445182
7147,0,8,0.524673211,-1,3,0.62929941,0,0,0,1,3,0.706439322,-1,9,0.443713429,0,2,0.031610504,0,6,0.562309253,-1,1,0.673606691,-2,2,0.454599733
7148,1,7,0.382331869,0,0,0.300610649,-1,7,1.011902868,-1,1,0.748251864,0,2,0.028644924,1,1,0.053343003,1,5,0.433424591,0,0,0.369271054,0,4,0.97632458
7149,0,4,0.269428401,1,5,0.680567448,0,0,0,1,5,0.662940507,-1,5,0.692452928,0,2,0.015714593,0,4,0.254550936,0,4,1.020793203,-2,4,0.642977743
7150,2,8,0.367193932,-1,3,0.477529873,0,0,0,-1,5,0.981126163,-1,3,0.120749135,0,2,0.020966803,2,6,0.400255764,-1,1,0.686030443,1,5,0.470394361
7151,1,3,0.160792243,0,4,0.463478066,3,3,2.645751311,4,8,2.566613876,0,0,0.045388009,1,3,0.041424267,0,4,0.162782082,0,2,0.484123592,2,6,1.461356574
7152,-1,3,0.263966302,-1,3,0.997424553,0,0,0,2,12,1.426227705,-1,9,0.936010628,0,4,1.707963189,-1,3,0.256904481,-1,5,1.177795101,1,3,0.532396069
7153,0,4,0.617965329,0,0,0.168581864,3,11,1.126330117,-2,10,2.246159721,-1,5,0.012888898,0,2,0.122117362,-1,5,0.674586379,0,0,0.186234328,1,5,0.666024311
7154,0,6,0.647039277,0,2,0.743692217,0,6,1.61699005,0,2,0.45485942,1,3,0.036842965,3,3,0.683722554,1,5,0.796278091,0,4,0.421522695,0,10,1.404514526
7155,2,4,0.412806118,0,0,0.375691482,0,6,2.158587439,3,5,0.895854651,0,0,0.027012021,3,3,0.684586308,2,4,0.467015239,1,3,0.745208191,-2,8,0.693957554
7156,0,2,0.140451193,0,4,1.454173394,0,0,0,0,0,0,2,10,0.708486511,0,6,2.645751311,1,3,0.160272824,0,6,1.489439236,0,6,0.286962991
7157,0,0,0.111384727,0,4,1.24959133,0,4,2.645751311,2,14,1.346954556,-2,8,0.704393633,0,2,0.007209255,0,0,0.130924425,0,4,1.478209673,0,2,0.23745149
7158,0,2,0.141011122,0,4,0.76109682,-3,9,1.989434404,1,5,1.364026635,0,0,0.039600612,3,9,0.693295672,0,0,0.116226738,-1,3,0.680861636,-2,6,0.79086147
7159,0,2,0.539001447,0,0,0.762740305,3,5,1.662208376,0,2,0.478103209,0,2,0.038437821,-2,4,0.44501898,0,0,0.433353197,0,2,0.367752887,-1,9,1.443972898
7160,0,0,0.266241692,1,1,0.270763853,0,4,1.717644204,-2,6,0.785365002,0,0,0.009495473,-3,3,2.645751311,0,0,0.260204123,1,1,0.34460676,-1,1,1.447103509
7161,2,6,0.333031873,0,2,0.214728415,1,5,2.258922851,1,1,0.319694003,0,0,0.013970563,0,0,0.03647435,1,5,0.326620373,0,0,0.193195696,1,5,0.637801225
7162,0,4,0.357714354,0,2,0.367309242,-2,2,2.645751311,0,4,0.773525642,0,2,0.024727809,0,6,0.443608899,0,4,0.522334611,0,0,0.381101047,-1,5,0.898874227
7163,1,1,0.197197723,0,0,0.35237354,0,0,0,1,3,0.660674614,-3,9,1.248511982,0,2,0.03562655,1,1,0.304245957,-1,1,0.389989202,-1,5,0.406050482
7164,2,4,0.362342171,0,2,0.613017928,0,0,0,1,9,0.877101668,0,12,1.70783935,0,2,0.024829741,2,2,0.4218298,0,6,1.175292621,1,3,0.349800849
7165,2,4,0.17919897,0,4,1.069709629,0,0,0,0,6,1.53826133,0,8,0.948574179,0,2,0.042003907,2,2,0.19451414,-1,7,1.43193036,1,3,0.208262403
7166,1,5,0.224528215,1,5,1.25909879,0,0,0,2,8,1.175138317,1,5,0.463613502,0,0,0.026659867,1,3,0.194827428,1,3,1.854737702,-1,5,0.3549679
7167,1,13,0.671189657,0,0,0.447625899,0,8,1.011077046,0,8,0.987921326,0,4,0.030232648,0,6,1.709523247,0,16,0.800201985,0,0,0.502538245,-2,8,1.444242817
7168,3,7,0.91921268,1,1,0.587041758,0,6,2.645751311,1,3,1.332592634,1,5,0.044833229,-2,6,1.250107872,1,3,0.487959116,1,1,0.559628094,0,10,1.366718326
7169,2,6,0.350211734,0,0,0.540779536,0,20,2.514386784,1,7,0.732644339,-1,1,0.035084461,1,11,1.253927557,0,6,0.463471697,0,0,0.564753896,0,4,0.578354877
7170,0,0,0.496531327,1,3,0.408745578,0,4,1.507604626,-1,3,0.594161986,0,0,0.02669925,0,4,1.710734949,0,0,0.596991429,0,2,0.615974407,0,4,1.105318287
7171,2,2,0.308437061,0,2,0.497882006,0,0,0,3,5,0.771363191,0,0,0.013293877,0,6,2.645751311,2,2,0.295160336,0,2,0.321521787,0,4,0.518492102
7172,0,4,0.304435777,0,2,0.602658693,0,0,0,-1,11,0.907892535,2,12,0.946317519,0,2,0.019667571,0,4,0.350045255,0,2,0.668249032,-2,6,0.570639084
7173,0,2,0.494649831,0,0,0.349555449,3,9,1.167451441,0,6,0.637375437,0,0,0.035163853,-3,3,2.645751311,0,2,0.487073247,-1,3,0.622000425,-2,8,0.910169417
7174,0,16,0.799891223,0,0,0.218763248,3,9,1.549764222,0,0,0.594893285,0,2,0.013454191,-2,6,0.692774435,1,13,0.575361557,0,0,0.365627792,0,8,0.934178404
7175,-1,1,0.27453154,0,2,0.434399644,1,1,0.660473045,2,10,2.09165031,0,2,0.020212872,-2,8,0.697677766,0,0,0.608649958,0,2,0.633727109,0,4,1.022788792
7176,1,1,0.806704134,0,0,0.543065175,4,4,2.645751311,2,6,0.826940424,0,2,0.039626363,1,5,0.445685944,0,2,0.774812046,0,0,0.540662682,3,11,0.796637947
7177,0,0,0.624202106,0,2,0.358631923,0,6,1.561704775,1,3,0.875827289,0,0,0.037686681,-2,6,1.252278375,0,0,0.915654298,0,2,0.369243205,1,3,0.87944973
7178,0,0,0.300257714,0,2,0.279011373,3,9,1.251812066,0,4,0.539550142,0,0,0.016327592,0,2,0.010960254,0,0,0.350502073,0,0,0.320095222,1,1,0.179881698
7179,3,9,1.002712565,0,0,0.666101684,0,4,2.645751311,2,12,1.004776975,0,6,0.940755449,1,3,0.090053597,3,9,1.072323174,0,4,1.060080182,-2,6,0.467955372
7180,2,8,0.300742467,1,7,0.783247478,0,6,2.645751311,4,4,1.698255379,0,0,0.036570429,0,0,0.022262233,2,6,0.290788194,0,6,0.801519429,0,6,0.563754296
7181,-2,6,0.343218509,-1,5,0.631525694,0,0,0,-3,11,1.212535302,0,0,0.032732216,0,10,0.967466961,-2,6,0.418501926,-1,3,0.71538371,1,7,1.060761898
7182,0,0,0.213827784,1,3,2.466392968,0,0,0,0,2,2.645751311,2,2,2.645751311,2,6,0.70244666,0,0,0.22847934,2,4,2.466392968,-2,6,0.652905416
7183,-1,1,0.18363261,0,2,0.517910848,-2,6,1.425513297,4,10,1.79014967,3,9,1.710150824,0,0,0.015970005,0,0,0.179563763,0,2,0.63699406,-1,5,0.41686641
7184,1,1,0.199438597,0,4,0.571419827,0,0,0,0,6,0.659924497,0,6,0.961073212,0,2,0.009381471,1,3,0.275357046,-1,3,0.789113332,1,3,0.18928208
7185,1,3,0.111729959,1,3,0.691096799,0,0,0,4,14,1.403897322,1,5,0.074114596,0,0,0.007633858,0,2,0.124730834,0,4,0.844960228,0,4,0.318095805
7186,0,2,0.207429195,0,2,0.33427043,0,12,1.400160179,1,5,0.986697816,0,0,0.022621256,0,0,0.016743057,-1,3,0.211579045,0,2,0.356550681,0,10,0.624247987
7187,-2,10,0.502041807,0,4,1.464388441,0,0,0,0,0,0,-2,4,1.741349819,0,4,2.645751311,-1,7,0.29103496,0,4,2.645751311,-3,13,1.332475941
7188,2,4,0.498196615,0,2,0.550781463,0,0,0,1,7,0.683429571,0,0,0.033421903,3,3,0.689240403,3,7,0.711414049,1,3,0.696073625,2,8,1.12180331
7189,0,6,1.202905795,1,1,0.532568372,3,11,0.882915178,0,2,1.326749327,0,2,0.022228993,1,11,0.683807841,0,6,0.826682404,3,3,0.531382443,2,12,1.246144063
7190,1,3,0.185914303,2,4,0.79743438,2,8,2.347272508,-2,8,1.524112337,1,1,0.112316799,3,3,0.691928441,0,2,0.220064967,2,6,1.027966989,1,5,0.804414191
7191,0,2,0.128738905,0,4,0.464652517,0,0,0,-1,5,0.665210863,0,2,0.105290347,0,0,0.012671715,1,3,0.163072254,0,4,0.476765638,0,0,0.130277012
7192,1,5,0.392563947,0,2,0.396166033,0,4,2.645751311,0,6,0.604531017,-1,1,0.135392549,0,2,0.028852238,2,4,0.420518329,0,2,0.555099601,-1,7,0.778267132
7193,0,4,0.321573277,1,5,0.56584172,3,9,1.729038197,0,10,1.272369974,0,0,0.02777838,0,8,1.710661391,-2,2,0.397265303,0,6,0.728039934,1,5,0.41506116
7194,1,3,0.313211527,0,2,0.41201666,2,8,1.894950798,1,3,0.456176041,0,0,0.029056034,0,2,0.068984139,1,7,0.35475909,0,2,0.335985246,1,5,0.482857898
7195,1,3,0.237590848,-2,6,0.841650509,0,0,0,-1,7,2.006420797,-3,9,0.936525796,-1,3,0.067071381,2,2,0.280160249,-3,7,0.864316546,-1,3,0.314625679
7197,0,0,0.271218271,0,2,0.527035132,3,9,1.338269011,0,8,1.085436849,0,0,0.026388081,0,4,2.645751311,0,2,0.414727501,0,2,0.531528111,1,5,0.630984389
7198,0,8,0.33835457,0,0,0.274126949,3,15,1.250985623,-1,1,0.455023875,0,2,0.018406954,0,0,0.03684426,0,10,0.412754434,0,0,0.219225831,2,10,0.858208072
7199,-1,3,0.255207065,0,2,0.357647586,0,12,1.596155442,0,6,0.575082648,0,0,0.018821808,0,4,2.645751311,0,4,0.261811308,-1,5,0.338590973,-1,1,0.688566089
7200,-2,4,0.367624278,0,4,0.799387846,0,4,2.192699325,0,4,1.332639818,0,0,0.040313872,0,0,0.040762976,-2,4,0.447358215,0,4,0.839289291,0,8,0.557619883
7201,1,3,0.269568732,1,5,0.893875316,0,0,0,1,3,0.779343246,1,3,0.066622722,0,2,0.027120401,1,5,0.254889444,1,3,1.106836925,3,5,0.849409659
7202,0,6,0.417120445,0,0,0.27760282,-3,15,1.214622879,1,7,0.922292682,-1,3,0.013998488,0,6,2.645751311,0,0,0.280840477,0,0,0.276976319,-1,5,0.597358306
7203,1,5,0.796716725,0,0,0.469097361,3,5,1.089310727,1,1,0.390518081,1,1,0.045778073,0,8,1.709036996,1,3,0.962472799,0,0,0.464297376,1,9,2.125840246
7204,0,4,0.345246904,0,2,0.483224993,0,0,0,2,2,1.05115357,0,8,1.722094776,0,2,0.02477078,0,4,0.313410819,1,1,0.660657925,1,5,0.587702777
7205,2,6,0.503540594,0,8,0.744790767,-3,9,2.187028208,2,2,0.645291226,0,0,0.041476971,0,0,0,3,7,0.585142106,0,4,0.872084947,0,2,0.44826139
7206,-1,3,0.317831147,0,2,0.422598403,0,0,0,0,2,0.429422199,0,4,2.645751311,0,0,0.014404921,-1,1,0.299606392,1,1,0.428065122,0,6,0.629942911
7207,1,5,0.468798587,-1,3,0.488235738,0,6,2.645751311,1,1,0.465862742,-1,1,0.057709958,0,2,0.026779663,1,7,0.509680844,-1,5,0.616409026,2,8,0.53309762
7208,1,1,0.655998161,0,0,0.339105293,0,0,0,0,0,0.387946048,0,0,0.017796275,3,7,1.710668921,2,2,0.633425506,-1,3,0.572925148,1,3,1.737368589
7209,-1,5,0.263244712,0,4,0.912504236,0,4,1.712574582,1,5,0.752327881,3,3,0.685331647,0,0,0.07464586,-1,5,0.22286574,0,4,1.165061606,2,4,0.684809653
7210,1,3,0.195342415,0,4,0.331700766,0,4,2.645751311,0,4,0.236219875,-1,3,0.070089472,0,2,0.01748395,1,3,0.200093017,-1,5,0.533608941,0,4,0.333723172
7211,-1,7,0.239397261,1,5,0.969652521,0,0,0,0,6,0.697560579,0,8,0.443891052,0,2,0.022573003,0,6,0.219588943,1,5,1.088009312,-1,9,0.446557948
