고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
9095,3,3,5,2,2,6,8,5,126,119,70,105,94,112,72,105
9096,4,3,3,3,2,2,3,1,43,112,142,169,158,181,140,188
9097,6,7,7,6,5,7,8,7,182,95,156,231,162,101,100,96
9098,7,3,5,2,6,7,1,2,172,197,170,277,165,201,275,206
9099,1,2,3,2,2,2,3,3,223,213,258,228,266,280,282,264
9100,5,9,7,8,10,8,9,10,295,300,353,270,226,336,286,242
9101,5,5,4,4,5,5,3,4,201,185,230,192,234,152,141,182
9102,8,7,7,7,6,7,8,7,216,284,305,271,283,268,193,278
9103,4,3,4,4,5,5,6,5,205,237,254,59,83,135,116,92
9104,8,10,10,10,8,8,8,9,67,129,111,119,115,124,159,66
9105,3,4,4,4,3,4,3,6,102,90,89,104,90,70,106,104
9106,9,9,9,10,10,10,9,10,233,235,227,158,135,195,250,150
9107,2,2,2,2,2,1,3,2,163,147,148,113,130,170,186,249
9108,8,8,10,7,8,6,7,9,405,298,189,320,344,474,476,172
9109,4,5,5,4,5,4,5,5,242,285,253,315,315,320,292,279
9110,1,1,3,1,1,1,1,2,120,87,71,91,145,109,61,39
9111,4,6,3,4,3,3,3,3,186,164,193,234,259,211,290,272
9112,8,8,8,9,9,8,9,8,223,218,251,138,193,237,214,202
9113,3,1,2,2,4,4,8,3,62,156,119,106,108,119,58,88
9114,6,6,5,4,5,7,4,5,117,145,183,184,151,147,215,176
9115,9,6,10,4,5,5,5,4,44,58,22,109,117,74,91,94
9116,5,3,2,2,4,5,4,4,81,121,102,89,105,97,76,72
9117,4,2,4,3,1,2,2,3,128,116,96,117,68,100,89,36
9118,8,9,5,8,6,6,7,7,187,194,313,191,320,321,264,228
9119,2,2,1,2,1,1,1,1,67,97,112,110,83,55,120,78
9120,8,6,8,8,7,7,8,7,272,232,250,272,333,288,272,356
9121,1,1,1,10,2,1,1,2,111,110,67,8,37,111,101,50
9122,5,4,7,3,2,2,3,4,106,129,86,203,125,148,127,129
9123,3,2,4,1,4,3,2,1,73,71,64,111,142,116,173,121
9124,5,7,4,6,5,5,4,3,297,257,250,333,377,352,353,378
9125,2,2,2,2,1,1,1,1,50,65,53,60,56,87,53,96
9126,8,10,9,10,4,10,4,4,105,81,87,88,201,108,385,384
9127,1,2,1,2,2,2,2,1,282,304,342,287,250,252,243,336
9128,5,5,5,4,3,5,3,7,60,66,75,101,127,89,85,71
9129,8,4,4,8,7,5,3,3,110,196,121,121,87,166,154,196
9130,7,6,6,7,8,5,8,8,390,384,585,443,447,508,375,393
9131,6,6,5,5,6,6,6,6,347,415,377,437,451,474,411,391
9132,4,7,8,7,7,9,9,10,134,131,121,115,71,58,65,29
9133,8,7,7,8,7,8,7,8,349,450,465,386,402,355,400,227
9134,1,1,1,1,1,1,2,2,51,97,63,75,67,128,71,82
9135,6,7,5,3,6,4,4,4,150,114,147,100,105,126,123,93
9136,1,1,1,1,1,1,1,1,160,153,177,195,253,149,114,164
9137,6,4,4,5,5,8,10,10,179,212,238,181,289,165,93,14
9138,5,9,7,3,4,4,3,3,21,7,20,95,99,149,128,123
9140,3,3,3,5,6,2,1,2,164,174,258,185,155,244,248,228
9141,5,5,6,6,6,6,5,6,343,452,412,435,421,489,532,448
9142,2,3,3,3,2,2,3,3,233,255,261,188,143,188,169,146
9143,7,7,7,6,8,5,3,4,119,216,167,154,166,223,362,290
9144,4,5,5,6,4,6,5,5,264,324,309,267,220,268,207,212
9145,7,6,5,5,8,5,3,5,326,372,498,592,349,597,600,470
9146,6,8,9,6,6,5,7,6,283,185,183,248,266,248,179,162
9147,9,10,10,10,10,8,9,10,118,135,129,127,113,159,116,79
9148,6,3,10,1,2,1,6,1,46,80,54,83,63,74,42,41
9149,5,6,5,8,6,4,8,6,117,110,116,116,113,90,85,60
9150,5,5,4,3,3,5,4,8,46,79,93,92,113,97,92,51
9151,1,1,1,1,2,1,2,1,97,204,147,111,135,150,167,141
9152,2,2,3,3,3,2,3,3,465,397,392,413,392,400,393,410
9153,9,5,6,7,4,5,6,6,112,237,327,309,335,329,303,272
9154,8,9,9,8,7,9,6,6,138,122,113,112,108,69,176,150
9155,5,4,5,5,5,5,8,10,415,403,386,388,385,221,102,260
9156,2,2,3,1,1,1,1,1,107,110,139,159,181,170,106,173
9157,5,5,4,3,6,5,6,7,140,155,150,228,131,169,169,130
9158,2,3,1,2,2,2,4,4,140,97,132,97,82,140,110,130
9159,3,2,1,4,2,3,3,4,125,144,255,236,219,205,233,190
9160,9,7,6,8,9,9,7,9,73,111,130,71,81,98,102,74
9161,7,7,9,8,8,6,5,5,229,216,221,211,396,498,471,423
9162,9,10,9,10,9,9,10,9,153,129,155,182,144,231,134,162
9163,3,2,1,1,2,1,2,3,295,251,344,389,251,316,294,255
9164,3,3,5,3,4,4,4,4,55,68,63,58,62,94,85,71
9165,9,10,10,10,9,8,7,9,244,230,264,229,262,392,471,352
9166,10,7,9,6,9,6,7,8,27,81,71,92,91,90,132,125
9167,8,9,6,6,9,8,9,10,176,235,280,237,178,177,164,85
9168,7,9,7,6,6,9,6,7,137,112,161,144,174,130,157,138
9169,10,10,9,5,6,6,8,6,46,54,197,252,243,283,218,241
9170,5,7,7,7,7,8,8,7,319,265,269,234,199,225,240,189
9171,10,2,10,8,5,3,5,7,30,147,31,67,94,65,75,57
9172,8,5,9,9,5,7,5,6,59,78,61,67,118,89,103,92
9173,1,1,1,4,1,1,2,1,68,147,187,171,195,131,167,186
9174,6,5,6,7,7,6,3,5,93,116,166,142,131,120,116,95
9175,4,2,4,3,4,4,9,5,146,175,103,158,106,122,35,64
9176,8,7,5,6,8,5,5,5,115,142,200,175,174,326,290,294
9177,6,5,5,5,4,6,5,4,171,150,212,176,304,185,211,179
9178,9,8,8,9,9,9,9,9,181,227,208,143,190,196,168,124
9179,6,4,4,3,3,3,8,6,48,87,86,62,80,114,60,64
9180,2,3,2,2,2,2,1,3,45,57,98,179,145,118,174,94
9181,1,1,1,1,1,2,4,1,96,105,116,176,135,171,64,70
9182,8,5,5,4,5,7,9,5,71,92,104,150,85,74,62,129
9183,8,8,9,9,9,7,7,7,221,259,181,182,197,266,274,253
9184,6,4,3,4,4,4,4,3,33,40,15,52,51,76,135,134
9185,3,2,2,2,2,2,3,3,67,98,121,127,77,78,79,70
9186,3,2,4,1,3,1,1,1,42,42,32,38,109,210,223,103
9187,7,10,8,10,10,9,9,9,183,175,190,225,154,266,234,211
9188,6,4,7,6,4,3,4,5,137,173,178,127,111,132,84,31
9189,6,8,8,5,7,8,7,7,466,374,381,358,386,361,381,338
9190,5,6,3,4,4,6,5,4,203,170,130,164,178,177,166,114
9191,5,7,4,5,3,3,2,3,170,160,214,320,308,415,416,348
9192,1,1,1,2,1,2,1,1,138,167,141,179,225,157,127,117
9193,5,5,7,6,5,9,7,9,281,270,294,274,273,217,255,192
9194,5,7,8,8,8,7,5,7,151,146,116,130,107,187,173,192
9195,9,10,7,8,8,5,4,4,122,86,199,198,201,323,359,300
9196,3,5,6,7,6,5,6,10,235,309,272,299,334,443,180,91
9197,2,3,1,2,3,2,7,1,58,55,87,61,75,66,68,78
9198,9,8,8,8,9,8,8,8,271,288,285,341,271,304,316,273
9199,2,1,1,2,1,2,2,1,149,147,138,158,119,108,149,107
9200,6,5,5,4,3,6,7,6,161,169,156,240,376,192,117,65
9201,2,1,1,3,1,1,1,1,86,100,64,60,83,96,132,102
9202,4,6,5,4,4,4,3,4,212,222,240,275,281,335,317,272
9203,7,8,5,8,8,3,4,5,81,92,164,108,89,203,185,86
9204,9,9,9,9,10,9,9,9,110,166,184,170,135,161,175,149
9205,3,2,2,2,4,1,1,1,151,108,145,161,96,92,135,164
9206,3,3,2,2,3,2,3,3,75,94,136,71,103,106,65,73
9207,5,2,1,2,2,1,1,1,37,94,108,76,69,99,82,109
9208,9,10,8,6,6,7,7,6,176,194,246,361,356,292,325,365
9209,3,2,3,3,2,3,3,1,97,128,141,112,160,175,136,169
9210,1,1,1,1,2,4,1,1,236,198,280,443,290,293,359,293
9211,4,5,4,1,2,2,2,2,70,106,83,62,86,80,97,123
9212,8,5,7,4,8,2,5,6,198,288,174,197,154,215,231,165
9213,4,3,3,1,3,4,2,6,230,250,319,307,257,198,250,78
9214,1,1,2,3,2,2,1,2,228,177,75,125,86,145,204,140
9215,2,2,1,1,3,2,1,2,37,55,101,111,43,78,79,56
9216,5,5,6,8,7,6,7,6,462,475,349,285,266,385,342,354
9217,9,9,9,9,6,8,7,9,84,216,284,275,370,434,347,274
9218,3,4,3,5,6,6,9,9,221,217,366,239,154,199,186,92
9219,9,8,7,7,7,7,7,8,232,281,375,394,368,432,387,403
9220,4,4,4,6,8,8,9,4,108,136,93,37,58,37,37,44
9221,7,5,7,8,5,9,7,7,64,74,57,76,82,69,82,72
9222,4,2,3,6,6,4,4,9,50,78,84,76,85,82,134,55
9223,3,2,2,4,2,1,2,3,47,91,98,43,45,88,44,47
9224,10,10,10,10,10,10,10,10,29,51,27,28,32,39,19,15
9225,2,3,3,2,4,2,2,2,104,104,85,105,73,97,90,138
9226,1,1,2,2,1,2,1,2,64,91,102,120,92,91,80,79
9227,3,4,3,6,4,5,3,4,279,307,377,272,220,256,225,186
9228,4,4,4,4,7,8,3,4,170,138,149,112,40,57,117,104
9229,1,2,2,2,4,3,1,2,95,83,66,74,84,65,119,104
9230,7,8,8,8,7,7,6,7,236,271,294,291,341,340,341,235
9231,2,2,2,2,2,6,10,5,402,349,362,341,322,82,37,74
9232,1,2,3,6,9,4,10,3,45,36,28,36,25,9,2,12
9233,2,2,1,2,2,1,4,1,117,221,136,216,223,194,118,157
9234,5,3,5,2,4,3,4,3,30,61,50,79,81,98,103,69
9235,8,7,9,8,7,8,7,9,142,184,191,200,136,206,228,178
9236,2,3,5,6,2,4,9,2,89,93,73,95,106,109,86,151
9237,3,4,4,2,3,3,2,7,211,228,210,247,200,292,185,101
9238,5,5,4,3,4,4,3,3,62,82,95,253,153,141,203,246
9239,5,4,4,3,2,1,2,2,92,127,82,110,194,310,170,170
9240,3,4,3,2,5,4,2,3,53,116,109,69,32,78,55,143
9241,8,10,6,9,10,10,10,6,161,173,244,245,175,224,190,55
9242,1,1,1,2,1,2,1,1,129,136,109,109,81,135,94,108
9243,1,1,1,1,2,3,4,4,119,143,129,150,80,94,93,33
9244,6,6,6,6,5,6,6,6,394,509,503,581,600,534,620,600
9245,1,1,1,1,1,1,1,1,122,121,121,90,92,146,118,101
9246,4,8,4,2,4,3,3,2,62,58,75,117,66,125,106,89
9247,5,2,6,8,2,3,6,7,118,207,105,90,122,130,84,88
9248,7,5,5,5,8,7,8,8,251,243,351,278,263,329,260,202
9249,6,9,9,8,7,7,8,7,91,101,76,84,129,86,114,158
9250,9,8,8,8,10,9,9,8,133,205,143,190,156,173,161,147
9251,2,3,5,6,7,4,5,5,371,396,275,289,258,336,287,288
9252,3,3,3,4,4,4,4,5,210,325,330,215,189,167,205,180
9253,2,2,1,2,2,5,3,10,90,116,131,81,76,36,24,38
9254,9,8,9,9,9,8,7,6,175,136,116,140,187,269,206,225
9255,7,5,6,2,2,4,3,4,43,83,70,141,94,99,81,89
9256,9,10,10,10,9,6,8,7,136,117,169,174,196,295,286,286
9257,2,2,2,3,1,5,3,2,180,152,127,85,86,59,67,80
9258,3,2,1,3,3,4,2,2,90,102,94,93,29,53,76,64
9259,7,4,3,2,6,4,5,7,34,62,64,129,156,125,89,29
9260,8,8,7,7,7,6,7,5,195,220,395,333,298,386,360,386
9261,2,3,2,5,3,3,2,2,55,63,76,41,45,69,93,56
9262,6,5,5,4,3,4,4,4,133,164,218,194,283,224,256,160
9263,10,8,6,5,7,9,10,10,129,222,300,352,300,184,99,68
9264,5,4,5,7,4,3,9,8,72,72,99,136,138,116,73,71
9265,3,3,3,3,5,2,3,2,113,166,116,146,107,139,127,110
9266,10,10,10,9,10,9,10,9,93,94,131,184,142,154,164,161
9267,4,3,2,1,5,2,3,1,153,327,243,271,232,326,219,226
9268,9,9,6,5,7,7,6,7,169,227,260,343,229,249,348,262
9269,3,4,5,5,4,10,10,10,295,244,242,119,101,84,52,46
9270,5,5,7,7,9,8,9,8,155,179,109,88,54,48,40,39
9271,6,5,8,6,7,7,7,6,290,356,233,328,249,261,290,308
9272,1,1,1,1,10,10,10,10,107,324,342,311,104,45,138,60
9273,8,4,6,4,4,6,4,4,82,114,78,128,131,140,121,102
9274,4,1,2,2,4,4,1,1,64,174,124,207,106,191,182,174
9275,4,2,2,4,1,3,9,7,33,70,74,75,61,95,54,73
9276,6,4,4,3,2,5,5,3,98,66,119,172,235,163,109,215
9277,4,4,4,4,3,3,5,3,44,54,71,70,120,97,125,148
9278,4,5,5,7,4,5,5,8,336,240,223,136,146,259,188,176
9279,10,6,10,10,6,9,10,10,11,47,19,19,38,25,28,23
9280,1,1,1,1,1,1,1,1,66,58,75,72,100,79,110,110
9281,10,9,9,8,8,9,8,8,151,270,262,273,248,331,356,316
9282,6,8,7,8,7,7,5,9,197,203,214,198,251,253,319,137
9283,7,6,7,8,8,9,10,10,243,303,290,253,226,157,120,155
9284,4,3,4,6,3,3,4,2,113,148,149,92,130,228,149,196
9285,4,6,3,7,6,7,6,8,179,178,261,278,143,346,258,218
9286,4,6,7,7,2,6,7,6,409,351,308,394,381,418,375,396
9287,6,3,3,2,2,3,2,3,49,90,106,156,125,67,96,61
9288,7,4,5,9,6,8,8,6,242,260,326,213,280,241,217,305
9289,6,7,6,6,5,5,5,6,142,234,235,234,282,421,424,388
9290,2,3,2,2,3,2,1,2,214,153,232,186,192,224,203,265
9291,5,4,5,7,5,7,5,7,228,307,249,258,282,238,292,237
9292,8,10,10,5,8,7,2,3,33,44,40,47,46,48,51,51
9293,4,4,5,4,3,4,4,4,431,402,241,524,583,548,443,555
9294,5,8,5,7,7,9,6,9,136,138,202,180,176,169,204,120
9295,10,9,9,9,9,10,9,9,6,162,125,177,182,110,214,128
9296,8,6,4,9,3,6,7,4,49,106,123,73,70,62,64,87
9297,3,2,2,1,3,2,6,6,41,31,72,141,160,205,167,34
9298,8,6,6,5,6,5,6,6,214,286,297,338,319,291,310,329
9299,2,3,3,4,3,2,3,3,134,119,97,89,114,144,117,80
9300,2,3,2,5,6,5,8,7,119,115,83,88,53,67,68,79
9301,7,6,8,8,9,10,10,7,155,176,128,107,113,77,97,108
9302,2,2,2,3,4,5,2,1,113,160,95,75,89,25,161,137
9303,6,6,7,6,8,9,10,8,304,207,210,233,189,199,147,172
9304,4,3,6,2,1,1,1,1,47,68,26,66,72,81,76,117
9305,10,8,7,6,6,5,6,5,96,185,226,214,306,264,317,327
9306,3,1,3,1,2,3,1,3,250,180,174,110,214,303,241,190
9307,9,10,6,3,4,3,3,3,59,40,82,98,156,157,236,117
9308,1,2,1,1,3,1,2,1,189,216,154,131,109,185,112,94
9309,3,8,5,6,7,9,9,10,362,311,624,417,367,337,366,131
9310,4,7,8,6,8,8,9,4,179,168,154,197,139,190,118,214
9311,8,8,8,9,10,9,9,9,230,294,237,262,290,311,318,349
9312,1,1,1,1,1,1,1,1,65,126,64,66,96,95,93,70
9313,1,1,1,1,1,7,6,3,126,158,172,251,174,78,86,83
9314,3,5,9,5,8,8,6,7,226,117,106,115,69,64,117,97
9315,2,3,2,1,2,1,3,2,212,94,66,58,101,104,48,83
9316,7,7,7,8,8,8,8,7,100,61,93,92,127,123,154,137
9317,7,7,7,8,9,8,7,7,253,257,242,261,205,177,212,269
9318,9,2,7,5,9,8,9,7,87,99,86,113,26,94,91,89
9319,3,3,3,5,3,4,4,5,105,105,104,81,105,104,63,36
9320,10,10,7,9,6,7,7,9,180,151,252,243,299,289,316,326
9321,3,2,3,1,1,1,1,2,146,220,212,517,377,667,406,371
9322,10,10,6,9,7,6,10,7,2,56,266,162,177,167,96,163
9323,10,9,6,8,9,9,9,9,36,172,277,347,256,222,146,186
9324,6,7,7,8,5,5,5,5,239,181,224,138,269,258,268,189
9325,1,1,1,1,1,1,2,2,237,241,166,142,129,136,76,77
9326,1,3,2,1,1,1,1,1,151,32,34,168,140,213,162,145
9327,4,4,4,5,3,3,7,5,144,135,102,87,147,164,78,84
9328,10,10,9,9,9,9,9,9,166,165,190,190,185,143,153,161
9329,2,5,5,3,3,1,1,2,124,73,105,99,105,162,170,147
9330,3,2,5,3,3,5,6,4,170,267,288,301,283,337,270,243
9331,6,7,6,7,6,9,7,8,95,106,164,127,135,142,186,193
9332,7,8,6,5,6,7,8,8,336,337,330,438,390,406,251,286
9333,3,2,4,3,3,3,1,4,306,208,232,335,333,327,278,225
9334,1,1,1,1,1,1,3,2,42,60,105,98,117,88,80,86
9335,9,10,3,10,7,8,6,3,86,76,151,69,117,91,109,180
9337,4,3,4,1,2,3,5,2,277,292,185,242,368,401,372,191
9339,4,2,3,1,1,1,1,1,160,100,111,156,133,107,137,83
9340,3,4,3,1,3,4,2,3,107,105,111,88,116,131,114,113
9341,3,8,2,7,4,8,4,4,147,64,117,86,112,106,92,63
9342,3,2,5,5,4,6,4,4,144,72,73,58,102,66,78,82
9343,2,2,1,3,2,2,2,2,49,91,92,75,54,82,58,66
9344,4,7,5,5,6,9,8,8,224,205,231,210,172,151,154,158
9345,2,4,3,4,3,4,2,2,171,93,124,65,180,108,111,92
9346,7,4,3,6,3,4,5,5,311,444,414,415,551,381,496,416
9347,3,4,2,3,2,3,2,3,77,52,64,59,89,72,62,57
9348,2,1,1,1,1,1,1,1,101,150,116,150,113,90,63,129
9349,4,5,5,4,4,5,7,8,173,120,134,205,191,121,125,79
9350,6,6,7,7,6,5,7,6,325,288,288,308,329,429,356,334
9351,8,4,2,3,6,5,8,9,95,134,195,166,174,173,120,101
9352,8,7,6,4,6,6,6,9,182,179,210,284,222,272,237,133
9353,3,3,2,2,2,2,2,2,41,73,98,47,129,194,149,119
9354,7,8,8,3,8,6,7,5,106,122,152,171,139,205,169,173
9355,3,4,2,3,3,1,4,2,224,239,302,271,343,444,254,354
9356,7,8,7,9,10,5,10,6,208,232,215,257,118,174,168,231
9357,3,4,4,4,3,5,5,4,101,193,109,130,82,100,131,75
9358,3,3,4,3,2,3,3,3,186,203,168,231,230,255,206,192
9359,10,7,7,9,8,4,7,6,65,137,147,103,113,159,163,126
9360,5,5,4,8,5,5,5,4,153,148,280,188,358,251,350,212
9361,1,1,1,1,2,2,1,1,66,113,108,65,49,40,49,78
9362,6,6,6,9,10,8,9,8,73,97,92,58,35,62,75,88
9363,1,1,1,10,3,1,1,3,80,87,104,15,19,104,87,43
9364,5,7,6,5,3,4,3,3,217,175,170,203,245,311,384,433
9365,10,9,10,10,10,10,9,6,150,209,206,214,193,261,264,258
9366,7,7,8,6,9,6,8,9,178,282,190,231,174,209,143,117
9367,2,3,2,3,4,3,2,2,67,63,101,118,99,124,119,110
9368,7,6,4,6,4,4,5,6,146,133,228,244,218,187,204,150
9369,2,1,2,3,2,1,4,2,194,194,114,144,173,153,51,87
9370,6,5,3,3,3,6,3,4,286,317,438,518,465,507,552,554
9371,8,5,8,7,7,8,7,6,156,296,212,212,248,279,256,237
9372,8,7,8,7,10,9,10,10,214,246,228,187,157,161,103,121
9373,1,3,1,1,3,1,1,2,131,115,105,169,102,156,175,187
9374,8,8,5,5,4,8,2,4,67,49,99,144,148,87,143,145
9375,3,4,2,3,4,4,7,3,220,199,241,294,245,238,171,212
9376,5,5,7,7,4,6,6,9,166,141,160,164,236,201,187,111
9377,9,10,10,10,8,10,10,10,194,244,235,182,136,141,166,127
9378,6,7,7,10,8,5,4,2,103,154,198,96,121,267,295,250
9379,3,4,4,4,3,3,2,3,66,86,105,62,85,129,86,91
9380,9,6,8,5,4,4,5,8,129,202,199,187,408,471,338,110
9381,5,5,4,4,4,4,4,5,255,200,272,248,342,379,232,138
9382,10,8,10,10,10,10,10,10,30,70,71,90,72,55,78,28
9383,8,9,8,9,7,7,8,8,177,209,197,226,309,266,257,211
9384,2,1,2,3,2,1,1,1,185,344,241,162,375,504,329,308
9385,7,7,7,9,10,8,9,7,129,138,226,195,159,209,177,259
9386,6,9,4,8,3,3,1,2,54,33,46,36,70,101,99,92
9387,5,2,1,2,4,4,2,2,46,108,161,67,54,58,67,108
9388,1,1,1,1,1,1,1,1,129,147,174,146,161,131,112,192
9389,4,4,3,3,2,7,3,7,69,101,88,42,99,63,57,86
9390,10,9,9,7,10,10,10,10,36,74,75,97,97,94,56,77
9391,9,10,9,7,10,10,10,6,46,44,60,53,68,48,49,53
9392,3,10,8,8,8,5,8,5,93,48,109,159,151,140,143,116
9393,10,9,8,8,7,5,7,6,110,153,233,160,268,306,282,346
9394,10,10,10,9,4,7,4,2,10,50,43,82,98,100,109,242
9395,6,5,5,9,9,10,10,8,35,82,101,64,87,50,49,72
9396,2,2,2,3,1,2,2,3,105,124,100,76,72,71,77,62
9397,1,1,1,1,2,1,1,3,135,202,275,154,166,185,218,148
9398,1,1,1,5,1,1,1,1,119,102,64,46,76,111,50,153
9399,4,4,5,8,7,4,4,5,496,451,319,218,328,559,517,497
9400,4,3,8,3,5,4,4,3,100,83,82,132,145,142,107,91
9401,10,10,8,8,6,9,5,6,106,224,185,222,312,178,182,281
9402,2,2,2,2,1,2,3,1,209,297,283,337,299,256,253,193
9403,1,1,1,1,2,2,3,4,92,141,96,123,71,35,33,27
9404,10,10,10,8,4,3,5,5,16,12,2,80,279,307,357,302
9405,9,9,5,8,7,7,8,7,66,69,130,62,97,103,95,67
9406,1,1,1,8,1,1,1,4,146,217,158,133,139,219,162,74
9407,4,4,4,3,6,4,5,4,187,224,173,250,220,202,165,211
9408,6,4,4,5,2,6,7,4,40,129,157,96,121,56,90,114
9409,6,5,5,5,3,4,4,4,44,66,94,124,88,92,76,67
9410,7,8,9,10,7,9,8,5,202,147,136,114,133,100,124,156
9411,6,4,3,3,8,3,3,5,42,43,65,88,62,102,112,98
9412,6,8,9,10,8,9,7,8,89,54,85,18,87,131,91,121
9413,4,3,3,3,2,3,2,3,54,69,64,98,187,180,138,143
9414,7,6,9,8,5,5,5,6,196,181,167,248,265,310,295,384
9415,7,6,4,6,4,4,9,3,47,53,98,117,103,100,45,62
9416,7,7,7,5,9,8,6,6,134,153,184,222,170,214,329,268
9417,4,10,4,4,5,3,9,3,96,46,88,108,63,73,39,92
9418,1,2,3,3,2,2,1,2,191,166,171,131,146,119,130,196
9419,2,2,1,2,3,2,3,3,161,162,197,191,100,154,150,193
9420,2,3,4,4,4,2,3,4,117,127,111,114,110,139,154,87
9421,1,1,1,1,1,1,1,1,161,158,83,122,68,155,131,128
9422,5,7,6,5,4,4,3,6,336,412,514,535,594,762,704,624
9423,10,7,9,7,3,6,6,3,88,130,113,100,123,147,159,179
9424,4,3,2,1,3,6,1,6,97,177,205,265,148,128,115,94
9425,1,1,4,1,1,1,2,1,93,94,54,92,166,154,97,124
9426,7,5,8,8,6,8,6,6,207,254,195,170,253,219,337,234
9427,4,5,4,5,5,5,8,6,99,122,92,125,133,177,103,150
9428,6,4,3,2,2,4,4,1,55,101,161,142,194,127,127,194
9429,10,10,10,10,10,9,10,6,5,13,148,180,186,213,220,368
9430,4,3,3,4,4,2,2,2,140,136,215,221,230,256,227,305
9431,3,4,3,1,3,3,4,1,78,72,104,92,120,122,76,127
9432,1,1,1,1,1,1,1,1,94,122,114,155,73,98,72,61
9433,1,1,5,4,4,3,3,4,179,129,158,180,144,143,201,164
9434,8,8,7,7,7,7,5,8,342,366,306,400,362,381,301,327
9435,3,1,2,4,2,1,1,2,42,68,48,35,60,138,104,108
9436,3,2,3,5,4,8,6,8,46,156,243,243,255,110,175,137
9437,4,2,4,4,9,4,4,5,311,310,321,252,137,268,371,202
9438,4,4,6,3,2,3,1,1,65,48,57,42,92,125,134,196
9439,3,3,3,3,4,3,2,2,141,141,154,177,161,199,227,214
9440,1,1,1,1,1,1,1,1,111,118,119,127,123,104,140,119
9441,7,3,6,5,5,7,5,3,185,377,234,213,257,222,279,326
9442,2,3,2,3,3,4,1,1,121,119,125,131,122,118,145,99
9443,3,2,4,1,1,3,1,1,112,125,72,149,90,132,144,205
9444,5,3,3,2,4,1,1,2,48,156,116,158,132,214,166,140
9445,6,7,8,8,9,10,6,6,198,188,162,137,98,106,200,172
9446,5,6,5,5,5,3,3,9,185,164,150,129,161,134,88,54
9447,5,4,4,4,4,7,9,7,181,144,256,257,163,103,84,71
9448,4,3,4,5,4,5,4,4,101,91,104,98,157,90,94,108
9449,3,5,2,3,2,4,4,5,113,111,201,293,162,187,184,73
9450,7,6,9,10,6,5,6,6,170,292,188,138,238,258,257,203
9451,3,4,4,4,4,3,3,3,157,228,234,262,150,286,213,209
9452,2,1,2,1,1,2,1,1,94,100,101,89,126,104,61,78
9453,9,9,9,7,3,7,6,4,212,182,138,177,226,267,332,372
9454,2,1,1,1,3,2,1,1,181,205,196,172,110,137,102,119
9455,8,9,9,8,8,10,10,10,178,156,139,117,85,2,4,12
9456,1,3,1,1,1,1,1,1,94,35,67,196,218,155,116,240
9457,2,2,1,1,1,2,4,1,101,118,102,125,102,69,46,91
9458,9,3,4,6,6,4,6,8,45,127,96,151,135,117,128,58
9459,6,8,7,8,8,8,6,5,321,386,396,362,353,412,389,376
9460,1,2,1,1,2,3,1,3,100,53,80,114,96,87,61,72
9461,8,4,7,4,10,8,10,10,142,205,222,218,72,92,99,42
9462,6,8,6,8,6,4,5,7,316,247,311,228,372,474,337,299
9463,3,5,6,1,5,2,1,2,64,88,59,87,113,121,146,112
9464,10,10,9,10,8,9,10,10,44,174,126,193,191,231,167,158
9465,4,3,4,4,4,3,3,3,76,65,55,100,78,66,111,65
9466,3,5,4,4,4,4,5,5,145,102,137,147,155,178,115,78
9467,1,2,9,1,3,2,1,1,113,74,18,100,92,185,242,178
9468,8,8,9,10,8,9,9,10,144,180,131,120,165,135,103,76
9469,9,9,9,5,10,8,9,9,34,52,41,58,57,77,73,73
9470,10,9,3,4,4,5,6,6,39,105,454,325,299,335,303,263
9471,8,10,5,3,4,4,3,3,125,28,202,355,426,468,519,471
9472,8,10,9,9,10,9,10,7,175,112,189,146,151,153,133,180
9473,5,3,2,4,3,1,4,9,83,64,122,116,110,149,96,93
9474,3,2,4,4,2,2,2,1,201,171,133,115,149,202,214,211
9475,7,7,4,8,4,6,7,4,245,298,313,268,297,267,267,227
9476,3,4,3,3,9,6,7,3,64,68,57,68,44,96,39,135
9477,4,4,4,5,4,4,4,4,316,302,378,323,340,398,402,261
9478,4,5,5,3,5,4,4,4,326,239,203,291,191,163,139,128
9479,2,1,2,2,2,1,1,1,106,236,163,156,133,122,147,180
9480,2,4,3,3,3,4,3,2,71,59,77,55,74,68,79,106
9481,1,2,1,1,2,2,2,2,148,157,78,114,65,105,57,101
9482,7,7,7,8,7,6,9,6,250,276,278,205,199,203,131,224
9483,9,8,7,6,5,5,8,7,98,122,137,188,138,101,115,111
9484,3,3,2,1,1,2,2,1,80,142,153,208,205,254,167,164
9485,2,2,3,1,2,1,2,1,54,72,55,130,200,482,418,442
9486,1,1,2,2,3,1,1,1,69,97,42,76,42,59,49,54
9487,3,7,8,7,6,6,7,7,70,71,70,79,65,99,71,75
9488,9,8,7,9,8,6,7,8,55,102,128,127,164,242,252,139
9489,8,10,10,10,10,8,8,8,242,177,192,172,198,265,303,312
9490,5,5,3,5,7,7,7,7,399,332,409,263,243,300,362,291
9491,6,7,9,9,8,8,8,6,318,384,203,220,244,314,334,326
9492,8,9,7,9,7,7,10,9,232,204,198,172,329,350,127,131
9493,6,3,2,4,5,2,8,6,94,148,174,157,121,121,114,132
